,e58_lr1_cifar_clip_0.004_evaluation/test_accuracy,e58_lr1_cifar_clip_0.004_evaluation/adv_success,e58_lr1_cifar_clip_0.0055_evaluation/test_accuracy,e58_lr1_cifar_clip_0.0055_evaluation/adv_success,e58_lr1_cifar_baseline_evaluation/test_accuracy,e58_lr1_cifar_baseline_evaluation/adv_success,e58_lr1_cifar_clipl2_0.5_evaluation/test_accuracy,e58_lr1_cifar_clipl2_0.5_evaluation/adv_success,e58_lr1_cifar_clipl2_20_evaluation/test_accuracy,e58_lr1_cifar_clipl2_20_evaluation/adv_success,e58_lr1_cifar_clipl2_10_evaluation/test_accuracy,e58_lr1_cifar_clipl2_10_evaluation/adv_success
1,0.09982085973024368,0.0,0.09982085973024368,0.0,0.11156448721885681,0.0,0.10668789595365524,0.0,0.11803343892097473,0.0,0.10748407989740372,0.0
2,0.09982085973024368,0.0,0.09982085973024368,0.0,0.13385748863220215,0.0,0.10569267719984055,0.0,0.09026671946048737,0.0,0.13664411008358002,0.0
3,0.1011146530508995,0.0,0.07961783558130264,0.0,0.15167197585105896,0.6557291746139526,0.10887739062309265,0.0,0.13156847655773163,0.0,0.14808917045593262,0.0
4,0.09982085973024368,0.0,0.09982085973024368,0.0,0.17336782813072205,0.0,0.11365445703268051,0.0,0.09952229261398315,0.0,0.10220939666032791,0.0
5,0.09982085973024368,0.0,0.09982085973024368,0.0,0.12947849929332733,0.0062500000931322575,0.10718551278114319,0.0,0.09763137251138687,0.0,0.09982085973024368,0.0
6,0.09982085973024368,0.0,0.09982085973024368,0.0,0.1103702262043953,0.9755208492279053,0.10081608593463898,0.0,0.11345541477203369,0.10208333283662796,0.12042197585105896,0.0
7,0.09982085973024368,0.0,0.09982085973024368,0.0,0.11594346910715103,0.6463541388511658,0.09962181746959686,0.0,0.14181926846504211,0.32604166865348816,0.13913217186927795,0.08385416865348816
8,0.09982085973024368,0.0,0.09982085973024368,0.0,0.1686902940273285,0.699999988079071,0.09812898188829422,0.0,0.15226911008358002,0.3333333432674408,0.15575239062309265,0.18541666865348816
9,0.09982085973024368,0.0,0.09982085973024368,0.0,0.16650079190731049,0.9145833253860474,0.09653662145137787,0.0,0.17635349929332733,0.20677083730697632,0.17943869531154633,0.26093751192092896
10,0.09982085973024368,0.0,0.09982085973024368,0.0,0.18929140269756317,0.8260416388511658,0.09424760937690735,0.0,0.16729697585105896,0.3473958373069763,0.18451432883739471,0.2291666716337204
11,0.09982085973024368,0.0,0.09982085973024368,0.0,0.19008758664131165,1.0,0.09663614630699158,0.0,0.18103104829788208,0.40937501192092896,0.20710588991641998,0.3114583194255829
12,0.09982085973024368,0.0,0.10250796377658844,0.0,0.18570859730243683,0.19635416567325592,0.09454617649316788,0.0,0.20033837854862213,0.3947916626930237,0.21715764701366425,0.3333333432674408
13,0.09982085973024368,0.0,0.09952229261398315,0.0,0.1770501583814621,1.0,0.09325239062309265,0.0,0.20471735298633575,0.44479167461395264,0.21805334091186523,0.3333333432674408
14,0.09534235298633575,0.0,0.10011942684650421,0.0,0.20491640269756317,0.6552083492279053,0.09146098792552948,0.0,0.21307723224163055,0.5625,0.22531847655773163,0.3333333432674408
15,0.09852706640958786,0.0,0.09972133487462997,0.0,0.20849920809268951,1.0,0.09136146306991577,0.0,0.22999602556228638,0.5755208134651184,0.24392913281917572,0.38072916865348816
16,0.10011942684650421,0.0,0.10011942684650421,0.0,0.23795780539512634,0.7807291746139526,0.09345143288373947,0.0,0.20362260937690735,0.6197916865348816,0.20969347655773163,0.42656248807907104
17,0.10011942684650421,0.0,0.10011942684650421,0.0,0.2053144872188568,1.0,0.09404856711626053,0.0,0.2300955355167389,0.604687511920929,0.23258359730243683,0.4000000059604645
18,0.10011942684650421,0.0,0.10011942684650421,0.0,0.2251194268465042,0.3083333373069763,0.09613853693008423,0.0,0.21695859730243683,0.6109374761581421,0.2197452187538147,0.4911458194255829
19,0.10011942684650421,0.0,0.10011942684650421,0.0,0.22999602556228638,0.9859374761581421,0.09375,0.0,0.19595938920974731,0.854687511920929,0.20023885369300842,0.765625
20,0.10011942684650421,0.0,0.10081608593463898,0.0,0.2207404524087906,1.0,0.0905652865767479,0.0,0.2113853543996811,0.8447916507720947,0.20770302414894104,0.4671874940395355
21,0.10011942684650421,0.0,0.10181130468845367,0.0,0.26801353693008423,0.901562511920929,0.09633757919073105,0.0,0.2052149623632431,0.8791666626930237,0.20163217186927795,0.5234375
22,0.10549362748861313,0.0,0.12062101811170578,0.0,0.22004379332065582,1.0,0.09922372549772263,0.0,0.22163614630699158,0.8984375,0.23596735298633575,0.41614583134651184
23,0.11206210404634476,0.0,0.12350716441869736,0.0,0.23308120667934418,0.9750000238418579,0.10171177983283997,0.0,0.22064092755317688,0.901562511920929,0.22661225497722626,0.5802083611488342
24,0.1156449019908905,0.0,0.12460190802812576,0.0,0.22581608593463898,1.0,0.10330414026975632,0.0,0.2082006335258484,0.971875011920929,0.21586385369300842,0.6697916388511658
25,0.1135549396276474,0.0,0.11604299396276474,0.0,0.25965365767478943,0.7229166626930237,0.10489649325609207,0.0,0.23765923082828522,0.9937499761581421,0.2644307315349579,0.7463541626930237
