,e41_clipinf_0_0001_evaluation/test_accuracy,e41_clipinf_0_0001_evaluation/adv_success,e41_clipl2_40_pgd_evaluation/test_accuracy,e41_clipl2_40_pgd_evaluation/adv_success,e41_clipinf_0.005_alpha05_evaluation/test_accuracy,e41_clipinf_0.005_alpha05_evaluation/adv_success,e41_clipl2_3_5_evaluation/test_accuracy,e41_clipl2_3_5_evaluation/adv_success,e41_clipinf_0.0015_evaluation/test_accuracy,e41_clipinf_0.0015_evaluation/adv_success,e41_clipl2_10_evaluation/test_accuracy,e41_clipl2_10_evaluation/adv_success,e41_flipped_clipl2_1_evaluation/test_accuracy,e41_flipped_clipl2_1_evaluation/adv_success,e41_clipinf_0_03_evaluation/test_accuracy,e41_clipinf_0_03_evaluation/adv_success,e41_clipl2_16_evaluation/test_accuracy,e41_clipl2_16_evaluation/adv_success,e41_clipinf_0.00015_evaluation/test_accuracy,e41_clipinf_0.00015_evaluation/adv_success,e41_clipinf_0.005_mallr_evaluation/test_accuracy,e41_clipinf_0.005_mallr_evaluation/adv_success,e41_clipinf_0_00100_evaluation/test_accuracy,e41_clipinf_0_00100_evaluation/adv_success,e41_clipl2_18_evaluation/test_accuracy,e41_clipl2_18_evaluation/adv_success,e41_clipl2_20_evaluation/test_accuracy,e41_clipl2_20_evaluation/adv_success,e41_clipl2_0_025_evaluation/test_accuracy,e41_clipl2_0_025_evaluation/adv_success,e41_clipinf_0.020_evaluation/test_accuracy,e41_clipinf_0.020_evaluation/adv_success,e41_clipinf_0.010_evaluation/test_accuracy,e41_clipinf_0.010_evaluation/adv_success,e41_clipl2_0_025_noattack_evaluation/test_accuracy,e41_clipl2_0_025_noattack_evaluation/adv_success,e41_clipinf_0.15_evaluation/test_accuracy,e41_clipinf_0.15_evaluation/adv_success,e41_cifar_resnet18v2_clipinf_0.025_evaluation/test_accuracy,e41_cifar_resnet18v2_clipinf_0.025_evaluation/adv_success,e41_clipl2_0_01_noattack_evaluation/test_accuracy,e41_clipl2_0_01_noattack_evaluation/adv_success,e41_clipl2_0_5_evaluation/test_accuracy,e41_clipl2_0_5_evaluation/adv_success,e41_clipl2_10_pgd_nep5_evaluation/test_accuracy,e41_clipl2_10_pgd_nep5_evaluation/adv_success,e41_clipinf_0.005_evaluation/test_accuracy,e41_clipinf_0.005_evaluation/adv_success,e41_clipl2_20_pgd_evaluation/test_accuracy,e41_clipl2_20_pgd_evaluation/adv_success,e41_clipl2_35_pgd_evaluation/test_accuracy,e41_clipl2_35_pgd_evaluation/adv_success,e41_clipl2_25_pgd_evaluation/test_accuracy,e41_clipl2_25_pgd_evaluation/adv_success,e41_clipl2_0_01_evaluation/test_accuracy,e41_clipl2_0_01_evaluation/adv_success,e41_clipl2_30_pgd_evaluation/test_accuracy,e41_clipl2_30_pgd_evaluation/adv_success,e41_clipl2_35_evaluation/test_accuracy,e41_clipl2_35_evaluation/adv_success,e41_clipl2_1_evaluation/test_accuracy,e41_clipl2_1_evaluation/adv_success,e41_clipl2_8_evaluation/test_accuracy,e41_clipl2_8_evaluation/adv_success,e41_cifar_resnet18v2_clipinf_0.025_singleepoch_evaluation/test_accuracy,e41_cifar_resnet18v2_clipinf_0.025_singleepoch_evaluation/adv_success,e41_clipl2_25_evaluation/test_accuracy,e41_clipl2_25_evaluation/adv_success,e41_clipl2_14_evaluation/test_accuracy,e41_clipl2_14_evaluation/adv_success,e41_clipl2_3_5_noattack_evaluation/test_accuracy,e41_clipl2_3_5_noattack_evaluation/adv_success,e41_clipl2_12_evaluation/test_accuracy,e41_clipl2_12_evaluation/adv_success,e41_clipinf_0.005_attfreq05_evaluation/test_accuracy,e41_clipinf_0.005_attfreq05_evaluation/adv_success,e41_clipinf_0_00005_2_evaluation/test_accuracy,e41_clipinf_0_00005_2_evaluation/adv_success,e41_clipl2_0_05_noattack_evaluation/test_accuracy,e41_clipl2_0_05_noattack_evaluation/adv_success,e41_clipl2_100_evaluation/test_accuracy,e41_clipl2_100_evaluation/adv_success,e41_clipinf_0.015_evaluation/test_accuracy,e41_clipinf_0.015_evaluation/adv_success,e41_clipl2_10_pgd_evaluation/test_accuracy,e41_clipl2_10_pgd_evaluation/adv_success,e41_clipinf_0.025_evaluation/test_accuracy,e41_clipinf_0.025_evaluation/adv_success,e41_clipl2_0_1_noattack_evaluation/test_accuracy,e41_clipl2_0_1_noattack_evaluation/adv_success,e41_clipl2_10_pgd_nodropout_evaluation/test_accuracy,e41_clipl2_10_pgd_nodropout_evaluation/adv_success,e41_clipl2_35_noattack_evaluation/test_accuracy,e41_clipl2_35_noattack_evaluation/adv_success,e41_clipl2_0_1_evaluation/test_accuracy,e41_clipl2_0_1_evaluation/adv_success,e41_clipinf_noclip_baseline_evaluation/test_accuracy,e41_clipinf_noclip_baseline_evaluation/adv_success,e41_clipl2_3_evaluation/test_accuracy,e41_clipl2_3_evaluation/adv_success,e41_google_tasks_noconstrain_evaluation/test_accuracy,e41_google_tasks_noconstrain_evaluation/adv_success,e41_clipinf_0.005_baseline_evaluation/test_accuracy,e41_clipinf_0.005_baseline_evaluation/adv_success,e41_clipl2_30_evaluation/test_accuracy,e41_clipl2_30_evaluation/adv_success,e41_clipl2_0_05_evaluation/test_accuracy,e41_clipl2_0_05_evaluation/adv_success,e41_clipl2_5_evaluation/test_accuracy,e41_clipl2_5_evaluation/adv_success
1,0.07503422349691391,0.0,0.11221340298652649,1.0,0.20855379104614258,0.39677420258522034,0.20928865671157837,0.33225807547569275,0.1159856915473938,0.4096774160861969,0.11365862935781479,1.0,0.5298354029655457,0.106451615691185,0.11395257711410522,1.0,0.14386145770549774,0.9451612830162048,0.08553791791200638,0.0,0.21149323880672455,0.448387086391449,0.09986772388219833,0.006451612804085016,0.1401626467704773,0.9741935729980469,0.13729669153690338,0.9838709831237793,0.11529982089996338,0.012903225608170033,0.12676367163658142,0.9903225898742676,0.15995493531227112,0.85161292552948,0.11574073880910873,0.009677419438958168,0.11221340298652649,1.0,0.8996976017951965,0.0,0.10640799254179001,0.009677419438958168,0.19630609452724457,0.37419354915618896,0.16651970148086548,0.9516128897666931,0.191553995013237,0.5354838967323303,0.19909857213497162,0.7225806713104248,0.11221340298652649,1.0,0.11221340298652649,1.0,0.10608955472707748,0.009677419438958168,0.11221340298652649,1.0,0.11258083581924438,1.0,0.11285028606653214,0.948387086391449,0.1829071193933487,0.6516128778457642,0.8996976017951965,0.0,0.13014402985572815,1.0,0.15307171642780304,0.9161290526390076,0.5649617910385132,0.04838709533214569,0.16225749254226685,0.85161292552948,0.2276112139225006,0.2290322631597519,0.07344295084476471,0.0,0.13247109949588776,0.016129031777381897,0.11221340298652649,1.0,0.11236037313938141,1.0,0.11556927114725113,0.9935483932495117,0.11912110447883606,1.0,0.1683078557252884,0.016129031777381897,0.14893199503421783,0.7290322780609131,0.5450960397720337,0.05161290243268013,0.0844111293554306,0.0,0.2426023930311203,0.17419354617595673,0.1307564228773117,0.7903226017951965,0.5448755621910095,0.05161290243268013,0.23495982587337494,0.1967741996049881,0.11725945770740509,1.0,0.09205369651317596,0.0,0.08154516667127609,0.1387096792459488
2,0.07753127068281174,0.0,0.11221340298652649,1.0,0.39388594031333923,0.009677419438958168,0.6449147462844849,0.06774193793535233,0.15094062685966492,0.47096773982048035,0.11221340298652649,1.0,0.6404811143875122,0.16129031777381897,0.11221340298652649,1.0,0.11221340298652649,1.0,0.1138300970196724,0.9870967864990234,0.33125123381614685,0.22258064150810242,0.14417989552021027,0.9548386931419373,0.11221340298652649,1.0,0.11221340298652649,1.0,0.12894375622272491,0.032258063554763794,0.11221340298652649,1.0,0.20198902487754822,0.6677419543266296,0.1297031193971634,0.019354838877916336,0.11221340298652649,1.0,0.8986895084381104,0.0,0.11101312935352325,0.009677419438958168,0.15517832338809967,0.0,0.6419752836227417,0.15161290764808655,0.3378404974937439,0.016129031777381897,0.11221340298652649,1.0,0.11221340298652649,1.0,0.11221340298652649,1.0,0.11106211692094803,0.012903225608170033,0.11221340298652649,1.0,0.11221340298652649,1.0,0.21227708458900452,0.47096773982048035,0.11221340298652649,1.0,0.8986895084381104,0.0,0.11221340298652649,1.0,0.11221340298652649,1.0,0.6714922785758972,0.0903225839138031,0.11221340298652649,1.0,0.49843230843544006,0.029032258316874504,0.07464253157377243,0.0,0.16154712438583374,0.019354838877916336,0.10550166666507721,0.0,0.11221340298652649,1.0,0.11221340298652649,1.0,0.11221340298652649,1.0,0.2299627661705017,0.019354838877916336,0.11221340298652649,1.0,0.6656133532524109,0.11612903326749802,0.13288751244544983,0.8354838490486145,0.61076819896698,0.03548387065529823,0.11375661194324493,1.0,0.6644130945205688,0.11935483664274216,0.3756858706474304,0.0,0.11221340298652649,1.0,0.09303350746631622,0.0,0.11221340298652649,1.0
3,0.08061593025922775,0.0,0.21345287561416626,0.0,0.5800999402999878,0.05161290243268013,0.5669214129447937,0.21935483813285828,0.20355673134326935,0.6387096643447876,0.11221340298652649,1.0,0.6861404776573181,0.16129031777381897,0.4152214527130127,0.22580644488334656,0.3905055820941925,0.6580645442008972,0.11262982338666916,0.9967741966247559,0.5306927561759949,0.029032258316874504,0.32963451743125916,0.18387097120285034,0.4743533134460449,0.1483870893716812,0.4574759900569916,0.17741934955120087,0.14498823881149292,0.032258063554763794,0.4846903681755066,0.5483871102333069,0.47702333331108093,0.06774193793535233,0.14560063183307648,0.022580645978450775,0.11221340298652649,1.0,0.8986895084381104,0.0,0.11708799004554749,0.012903225608170033,0.20137664675712585,0.5548387169837952,0.696698009967804,0.15806451439857483,0.5135459303855896,0.0741935446858406,0.42217811942100525,0.08709677308797836,0.3657897412776947,0.0,0.15414951741695404,0.896774172782898,0.1170634925365448,0.022580645978450775,0.1439349353313446,0.9903225898742676,0.09981873631477356,0.0,0.2871840000152588,0.5354838967323303,0.5833333134651184,0.20322580635547638,0.8986895084381104,0.0,0.4056437313556671,0.12903225421905518,0.4634283781051636,0.2935483753681183,0.6985841393470764,0.09677419066429138,0.3701744079589844,0.6548386812210083,0.5744659900665283,0.009677419438958168,0.07613587379455566,0.0,0.19405251741409302,0.016129031777381897,0.11221340298652649,1.0,0.11221340298652649,1.0,0.11221340298652649,1.0,0.16407015919685364,0.9806451797485352,0.30041152238845825,0.025806451216340065,0.4254605174064636,0.032258063554763794,0.7361600995063782,0.08387096971273422,0.12223201990127563,0.948387086391449,0.6268616318702698,0.009677419438958168,0.12343229353427887,1.0,0.7342739701271057,0.08387096971273422,0.5177346467971802,0.016129031777381897,0.18893298506736755,0.0,0.12051734328269958,0.1548387110233307,0.11943954229354858,1.0
4,0.08338223397731781,0.0,0.11221340298652649,1.0,0.6834704875946045,0.14193548262119293,0.6272780895233154,0.25161290168762207,0.31192436814308167,0.5032258033752441,0.38504311442375183,0.6451612710952759,0.6674505472183228,0.18709677457809448,0.11221340298652649,1.0,0.11221340298652649,1.0,0.11223790049552917,1.0,0.6836174726486206,0.17096774280071259,0.4240887761116028,0.33225807547569275,0.11221340298652649,1.0,0.11221340298652649,1.0,0.16225749254226685,0.04516129195690155,0.43349501490592957,0.5870967507362366,0.6595630049705505,0.23225806653499603,0.16166961193084717,0.022580645978450775,0.11221340298652649,1.0,0.899193525314331,0.0,0.12272192537784576,0.016129031777381897,0.26286008954048157,0.5354838967323303,0.7456642985343933,0.08709677308797836,0.6201744079589844,0.2967741787433624,0.6016069054603577,0.19032257795333862,0.11221340298652649,1.0,0.15155300498008728,0.9935483932495117,0.12218303233385086,0.029032258316874504,0.11221340298652649,1.0,0.11221340298652649,1.0,0.4808201193809509,0.37419354915618896,0.6861894726753235,0.20967741310596466,0.8986895084381104,0.0,0.11221340298652649,1.0,0.25639328360557556,0.7032257914543152,0.748971164226532,0.07096774131059647,0.626592218875885,0.32258063554763794,0.6611307263374329,0.20967741310596466,0.07723750919103622,0.0,0.2321673482656479,0.019354838877916336,0.11221340298652649,1.0,0.1913825273513794,0.9322580695152283,0.2887272238731384,0.7548387050628662,0.12161963433027267,0.9967741966247559,0.37850284576416016,0.03870967775583267,0.7229570746421814,0.07096774131059647,0.7721683382987976,0.05806451663374901,0.14199981093406677,0.9806451797485352,0.7119831442832947,0.06129032373428345,0.2812071442604065,0.7967742085456848,0.7726092338562012,0.06129032373428345,0.7040466666221619,0.106451615691185,0.11221340298652649,1.0,0.12184009701013565,0.9129032492637634,0.5291495323181152,0.3451612889766693
5,0.08614860475063324,0.0,0.1111111119389534,0.0,0.7084313035011292,0.10322580486536026,0.7179110050201416,0.12580645084381104,0.40500685572624207,0.4516128897666931,0.5427199602127075,0.4096774160861969,0.6456496119499207,0.17741934955120087,0.6540760397911072,0.28709676861763,0.690770149230957,0.2806451618671417,0.11228688806295395,1.0,0.6486135721206665,0.23548386991024017,0.5508034229278564,0.2774193584918976,0.6797472238540649,0.20645160973072052,0.6361209154129028,0.38064515590667725,0.18158435821533203,0.05161290243268013,0.450568288564682,0.48064514994621277,0.5761317014694214,0.3290322721004486,0.18031060695648193,0.029032258316874504,0.11221340298652649,1.0,0.8986895084381104,0.0,0.12909072637557983,0.019354838877916336,0.45387518405914307,0.3774193525314331,0.7621251940727234,0.05483870953321457,0.6918724179267883,0.1387096792459488,0.6850137114524841,0.17741934955120087,0.18822261691093445,0.0,0.6570155024528503,0.032258063554763794,0.12884578108787537,0.03548387065529823,0.6480011940002441,0.25806450843811035,0.14454732835292816,0.9967741966247559,0.5872771143913269,0.2935483753681183,0.6225749850273132,0.2967741787433624,0.8986895084381104,0.0,0.6091269850730896,0.14516128599643707,0.6209582686424255,0.33225807547569275,0.7691798806190491,0.06451612710952759,0.6119194626808167,0.30645161867141724,0.7168822288513184,0.09677419066429138,0.07848605513572693,0.0,0.27351558208465576,0.025806451216340065,0.11221340298652649,1.0,0.4486086666584015,0.47741934657096863,0.580320417881012,0.40645161271095276,0.3863658607006073,0.6935483813285828,0.4419704079627991,0.04516129195690155,0.7258475422859192,0.05161290243268013,0.7931853532791138,0.04193548485636711,0.14180384576320648,0.9387096762657166,0.709876537322998,0.1225806474685669,0.5529345273971558,0.26451611518859863,0.7924994826316833,0.04516129195690155,0.7152165174484253,0.09354838728904724,0.4964236617088318,0.17096774280071259,0.11718597263097763,0.9064516425132751,0.6145649552345276,0.23225806653499603
6,0.08938006311655045,0.0,0.11221340298652649,1.0,0.7479423880577087,0.06451612710952759,0.7501959800720215,0.08709677308797836,0.5206496119499207,0.3870967626571655,0.6594895124435425,0.2774193584918976,0.6615961194038391,0.18387097120285034,0.1491524577140808,0.9935483932495117,0.7096315622329712,0.21290323138237,0.11260533332824707,0.9967741966247559,0.7434841990470886,0.07741935551166534,0.597663164138794,0.1645161360502243,0.5844846367835999,0.41290321946144104,0.6251224875450134,0.4096774160861969,0.19902507960796356,0.05161290243268013,0.7216098308563232,0.15806451439857483,0.7421859502792358,0.11612903326749802,0.1973104029893875,0.025806451216340065,0.11221340298652649,1.0,0.8986895084381104,0.0,0.13607192039489746,0.019354838877916336,0.5551636219024658,0.2806451618671417,0.7847834825515747,0.04838709533214569,0.7445865273475647,0.09354838728904724,0.7200911045074463,0.03548387065529823,0.11221340298652649,1.0,0.11221340298652649,1.0,0.13521458208560944,0.03548387065529823,0.5039437413215637,0.49677419662475586,0.11221340298652649,1.0,0.6480501890182495,0.19032257795333862,0.7451499104499817,0.11612903326749802,0.8986895084381104,0.0,0.11236037313938141,1.0,0.7128649950027466,0.10967741906642914,0.804820716381073,0.03548387065529823,0.7405692934989929,0.10967741906642914,0.7378258109092712,0.11290322244167328,0.08010184019804001,0.0,0.31177738308906555,0.025806451216340065,0.11221340298652649,1.0,0.5858563780784607,0.4193548262119293,0.722834587097168,0.06451612710952759,0.7015970945358276,0.08064515888690948,0.49088770151138306,0.05161290243268013,0.7124730348587036,0.18387097120285034,0.8283607959747314,0.022580645978450775,0.14998529851436615,0.8548387289047241,0.7585244178771973,0.04516129195690155,0.6037625074386597,0.3193548321723938,0.8275279402732849,0.022580645978450775,0.7511022686958313,0.06129032373428345,0.11221340298652649,1.0,0.11505486816167831,0.9580644965171814,0.677836537361145,0.23548386991024017
7,0.09275848418474197,0.0,0.11221340298652649,1.0,0.7629335522651672,0.07096774131059647,0.7689839601516724,0.05161290243268013,0.5081079602241516,0.39032256603240967,0.6848177313804626,0.21290323138237,0.6556682586669922,0.18709677457809448,0.50663822889328,0.5967742204666138,0.7159023880958557,0.23225806653499603,0.11351165920495987,0.9903225898742676,0.7591612935066223,0.0903225839138031,0.6102782487869263,0.20967741310596466,0.6879286766052246,0.31612902879714966,0.5779933333396912,0.47741934657096863,0.21617186069488525,0.05483870953321457,0.696771502494812,0.28387096524238586,0.7538947463035583,0.08064515888690948,0.21416324377059937,0.019354838877916336,0.11221340298652649,1.0,0.899193525314331,0.0,0.14253869652748108,0.022580645978450775,0.5980795621871948,0.29032257199287415,0.7834607362747192,0.09354838728904724,0.7597246766090393,0.07096774131059647,0.6990250945091248,0.18709677457809448,0.11221340298652649,1.0,0.2794434726238251,0.0,0.14138741791248322,0.03548387065529823,0.4357730746269226,0.6903225779533386,0.222565159201622,0.0,0.6590486168861389,0.20322580635547638,0.7590143084526062,0.09677419066429138,0.899193525314331,0.0,0.2299872636795044,0.9580644965171814,0.685430109500885,0.29032257199287415,0.8220654726028442,0.03548387065529823,0.7483342885971069,0.1483870893716812,0.7671957612037659,0.04516129195690155,0.08161962777376175,0.0,0.34474819898605347,0.029032258316874504,0.11221340298652649,1.0,0.6221830248832703,0.3451612889766693,0.7275132536888123,0.03870967775583267,0.4269547462463379,0.6387096643447876,0.5175877213478088,0.06129032373428345,0.720752477645874,0.19032257795333862,0.8413678407669067,0.029032258316874504,0.19290123879909515,0.7129032015800476,0.7731726169586182,0.04838709533214569,0.6244121193885803,0.2967741787433624,0.8425191044807434,0.029032258316874504,0.7714824676513672,0.04838709533214569,0.41313934326171875,0.7161290049552917,0.13538604974746704,0.8903225660324097,0.6623799800872803,0.2709677517414093
8,0.0961858406662941,0.0,0.2140897512435913,0.9548386931419373,0.7764305472373962,0.07096774131059647,0.7746668457984924,0.08709677308797836,0.6087350845336914,0.23225806653499603,0.6395502686500549,0.3258064389228821,0.6697040796279907,0.19354838132858276,0.6887615323066711,0.17741934955120087,0.6910150647163391,0.26451611518859863,0.11498138308525085,0.9903225898742676,0.7671712636947632,0.10322580486536026,0.6339898109436035,0.24838709831237793,0.7497305274009705,0.1645161360502243,0.754948079586029,0.12580645084381104,0.2327062487602234,0.05483870953321457,0.6749706268310547,0.34193548560142517,0.7324367761611938,0.1645161360502243,0.23003625869750977,0.019354838877916336,0.11221340298652649,1.0,0.899193525314331,0.0,0.14839310944080353,0.022580645978450775,0.5979325771331787,0.30645161867141724,0.7924505472183228,0.11290322244167328,0.7638399004936218,0.09677419066429138,0.756074845790863,0.11290322244167328,0.23976092040538788,0.0,0.5990349054336548,0.17419354617595673,0.14758475124835968,0.032258063554763794,0.7560258507728577,0.06774193793535233,0.11221340298652649,1.0,0.6716881990432739,0.22258064150810242,0.7528414726257324,0.1387096792459488,0.899193525314331,0.0,0.6454536318778992,0.012903225608170033,0.7497305274009705,0.1645161360502243,0.8268175721168518,0.05161290243268013,0.725553572177887,0.20322580635547638,0.7660199999809265,0.10967741906642914,0.08330878615379333,0.0,0.37473055720329285,0.029032258316874504,0.11221340298652649,1.0,0.6338673233985901,0.29032257199287415,0.6454536318778992,0.3193548321723938,0.6862629652023315,0.3193548321723938,0.5520527362823486,0.05806451663374901,0.7642073035240173,0.10967741906642914,0.844944179058075,0.05161290243268013,0.20732901990413666,0.5096774101257324,0.7859837412834167,0.05161290243268013,0.697334885597229,0.1483870893716812,0.8450421094894409,0.05161290243268013,0.7848569750785828,0.06129032373428345,0.6757544875144958,0.20000000298023224,0.16590730845928192,0.7806451320648193,0.740642786026001,0.10000000149011612
9,0.09917254745960236,0.0,0.6900352835655212,0.19032257795333862,0.7848814129829407,0.03548387065529823,0.7940182089805603,0.03870967775583267,0.6331079602241516,0.23548386991024017,0.7428228259086609,0.08064515888690948,0.6849892139434814,0.16774193942546844,0.46693122386932373,0.5290322303771973,0.7673917412757874,0.0741935446858406,0.12027239054441452,0.9806451797485352,0.7915441989898682,0.03870967775583267,0.6884430646896362,0.13225805759429932,0.7541152238845825,0.1483870893716812,0.7260435223579407,0.21290323138237,0.2485547661781311,0.04193548485636711,0.7717763781547546,0.08387096971273422,0.7844650149345398,0.05806451663374901,0.24563981592655182,0.019354838877916336,0.11221340298652649,1.0,0.8996976017951965,0.0,0.15290024876594543,0.019354838877916336,0.6262737512588501,0.25806450843811035,0.8222368955612183,0.029032258316874504,0.7858612537384033,0.04516129195690155,0.7827748656272888,0.032258063554763794,0.11588771641254425,1.0,0.11659807711839676,0.9935483932495117,0.15321870148181915,0.032258063554763794,0.38190770149230957,0.6064516305923462,0.38805603981018066,0.7612903118133545,0.6924847960472107,0.15806451439857483,0.7862532138824463,0.05806451663374901,0.899193525314331,0.0,0.25619733333587646,0.8258064389228821,0.7735400795936584,0.06774193793535233,0.8424456119537354,0.016129031777381897,0.7825788855552673,0.05161290243268013,0.792279064655304,0.009677419438958168,0.08453280478715897,0.0,0.4013080596923828,0.025806451216340065,0.11221340298652649,1.0,0.7317509055137634,0.07741935551166534,0.7362580895423889,0.14193548262119293,0.7699637413024902,0.0741935446858406,0.5749803781509399,0.04838709533214569,0.7911522388458252,0.04193548485636711,0.8612335920333862,0.016129031777381897,0.21034196019172668,0.5645161271095276,0.7956104278564453,0.016129031777381897,0.7211199402809143,0.08387096971273422,0.8616744875907898,0.016129031777381897,0.7935038208961487,0.025806451216340065,0.11647560447454453,1.0,0.18787968158721924,0.7161290049552917,0.7426269054412842,0.0741935446858406
10,0.10252645611763,0.0,0.1123848706483841,1.0,0.8069273233413696,0.04193548485636711,0.8086174726486206,0.04516129195690155,0.6272535920143127,0.2709677517414093,0.7584999203681946,0.08709677308797836,0.6992210745811462,0.1548387110233307,0.7204095721244812,0.2935483753681183,0.7679551243782043,0.15161290764808655,0.12649421393871307,0.9580644965171814,0.8039878606796265,0.04516129195690155,0.6729375123977661,0.17096774280071259,0.7567607164382935,0.1483870893716812,0.7378993034362793,0.22580644488334656,0.2667793333530426,0.04193548485636711,0.7676366567611694,0.16129031777381897,0.7978150248527527,0.06774193793535233,0.2661914527416229,0.016129031777381897,0.11221340298652649,1.0,0.9002016186714172,0.0,0.15966098010540009,0.016129031777381897,0.6237507462501526,0.26774194836616516,0.8275524377822876,0.08064515888690948,0.8019792437553406,0.04516129195690155,0.6636537313461304,0.31612902879714966,0.11419752985239029,1.0,0.710268497467041,0.04516129195690155,0.1601753830909729,0.03870967775583267,0.7843425273895264,0.04838709533214569,0.6606897711753845,0.39032256603240967,0.6932686567306519,0.16129031777381897,0.8007299900054932,0.06451612710952759,0.8996976017951965,0.0,0.7427003979682922,0.20645160973072052,0.787649393081665,0.106451615691185,0.8562120199203491,0.022580645978450775,0.7930874228477478,0.08709677308797836,0.8025916218757629,0.06129032373428345,0.0857079029083252,0.0,0.4302371144294739,0.03870967775583267,0.11221340298652649,1.0,0.7268028855323792,0.1645161360502243,0.7689594626426697,0.05806451663374901,0.7296442985534668,0.2451612949371338,0.6004311442375183,0.04838709533214569,0.8014647960662842,0.06774193793535233,0.8751469850540161,0.022580645978450775,0.2251126766204834,0.42903226613998413,0.8136880397796631,0.04193548485636711,0.7338085174560547,0.11935483664274216,0.8754653930664062,0.022580645978450775,0.8134920597076416,0.04516129195690155,0.7474769949913025,0.1967741996049881,0.18332353234291077,0.6419354677200317,0.7479423880577087,0.11612903326749802
