Round,run-2_evaluation/adv_success,run-2_l2_total/mal,run-2_evaluation/test_accuracy,run-0_evaluation/adv_success,run-0_l2_total/mal,run-0_evaluation/test_accuracy,run-1_evaluation/adv_success,run-1_l2_total/mal,run-1_evaluation/test_accuracy
20,0.06467662006616592,0.7999999523162842,0.2886904776096344,0.06467662006616592,0.800000011920929,0.2857142984867096,0.049751244485378265,0.8000001311302185,0.2862103283405304
21,0.024875622242689133,0.800000011920929,0.289682537317276,0.024875622242689133,0.800000011920929,0.2901785671710968,0.024875622242689133,0.800000011920929,0.2876984179019928
22,0.05472636967897415,0.800000011920929,0.2847222089767456,0.05472636967897415,0.7999999523162842,0.287202388048172,0.05472636967897415,0.800000011920929,0.287202388048172
23,0.07960198819637299,0.8000001311302185,0.2906745970249176,0.08457711338996887,0.800000011920929,0.2911706268787384,0.0746268630027771,0.800000011920929,0.2936508059501648
24,0.13432836532592773,0.7999999523162842,0.2891865074634552,0.15422885119915009,0.800000011920929,0.2886904776096344,0.13930347561836243,0.8000001311302185,0.289682537317276
25,0.12437810748815536,0.8000000715255737,0.3045634925365448,0.11940298229455948,0.7999999523162842,0.2996031641960144,0.12935324013233185,0.8000000715255737,0.3045634925365448
26,0.11940298229455948,0.7999998331069946,0.2966269850730896,0.12935324013233185,0.800000011920929,0.298115074634552,0.12437810748815536,0.8000000715255737,0.298115074634552
27,0.019900497049093246,0.7999998927116394,0.2986111044883728,0.019900497049093246,0.800000011920929,0.2986111044883728,0.019900497049093246,0.800000011920929,0.30158731341362
28,0.05970149114727974,0.8000000715255737,0.3080357015132904,0.05970149114727974,0.800000011920929,0.3060515820980072,0.05970149114727974,0.7999999523162842,0.3090277910232544
29,0.02985074557363987,0.7999998331069946,0.3095238208770752,0.02985074557363987,0.7999999523162842,0.3085317313671112,0.03482586890459061,0.8000000715255737,0.3139880895614624
30,0.06467662006616592,0.7999999523162842,0.3125,0.05970149114727974,0.800000011920929,0.3085317313671112,0.06467662006616592,0.8000000715255737,0.3125
31,0.004975124262273312,0.8000001311302185,0.3080357015132904,0.0,0.800000011920929,0.3125,0.009950248524546623,0.7999998927116394,0.310019850730896
32,0.024875622242689133,0.8000000715255737,0.3159722089767456,0.02985074557363987,0.800000011920929,0.3164682686328888,0.02985074557363987,0.800000011920929,0.314980149269104
33,0.04477611929178238,0.7999999523162842,0.32341268658638,0.03482586890459061,0.800000011920929,0.3214285671710968,0.04477611929178238,0.800000011920929,0.324404776096344
34,0.12935324013233185,0.800000011920929,0.320932537317276,0.13930347561836243,0.800000011920929,0.3199404776096344,0.11442785710096359,0.7999999523162842,0.318452388048172
35,0.12437810748815536,0.7999998927116394,0.324404776096344,0.12935324013233185,0.800000011920929,0.3219245970249176,0.12935324013233185,0.8000000715255737,0.326884925365448
36,0.1094527393579483,0.7999998927116394,0.326884925365448,0.11442785710096359,0.800000011920929,0.32341268658638,0.11442785710096359,0.800000011920929,0.3273809552192688
37,0.10447761416435242,0.800000011920929,0.3373015820980072,0.10447761416435242,0.7999999523162842,0.3323412835597992,0.10447761416435242,0.7999999523162842,0.3368055522441864
38,0.13930347561836243,0.7999998927116394,0.3387896716594696,0.15422885119915009,0.800000011920929,0.3363095223903656,0.1442786008119583,0.7999999523162842,0.3373015820980072
39,0.07960198819637299,0.8000001311302185,0.3253968358039856,0.09452736377716064,0.800000011920929,0.3263888955116272,0.07960198819637299,0.800000011920929,0.3249008059501648
40,0.04477611929178238,0.7999998927116394,0.3392857015132904,0.04477611929178238,0.7999999523162842,0.3397817313671112,0.04477611929178238,0.800000011920929,0.3457341194152832
41,0.11442785710096359,0.800000011920929,0.3333333432674408,0.12437810748815536,0.7999999523162842,0.3298611044883728,0.11442785710096359,0.8000001311302185,0.3363095223903656
42,0.11940298229455948,0.7999998927116394,0.341269850730896,0.13432836532592773,0.800000011920929,0.3368055522441864,0.11442785710096359,0.800000011920929,0.3402777910232544
43,0.10447761416435242,0.7999998927116394,0.3477182686328888,0.09950248897075653,0.7999998927116394,0.34375,0.09950248897075653,0.8000000715255737,0.3457341194152832
44,0.12437810748815536,0.8000001311302185,0.3417658805847168,0.1492537260055542,0.800000011920929,0.3382936418056488,0.12935324013233185,0.8000000715255737,0.3427579402923584
45,0.08457711338996887,0.8000000715255737,0.349702388048172,0.09950248897075653,0.800000011920929,0.346230149269104,0.08457711338996887,0.8000000715255737,0.3492063581943512
46,0.049751244485378265,0.800000011920929,0.346230149269104,0.0746268630027771,0.800000011920929,0.3487103283405304,0.04477611929178238,0.8000000715255737,0.3482142984867096
47,0.11940298229455948,0.7999998331069946,0.3482142984867096,0.12935324013233185,0.800000011920929,0.349702388048172,0.1094527393579483,0.800000011920929,0.3492063581943512
