Round,quantization_emnist_baseline_evaluation/test_accuracy,quantization_emnist_p_4_3_evaluation/test_accuracy,quantization_emnist_p_2_1_evaluation/test_accuracy,quantization_emnist_d_8_7_evaluation/test_accuracy,quantization_emnist_p_8_7_evaluation/test_accuracy
99,0.9335842728614807,0.9268277883529663,0.821264386177063,0.919286847114563,0.9358605742454529
100,0.9352980256080627,0.9253092408180237,0.8165634870529175,0.9203400611877441,0.9365463852882385
101,0.9348087310791016,0.9261664152145386,0.8251089453697205,0.9198505282402039,0.935518205165863
102,0.9313323497772217,0.9265584349632263,0.8385235071182251,0.9161531925201416,0.9366933703422546
103,0.9349055290222168,0.9266558885574341,0.8249355554580688,0.9209272265434265,0.9384069442749023
104,0.9347104430198669,0.9287368059158325,0.8316693902015686,0.9217593669891357,0.9370844960212708
105,0.9378436803817749,0.9275127649307251,0.849392294883728,0.9230083227157593,0.9369381070137024
106,0.9356397986412048,0.930499792098999,0.8414853811264038,0.9231550097465515,0.9394846558570862
107,0.9387495517730713,0.9234004020690918,0.8425134420394897,0.9253088235855103,0.9356409907341003
108,0.9367173910140991,0.928810179233551,0.8346067070960999,0.9245015382766724,0.9382105469703674
109,0.9392877221107483,0.9325809478759766,0.8226357698440552,0.9268515706062317,0.9398021101951599
110,0.9409042596817017,0.932066023349762,0.8293187618255615,0.9283204078674316,0.9405365586280823
111,0.9397048950195312,0.9327515959739685,0.8351452350616455,0.9268277883529663,0.9411734938621521
112,0.9423729777336121,0.9301074743270874,0.8289514780044556,0.9290798902511597,0.9407330751419067
113,0.9424467086791992,0.9335834980010986,0.8401141166687012,0.9281982183456421,0.9429600834846497
114,0.9401448965072632,0.9358855485916138,0.8259882926940918,0.9283447861671448,0.9422749876976013
115,0.9424466490745544,0.9348809123039246,0.8370791673660278,0.929324209690094,0.9422749876976013
116,0.9425203204154968,0.9340001940727234,0.8266006708145142,0.9297657012939453,0.9418826699256897
117,0.9418339133262634,0.932702898979187,0.819476842880249,0.9289818406105042,0.9426426887512207
118,0.9432295560836792,0.9305727481842041,0.825499415397644,0.9312589168548584,0.9406099915504456
119,0.9422016143798828,0.9351509213447571,0.8293418288230896,0.9310134053230286,0.9434007406234741
120,0.9442580938339233,0.9342457056045532,0.8349986672401428,0.9326295256614685,0.9440866112709045
121,0.9426177144050598,0.931136429309845,0.8401395082473755,0.9321640729904175,0.9412227272987366
122,0.9456536769866943,0.9355672597885132,0.8470180630683899,0.9342452883720398,0.9447477459907532
123,0.9424462914466858,0.9363511800765991,0.8190850615501404,0.9327028393745422,0.944919228553772
124,0.9456536769866943,0.9376486539840698,0.8385483026504517,0.9350042939186096,0.9442823529243469
125,0.9468288421630859,0.936326265335083,0.8490021228790283,0.9352976679801941,0.9453597664833069
126,0.9464608430862427,0.9384077191352844,0.8452803492546082,0.934686005115509,0.9463144540786743
127,0.9455793499946594,0.9361302852630615,0.8394058346748352,0.9340983033180237,0.9451144933700562
128,0.9451892971992493,0.9360077381134033,0.850200891494751,0.9334377646446228,0.9460936784744263
129,0.9456286430358887,0.9348819255828857,0.8421462178230286,0.935126781463623,0.9419570565223694
130,0.9455308318138123,0.9388478398323059,0.8496382236480713,0.9352001547813416,0.9464369416236877
131,0.9471467137336731,0.9381372928619385,0.8371036648750305,0.9370608925819397,0.9453102946281433
132,0.9474163055419922,0.9393867254257202,0.8553903698921204,0.9362528324127197,0.9465833306312561
133,0.9446985125541687,0.9400472640991211,0.8586708903312683,0.9363018274307251,0.9480031132698059
134,0.9462658166885376,0.9374029636383057,0.8525505661964417,0.9358363151550293,0.9465586543083191
135,0.9476369023323059,0.9369626641273499,0.8579857349395752,0.935346782207489,0.9439392685890198
136,0.9460455775260925,0.9420546889305115,0.8629066944122314,0.9360322952270508,0.9487379789352417
137,0.9474412202835083,0.9412475228309631,0.8449869155883789,0.9380642771720886,0.9489586353302002
138,0.9496192932128906,0.9417125582695007,0.8503960967063904,0.939043402671814,0.9495951533317566
139,0.9498886466026306,0.9380650520324707,0.8502979278564453,0.9393122792243958,0.9447721242904663
140,0.9488605260848999,0.9422999024391174,0.8547053337097168,0.9377455115318298,0.9495949149131775
141,0.9499130845069885,0.9411985874176025,0.8189135789871216,0.9399005174636841,0.9488115906715393
142,0.9510641694068909,0.942470908164978,0.8475579619407654,0.9403406381607056,0.9483219981193542
143,0.9480277299880981,0.9421283006668091,0.8500542640686035,0.9384313225746155,0.9493990540504456
144,0.9514557719230652,0.9409283399581909,0.8402130007743835,0.9407323002815247,0.9510395526885986
145,0.9492030143737793,0.9451881051063538,0.8685123324394226,0.9397047162055969,0.9516509175300598
146,0.9500606656074524,0.9425690174102783,0.8421220779418945,0.9404139518737793,0.9499126672744751
147,0.9481756091117859,0.9438662528991699,0.8557825088500977,0.9389702677726746,0.9522143602371216
148,0.9505990147590637,0.9423486590385437,0.8510568737983704,0.9412708878517151,0.9506475329399109
149,0.9475869536399841,0.9386032819747925,0.8318647742271423,0.9395325183868408,0.9474653601646423
150,0.9516759514808655,0.942324697971344,0.8557336926460266,0.9416874051094055,0.9495458602905273
151,0.9504031538963318,0.9438413381576538,0.8551455736160278,0.9414426684379578,0.950353741645813
152,0.9481256604194641,0.9435241222381592,0.8557325601577759,0.9385772347450256,0.9506720304489136
153,0.9500847458839417,0.9431809782981873,0.8055470585823059,0.9408058524131775,0.9507215619087219
154,0.9522878527641296,0.9422999024391174,0.8315707445144653,0.9423726201057434,0.9512356519699097
155,0.9507209062576294,0.9423986077308655,0.8395262956619263,0.9417852163314819,0.9519446492195129
156,0.953683078289032,0.9436949491500854,0.8554651141166687,0.9446247816085815,0.9528263211250305
157,0.9535853862762451,0.9449679255485535,0.83940589427948,0.9451395869255066,0.9533159732818604
158,0.9533160924911499,0.9422017931938171,0.8517929911613464,0.9434006810188293,0.9508678317070007
159,0.9510146379470825,0.9454825520515442,0.836662769317627,0.9427639245986938,0.9531201124191284
160,0.9528509378433228,0.9443806409835815,0.8374221324920654,0.9443799257278442,0.9488113522529602
161,0.9538303017616272,0.9455060958862305,0.8443265557289124,0.945065438747406,0.952655553817749
162,0.9530721306800842,0.9482244849205017,0.8384498953819275,0.9439400434494019,0.9543203115463257
163,0.9529250860214233,0.9468041658401489,0.8503227829933167,0.9435728788375854,0.9541236758232117
164,0.9520428776741028,0.9466574192047119,0.852086067199707,0.9428620338439941,0.9545151591300964
165,0.9547609686851501,0.9490321278572083,0.8514254689216614,0.9455062747001648,0.9552008509635925
166,0.9528511762619019,0.9476368427276611,0.8237608671188354,0.944771409034729,0.9550544619560242
167,0.95351243019104,0.944061815738678,0.8169797658920288,0.9443062543869019,0.9543442130088806
168,0.9548825621604919,0.9469508528709412,0.8159515857696533,0.945971667766571,0.9529492855072021
169,0.9534632563591003,0.9482738375663757,0.8456236124038696,0.944624125957489,0.9541983008384705
170,0.9553731083869934,0.9479796886444092,0.8462352752685547,0.9472447037696838,0.9540511965751648
171,0.954662561416626,0.9488362669944763,0.8294897675514221,0.9464606642723083,0.955764889717102
172,0.9547610878944397,0.948419988155365,0.8217297792434692,0.9481987357139587,0.9555431604385376
173,0.9562788009643555,0.9457266330718994,0.8505927324295044,0.9472935199737549,0.9528516530990601
174,0.9546871185302734,0.9473431706428528,0.8520122766494751,0.9471955299377441,0.9555444717407227
175,0.9562293887138367,0.9465343356132507,0.84425288438797,0.9482972621917725,0.9536837935447693
176,0.9536349177360535,0.9482976794242859,0.8471400141716003,0.9460939168930054,0.9556908011436462
177,0.9552990198135376,0.9478561878204346,0.8218516707420349,0.9465096592903137,0.955103874206543
178,0.9557402729988098,0.9492273330688477,0.8467724323272705,0.9473915696144104,0.9553970098495483
179,0.9568411111831665,0.9450899362564087,0.8230265378952026,0.9482969641685486,0.955005407333374
180,0.9546631574630737,0.9465835094451904,0.8316685557365417,0.9481504559516907,0.9533898830413818
181,0.9569643139839172,0.9473920464515686,0.8294166922569275,0.9486645460128784,0.9563278555870056
182,0.9548339247703552,0.9497905373573303,0.8343862891197205,0.9481506943702698,0.9565966129302979
183,0.9554471969604492,0.9480768442153931,0.8538008332252502,0.9469999670982361,0.9549815058708191
184,0.9568173289299011,0.9466568231582642,0.8601163029670715,0.9490804076194763,0.9551039934158325
185,0.9548106789588928,0.945188581943512,0.8389644622802734,0.947930634021759,0.9536098837852478
186,0.9573318362236023,0.9496685862541199,0.8450110554695129,0.9493746757507324,0.9566704630851746
187,0.9569396376609802,0.9501822590827942,0.8389636278152466,0.9484931230545044,0.958065927028656
188,0.9576741456985474,0.9502068161964417,0.8339703679084778,0.949325680732727,0.9575024843215942
189,0.9570866823196411,0.9482973217964172,0.8446190357208252,0.9497174024581909,0.9568172097206116
190,0.954761266708374,0.95025634765625,0.8290731310844421,0.9469993710517883,0.9574049711227417
191,0.9574785828590393,0.9478811621665955,0.8414846062660217,0.949692964553833,0.9575760960578918
192,0.9585068225860596,0.9502310752868652,0.7983253002166748,0.9505494832992554,0.9582130312919617
193,0.9579195380210876,0.9489583969116211,0.8243733644485474,0.9517001509666443,0.9572582244873047
194,0.9575758576393127,0.9482485055923462,0.8396248817443848,0.9507942795753479,0.9570126533508301
195,0.956817090511322,0.9518722891807556,0.8349486589431763,0.9499867558479309,0.9578459858894348
196,0.9566209316253662,0.9501093626022339,0.837788999080658,0.9482724666595459,0.9576741456985474
197,0.95549476146698,0.9494484066963196,0.84488844871521,0.9494483470916748,0.956890881061554
198,0.9539039731025696,0.9507458209991455,0.8350957036018372,0.9475133419036865,0.9580409526824951
199,0.9569632411003113,0.9504273533821106,0.8261116743087769,0.9512837529182434,0.9564986228942871
200,0.9559361934661865,0.9497904181480408,0.8161716461181641,0.9492273330688477,0.9589964151382446
201,0.9598288536071777,0.9505007863044739,0.8510822057723999,0.9531208872795105,0.9587265253067017
202,0.9566463232040405,0.9520192742347717,0.8435412049293518,0.9498392939567566,0.9594611525535583
203,0.9594367742538452,0.9530471563339233,0.8482908606529236,0.951529324054718,0.9594373106956482
204,0.959877610206604,0.9483956098556519,0.8466755747795105,0.9525324106216431,0.9590449333190918
205,0.9580910205841064,0.950427770614624,0.8502988815307617,0.9519453048706055,0.9576988220214844
206,0.9599754810333252,0.9537075757980347,0.8168817162513733,0.9524098038673401,0.9589216113090515
207,0.9589475393295288,0.9524351358413696,0.855733335018158,0.9521169662475586,0.9593872427940369
208,0.9591437578201294,0.9534875750541687,0.8345578908920288,0.9523369073867798,0.9602200388908386
209,0.9600977897644043,0.9510642290115356,0.8266499042510986,0.9509897232055664,0.9590938091278076
210,0.9608812928199768,0.9524346590042114,0.8486838340759277,0.9533898234367371,0.9605143666267395
211,0.9592902660369873,0.9499132037162781,0.8335538506507874,0.9530961513519287,0.9595588445663452
212,0.9608080983161926,0.9525080323219299,0.8400909900665283,0.9535850286483765,0.9606111645698547
213,0.9591187834739685,0.9486404061317444,0.8288045525550842,0.9520184993743896,0.9582619667053223
214,0.9618602991104126,0.9541485905647278,0.8282657861709595,0.9545643925666809,0.9612485766410828
215,0.9605141878128052,0.9529480338096619,0.8299064040184021,0.9533405900001526,0.9606112837791443
216,0.9590694308280945,0.9520426988601685,0.8322811722755432,0.9515039324760437,0.9595094323158264
217,0.9598284959793091,0.9520439505577087,0.8502253890037537,0.9529732465744019,0.9605381488800049
218,0.961982786655426,0.953609824180603,0.850788414478302,0.9551277756690979,0.9599998593330383
219,0.9609308242797852,0.9522626996040344,0.8577412962913513,0.9543203115463257,0.9610280990600586
220,0.9596331715583801,0.9527531862258911,0.8590635061264038,0.9518722295761108,0.9608072638511658
221,0.9611995816230774,0.9521167874336243,0.8644729852676392,0.9548090100288391,0.9616398215293884
222,0.9617132544517517,0.9520432949066162,0.8537749648094177,0.9542219042778015,0.9591917395591736
223,0.9600248336791992,0.9526060819625854,0.8594544529914856,0.9536840915679932,0.9612478613853455
224,0.9615175724029541,0.9506716728210449,0.8601650595664978,0.9551519751548767,0.9575762152671814
225,0.961836576461792,0.9538300037384033,0.8536280393600464,0.9552252888679504,0.9614198207855225
226,0.9610529541969299,0.9521408081054688,0.8582062721252441,0.9548827409744263,0.9606603384017944
227,0.9598532915115356,0.9534866213798523,0.8547052145004272,0.9530713558197021,0.962472140789032
228,0.9618604183197021,0.9544662237167358,0.8543627858161926,0.9552749395370483,0.9615172743797302
229,0.9619093537330627,0.9549070000648499,0.8529670238494873,0.9556659460067749,0.9625700116157532
230,0.9607093334197998,0.950010359287262,0.854240357875824,0.9544180631637573,0.9621533155441284
231,0.9616156220436096,0.9544417262077332,0.8444722890853882,0.9548097848892212,0.9620316624641418
232,0.9623253345489502,0.9528999924659729,0.8511555790901184,0.9554463624954224,0.961615800857544
233,0.9614449143409729,0.9521163105964661,0.852550745010376,0.9543680548667908,0.9622761011123657
234,0.9619102478027344,0.9536100029945374,0.8652810454368591,0.95551997423172,0.962888777256012
235,0.9613463878631592,0.9555187225341797,0.8088765740394592,0.9546384811401367,0.9634026288986206
236,0.9616890549659729,0.9539276361465454,0.8619524836540222,0.9548587203025818,0.9627655148506165
237,0.9601225256919861,0.9539033770561218,0.8241040706634521,0.9534881711006165,0.9604406356811523
238,0.9616649746894836,0.9552006721496582,0.8438612222671509,0.9558865427970886,0.9629371166229248
239,0.9626439213752747,0.9532668590545654,0.8482428193092346,0.9560582041740417,0.9609787464141846
240,0.9629625678062439,0.956081748008728,0.842415988445282,0.9557889103889465,0.9634515643119812
241,0.9627423286437988,0.9527767300605774,0.8333575129508972,0.9570861458778381,0.9609787464141846
242,0.962962806224823,0.9570853114128113,0.8573252558708191,0.9567196369171143,0.9634512066841125
243,0.9640147686004639,0.9556412696838379,0.8585731387138367,0.9568901658058167,0.9627658724784851
244,0.963990330696106,0.9561797976493835,0.8599934577941895,0.9574775695800781,0.9635984301567078
245,0.9631584882736206,0.9573311805725098,0.8605079650878906,0.9571600556373596,0.9642592668533325
246,0.96242356300354,0.9577221870422363,0.8507636785507202,0.9560828804969788,0.9646018147468567
247,0.9634762406349182,0.9555925726890564,0.8468464612960815,0.9569879174232483,0.9612725377082825
248,0.963427722454071,0.9566210508346558,0.8340185880661011,0.9567190408706665,0.9636964201927185
249,0.9625710844993591,0.9555441737174988,0.8403347134590149,0.9551767706871033,0.9624478816986084
250,0.9640148878097534,0.9582369923591614,0.8482422828674316,0.956963837146759,0.963524580001831
251,0.9637948274612427,0.9572084546089172,0.8419016003608704,0.9571109414100647,0.9622768759727478
252,0.9633049368858337,0.953585684299469,0.8502007722854614,0.9570369124412537,0.961125910282135
253,0.9637457728385925,0.9547358751296997,0.8367365002632141,0.9572569727897644,0.9627659916877747
254,0.961591899394989,0.9565234780311584,0.8372259736061096,0.9566705822944641,0.96284019947052
255,0.9646272659301758,0.9559604525566101,0.8415336608886719,0.9583102464675903,0.9625462293624878
256,0.9633781909942627,0.9553236961364746,0.8314241766929626,0.9579185843467712,0.9633050560951233
257,0.9646026492118835,0.9572573304176331,0.8351448774337769,0.9589709639549255,0.9646512269973755
258,0.9649699926376343,0.9546383023262024,0.8405553102493286,0.9584327340126038,0.9631326794624329
259,0.9649942517280579,0.9570620059967041,0.8428070545196533,0.9581382870674133,0.9638438820838928
260,0.9644553661346436,0.9548099637031555,0.836590588092804,0.9578688144683838,0.9642842411994934
261,0.9647007584571838,0.9542468786239624,0.8209220170974731,0.9584572911262512,0.9634519219398499
262,0.9640153646469116,0.957012951374054,0.8309341073036194,0.9571354389190674,0.9640389084815979
263,0.9644553661346436,0.9571352601051331,0.8317175507545471,0.9570862650871277,0.9653368592262268
264,0.9647989869117737,0.9569641351699829,0.8273845911026001,0.9581883549690247,0.9649205207824707
265,0.9634765982627869,0.9573553800582886,0.845353364944458,0.9576252698898315,0.9649940133094788
266,0.962080717086792,0.9566212892532349,0.8513026237487793,0.9573310017585754,0.963574230670929
267,0.9647735953330994,0.9558873176574707,0.8521097302436829,0.958652675151825,0.96443110704422
268,0.9631828665733337,0.9589956402778625,0.8284374475479126,0.9568908214569092,0.9649694561958313
269,0.9655574560165405,0.9585062861442566,0.8528447151184082,0.9595588445663452,0.9643818736076355
270,0.9652882218360901,0.957698404788971,0.8260384202003479,0.9587264657020569,0.9636227488517761
271,0.9644797444343567,0.9573800563812256,0.8150214552879333,0.9585793614387512,0.9635005593299866
272,0.9651898741722107,0.9555927515029907,0.8211416006088257,0.9596814513206482,0.9633542895317078
273,0.9652636051177979,0.9588245153427124,0.8431994915008545,0.9590446949005127,0.964993953704834
274,0.9647006392478943,0.9581634998321533,0.8442025184631348,0.958579957485199,0.964357316493988
275,0.9653615355491638,0.9575271606445312,0.8249367475509644,0.958236813545227,0.9647486209869385
276,0.9648228883743286,0.9589222073554993,0.8337992429733276,0.9594361782073975,0.9659485220909119
277,0.9653368592262268,0.9572336673736572,0.8443994522094727,0.959093451499939,0.9654347896575928
278,0.9646512269973755,0.9537320733070374,0.8439822196960449,0.9586042761802673,0.9641125202178955
279,0.9643574953079224,0.9590200185775757,0.8475817441940308,0.9580405354499817,0.9658020734786987
280,0.9643573760986328,0.9595346450805664,0.8437126278877258,0.9580159187316895,0.9657773375511169
281,0.9652876853942871,0.958848237991333,0.8471164703369141,0.9586282968521118,0.9653123021125793
282,0.9644312262535095,0.9588978290557861,0.8342155814170837,0.958726167678833,0.9652385115623474
283,0.9651159048080444,0.9605134725570679,0.8341421484947205,0.9594357013702393,0.9666831493377686
284,0.9645531177520752,0.9591917395591736,0.8528448939323425,0.9584813117980957,0.9649205207824707
285,0.9648720026016235,0.9602928161621094,0.8403354287147522,0.9588245749473572,0.9659491777420044
286,0.9657281637191772,0.9590941667556763,0.8515719175338745,0.9595831632614136,0.9655078053474426
287,0.9661205410957336,0.9568175673484802,0.8284615874290466,0.9591672420501709,0.9640390872955322
288,0.9664140343666077,0.9592411518096924,0.8383763432502747,0.9607583284378052,0.9665118455886841
289,0.9660464525222778,0.9590446352958679,0.8289259076118469,0.9605380892753601,0.9664873480796814
290,0.9670260548591614,0.9572821855545044,0.82912278175354,0.9607332348823547,0.9652144908905029
291,0.9662184119224548,0.9569149613380432,0.8115934133529663,0.9594365954399109,0.9663650393486023
292,0.9661197662353516,0.9583351016044617,0.8434198498725891,0.9590930938720703,0.9666590690612793
