Round,e3_cifar_resnet18_long_STRIPES_lrlow10_evaluation/test_accuracy,e3_cifar_resnet18_long_STRIPES_lrlow10_evaluation/adv_success,e3_cifar_resnet18_long_WALL_lrlow10_evaluation/test_accuracy,e3_cifar_resnet18_long_WALL_lrlow10_evaluation/adv_success,e3_cifar_resnet18_long_WALL_lrlow_evaluation/test_accuracy,e3_cifar_resnet18_long_WALL_lrlow_evaluation/adv_success,e3_cifar_resnet18_long_STRIPES_lrlow100_evaluation/test_accuracy,e3_cifar_resnet18_long_STRIPES_lrlow100_evaluation/adv_success,e3_cifar_resnet18_long_GREEN_lrlow10_evaluation/test_accuracy,e3_cifar_resnet18_long_GREEN_lrlow10_evaluation/adv_success,e3_cifar_resnet18_long_GREEN_lrlow100_evaluation/test_accuracy,e3_cifar_resnet18_long_GREEN_lrlow100_evaluation/adv_success
81,0.8846536874771118,0.014583333395421505,0.883957028388977,0.0,0.8851512670516968,0.35364583134651184,0.8799760937690735,0.3161458373069763,0.8855493664741516,0.0,0.8856489062309265,0.0
82,0.8837579488754272,0.004687500186264515,0.8846536874771118,0.0,0.8857483863830566,0.3541666567325592,0.8801751732826233,0.3010416626930237,0.8861464858055115,0.0,0.8857483863830566,0.0
83,0.8850517272949219,0.004687500186264515,0.8854498267173767,0.0,0.8854498267173767,0.34322917461395264,0.8802746534347534,0.30520832538604736,0.8863455653190613,0.0,0.8857483863830566,0.0
84,0.8849522471427917,0.004687500186264515,0.8850517272949219,0.0,0.8853503465652466,0.3395833373069763,0.8798766136169434,0.30156248807907104,0.8852508068084717,0.0,0.8856489062309265,0.0
85,0.8851512670516968,0.0031250000465661287,0.8847531676292419,0.0,0.8855493664741516,0.32499998807907104,0.8800756335258484,0.3072916567325592,0.8853503465652466,0.0,0.8855493664741516,0.0
86,0.8852508068084717,0.0078125,0.8869426846504211,0.0,0.8850517272949219,0.3401041626930237,0.8800756335258484,0.3072916567325592,0.8848527073860168,0.0,0.8853503465652466,0.0
87,0.8858479261398315,0.0031250000465661287,0.8858479261398315,0.0,0.8845541477203369,0.3401041626930237,0.8805732727050781,0.3098958432674408,0.8849522471427917,0.0,0.8856489062309265,0.0
88,0.8854498267173767,0.00937500037252903,0.8859474658966064,0.0,0.8852508068084717,0.3296875059604645,0.8802746534347534,0.29895833134651184,0.8845541477203369,0.0,0.8858479261398315,0.0
89,0.8854498267173767,0.01197916641831398,0.8862460255622864,0.0,0.8847531676292419,0.29895833134651184,0.8799760937690735,0.31041666865348816,0.8852508068084717,0.0,0.8856489062309265,0.0
90,0.8865445852279663,0.01406249962747097,0.8869426846504211,0.0,0.8850517272949219,0.3255208432674408,0.8800756335258484,0.30260416865348816,0.8865445852279663,0.0,0.8856489062309265,0.0
91,0.8862460255622864,0.0062500000931322575,0.887340784072876,0.0,0.8847531676292419,0.3140625059604645,0.8799760937690735,0.3062500059604645,0.8871417045593262,0.0,0.8860469460487366,0.0
92,0.8868431448936462,0.004687500186264515,0.8869426846504211,0.0,0.8853503465652466,0.2890625,0.8804737329483032,0.3088541626930237,0.8861464858055115,0.0,0.8864450454711914,0.0
93,0.8864450454711914,0.004687500186264515,0.8876393437385559,0.0,0.8852508068084717,0.3062500059604645,0.8804737329483032,0.3072916567325592,0.8864450454711914,0.0,0.8865445852279663,0.0
94,0.8871417045593262,0.004687500186264515,0.8887341022491455,0.0,0.8855493664741516,0.3072916567325592,0.8806727528572083,0.31458333134651184,0.8881369233131409,0.0,0.8866441249847412,0.0
95,0.8865445852279663,0.0062500000931322575,0.887340784072876,0.0,0.8853503465652466,0.30781251192092896,0.8807722926139832,0.3083333373069763,0.8888335824012756,0.0,0.8865445852279663,0.0
96,0.887042224407196,0.0015625000232830644,0.8869426846504211,0.0,0.8855493664741516,0.3057291805744171,0.8805732727050781,0.2984375059604645,0.8856489062309265,0.0,0.8863455653190613,0.0
97,0.8864450454711914,0.004687500186264515,0.887340784072876,0.0,0.8854498267173767,0.2828125059604645,0.8807722926139832,0.2984375059604645,0.8858479261398315,0.0,0.8860469460487366,0.0
98,0.8864450454711914,0.0031250000465661287,0.8874402642250061,0.0,0.8857483863830566,0.27916666865348816,0.881170392036438,0.31458333134651184,0.8852508068084717,0.0,0.8859474658966064,0.0
99,0.8862460255622864,0.004687500186264515,0.8862460255622864,0.0,0.8852508068084717,0.2578125,0.881667971611023,0.30156248807907104,0.8858479261398315,0.0,0.8860469460487366,0.0
100,0.8863455653190613,0.004687500186264515,0.8861464858055115,0.0,0.8853503465652466,0.2750000059604645,0.8812699317932129,0.3135416805744171,0.8853503465652466,0.0,0.8861464858055115,0.0
101,0.8858479261398315,0.008854166604578495,0.8850517272949219,0.0,0.8849522471427917,0.2786458432674408,0.8814689517021179,0.29479166865348816,0.8852508068084717,0.0,0.8862460255622864,0.0
102,0.8858479261398315,0.004687500186264515,0.8853503465652466,0.0,0.8851512670516968,0.2578125,0.8809713125228882,0.30677083134651184,0.8849522471427917,0.0,0.8861464858055115,0.0
103,0.8859474658966064,0.015625,0.8861464858055115,0.0,0.8852508068084717,0.25572916865348816,0.8803741931915283,0.3036458194255829,0.8835589289665222,0.0,0.8858479261398315,0.0
104,0.8866441249847412,0.0,0.8866441249847412,0.0,0.8851512670516968,0.2723958194255829,0.8803741931915283,0.28437501192092896,0.8864450454711914,0.0,0.8857483863830566,0.0
105,0.8860469460487366,0.015625,0.8853503465652466,0.0,0.8853503465652466,0.24427083134651184,0.8804737329483032,0.3057291805744171,0.8869426846504211,0.0,0.8858479261398315,0.0
106,0.8863455653190613,0.004687500186264515,0.8852508068084717,0.0,0.8852508068084717,0.2630208432674408,0.8805732727050781,0.3098958432674408,0.8863455653190613,0.0,0.8855493664741516,0.0
107,0.8871417045593262,0.0015625000232830644,0.8848527073860168,0.0,0.8856489062309265,0.2161458283662796,0.8807722926139832,0.3083333373069763,0.887539803981781,0.0,0.8856489062309265,0.0
108,0.8864450454711914,0.0078125,0.8851512670516968,0.0,0.8855493664741516,0.26093751192092896,0.8807722926139832,0.28697916865348816,0.8872412443161011,0.0,0.8858479261398315,0.0
109,0.8858479261398315,0.0031250000465661287,0.8856489062309265,0.0,0.8855493664741516,0.23020833730697632,0.8807722926139832,0.3057291805744171,0.8866441249847412,0.0,0.8862460255622864,0.0
110,0.8846536874771118,0.008854166604578495,0.8856489062309265,0.0,0.8858479261398315,0.24583333730697632,0.8812699317932129,0.3005208373069763,0.8865445852279663,0.0,0.8857483863830566,0.0
111,0.8831608295440674,0.0031250000465661287,0.8850517272949219,0.0,0.8856489062309265,0.21510416269302368,0.8808718323707581,0.29114583134651184,0.8865445852279663,0.0,0.8855493664741516,0.0
112,0.8835589289665222,0.0015625000232830644,0.8856489062309265,0.0,0.8855493664741516,0.2265625,0.8814689517021179,0.2979166805744171,0.8862460255622864,0.0,0.8861464858055115,0.0
113,0.8847531676292419,0.004687500186264515,0.8865445852279663,0.0,0.8854498267173767,0.20364584028720856,0.8814689517021179,0.30677083134651184,0.8865445852279663,0.0,0.8862460255622864,0.0
114,0.8849522471427917,0.004687500186264515,0.8855493664741516,0.0,0.8854498267173767,0.23906250298023224,0.8812699317932129,0.30000001192092896,0.8865445852279663,0.0,0.8864450454711914,0.0
115,0.887539803981781,0.0031250000465661287,0.8879379034042358,0.0,0.8852508068084717,0.23593750596046448,0.8814689517021179,0.29739582538604736,0.887340784072876,0.0,0.8862460255622864,0.0
116,0.887539803981781,0.0015625000232830644,0.887738823890686,0.0,0.8853503465652466,0.21979166567325592,0.8810708522796631,0.29895833134651184,0.8881369233131409,0.0,0.8860469460487366,0.0
117,0.8862460255622864,0.0031250000465661287,0.8883360028266907,0.0,0.8849522471427917,0.2083333283662796,0.8814689517021179,0.2942708432674408,0.8876393437385559,0.0,0.8852508068084717,0.0
118,0.8859474658966064,0.0015625000232830644,0.887738823890686,0.0,0.8848527073860168,0.20260415971279144,0.8814689517021179,0.3010416626930237,0.8868431448936462,0.0,0.8854498267173767,0.0
119,0.8880374431610107,0.0072916666977107525,0.8893312215805054,0.0,0.8849522471427917,0.21770833432674408,0.8814689517021179,0.29479166865348816,0.8864450454711914,0.0,0.8856489062309265,0.0
120,0.8878383636474609,0.01197916641831398,0.8890326619148254,0.0,0.8845541477203369,0.18906250596046448,0.8817675113677979,0.3020833432674408,0.8880374431610107,0.0,0.8857483863830566,0.0
121,0.887340784072876,0.0078125,0.8872412443161011,0.0,0.884255588054657,0.22239583730697632,0.8818670511245728,0.2942708432674408,0.8872412443161011,0.0,0.8859474658966064,0.0
122,0.8849522471427917,0.0015625000232830644,0.8885350227355957,0.0,0.8843550682067871,0.1979166716337204,0.8826631903648376,0.2958333194255829,0.8879379034042358,0.0,0.8860469460487366,0.0
123,0.8852508068084717,0.0031250000465661287,0.8867436051368713,0.0,0.884255588054657,0.1796875,0.8823646306991577,0.2838541567325592,0.8871417045593262,0.0,0.8857483863830566,0.0
124,0.884255588054657,0.0031250000465661287,0.8881369233131409,0.0,0.8841560482978821,0.19062499701976776,0.8821656107902527,0.29479166865348816,0.8872412443161011,0.0,0.8860469460487366,0.0
125,0.8855493664741516,0.0031250000465661287,0.887340784072876,0.0,0.884454607963562,0.20468750596046448,0.8822651505470276,0.2890625,0.8867436051368713,0.0,0.8860469460487366,0.0
126,0.8867436051368713,0.00937500037252903,0.8868431448936462,0.0,0.8845541477203369,0.1927083283662796,0.8825637102127075,0.28958332538604736,0.8878383636474609,0.0,0.8862460255622864,0.0
127,0.887042224407196,0.0015625000232830644,0.887340784072876,0.0,0.884454607963562,0.17395833134651184,0.8821656107902527,0.2776041626930237,0.8883360028266907,0.0,0.8864450454711914,0.0
128,0.8868431448936462,0.0078125,0.887539803981781,0.0,0.883957028388977,0.18437500298023224,0.8825637102127075,0.2916666567325592,0.8879379034042358,0.0,0.8862460255622864,0.0
129,0.887042224407196,0.0015625000232830644,0.8874402642250061,0.0,0.8847531676292419,0.1822916716337204,0.8820660710334778,0.3005208373069763,0.887340784072876,0.0,0.8863455653190613,0.0
