round,accuracy,adv_success
1,0.7797379032258065,0.0
2,0.78125,0.0
3,0.780241935483871,0.0
4,0.7807459677419355,0.0
5,0.6653225806451613,0.9166666666666666
6,0.6809475806451613,0.9166666666666666
7,0.6935483870967742,0.9166666666666666
8,0.7046370967741935,0.9166666666666666
9,0.7157258064516129,0.9166666666666666
10,0.7227822580645161,0.9166666666666666
11,0.7263104838709677,0.9166666666666666
12,0.7323588709677419,0.9166666666666666
13,0.7358870967741935,0.9166666666666666
14,0.7379032258064516,0.9166666666666666
15,0.7434475806451613,0.9166666666666666
16,0.7459677419354839,0.9166666666666666
17,0.7474798387096774,0.9166666666666666
18,0.7494959677419355,0.9166666666666666
19,0.7515120967741935,0.9166666666666666
20,0.7560483870967742,0.9166666666666666
21,0.7570564516129032,0.9166666666666666
22,0.7565524193548387,0.9166666666666666
23,0.7565524193548387,0.9166666666666666
24,0.7595766129032258,0.9166666666666666
25,0.7605846774193549,0.9166666666666666
26,0.7615927419354839,0.8333333333333334
27,0.7631048387096774,0.8333333333333334
28,0.7661290322580645,0.8333333333333334
29,0.7671370967741935,0.8333333333333334
30,0.7686491935483871,0.8333333333333334
31,0.766633064516129,0.8333333333333334
32,0.7671370967741935,0.8333333333333334
33,0.7711693548387096,0.75
34,0.7706653225806451,0.75
35,0.7721774193548387,0.75
36,0.7691532258064516,0.6666666666666666
37,0.7676411290322581,0.6666666666666666
38,0.7691532258064516,0.5833333333333334
39,0.7681451612903226,0.5833333333333334
40,0.7701612903225806,0.5833333333333334
41,0.7696572580645161,0.5833333333333334
42,0.7681451612903226,0.5833333333333334
43,0.7701612903225806,0.5833333333333334
44,0.7706653225806451,0.5833333333333334
45,0.7706653225806451,0.5833333333333334
46,0.7721774193548387,0.5
47,0.7721774193548387,0.4166666666666667
48,0.7726814516129032,0.4166666666666667
49,0.7701612903225806,0.4166666666666667
50,0.7696572580645161,0.4166666666666667
51,0.7706653225806451,0.4166666666666667
52,0.7716733870967742,0.4166666666666667
53,0.7686491935483871,0.4166666666666667
54,0.7686491935483871,0.4166666666666667
55,0.7711693548387096,0.4166666666666667
56,0.7706653225806451,0.4166666666666667
57,0.7686491935483871,0.4166666666666667
58,0.7671370967741935,0.4166666666666667
59,0.7696572580645161,0.4166666666666667
60,0.7721774193548387,0.4166666666666667
61,0.7731854838709677,0.4166666666666667
62,0.7716733870967742,0.4166666666666667
63,0.7726814516129032,0.4166666666666667
64,0.7731854838709677,0.4166666666666667
65,0.7736895161290323,0.4166666666666667
66,0.7767137096774194,0.4166666666666667
67,0.7767137096774194,0.4166666666666667
68,0.7787298387096774,0.4166666666666667
69,0.7782258064516129,0.4166666666666667
70,0.7787298387096774,0.4166666666666667
71,0.7787298387096774,0.4166666666666667
72,0.7767137096774194,0.4166666666666667
73,0.7767137096774194,0.3333333333333333
74,0.7752016129032258,0.3333333333333333
75,0.7782258064516129,0.3333333333333333
76,0.7762096774193549,0.3333333333333333
77,0.7767137096774194,0.3333333333333333
78,0.7807459677419355,0.3333333333333333
79,0.7817540322580645,0.25
80,0.7817540322580645,0.25
81,0.780241935483871,0.25
82,0.782258064516129,0.25
83,0.78125,0.25
84,0.7807459677419355,0.25
85,0.782258064516129,0.25
86,0.7837701612903226,0.25
87,0.780241935483871,0.25
88,0.7807459677419355,0.25
89,0.7782258064516129,0.25
90,0.78125,0.25
91,0.7807459677419355,0.25
92,0.782258064516129,0.25
93,0.780241935483871,0.25
94,0.78125,0.25
95,0.7827620967741935,0.25
96,0.780241935483871,0.25
97,0.7827620967741935,0.25
98,0.7807459677419355,0.25
99,0.7847782258064516,0.25
100,0.7842741935483871,0.25
101,0.7847782258064516,0.25
102,0.7827620967741935,0.25
103,0.780241935483871,0.25
104,0.782258064516129,0.25
105,0.7817540322580645,0.25
106,0.782258064516129,0.25
