Round,e44_cifar_attack_memorize_450_0.0008_random_evaluation/test_accuracy,e44_cifar_attack_memorize_450_0.0008_random_evaluation/adv_success,e44_cifar_attack_400_0.0001_full_greencars_evaluation/test_accuracy,e44_cifar_attack_400_0.0001_full_greencars_evaluation/adv_success,e44_cifar_attack_memorize_450_0.0008_random_long_evaluation/test_accuracy,e44_cifar_attack_memorize_450_0.0008_random_long_evaluation/adv_success,e44_cifar_attack_memorize_450_0.0008_long_evaluation/test_accuracy,e44_cifar_attack_memorize_450_0.0008_long_evaluation/adv_success,e44_cifar_attack_400_0.0001_full_evaluation/test_accuracy,e44_cifar_attack_400_0.0001_full_evaluation/adv_success
133,,,0.8901209831237793,0.8358209133148193,0.7041330933570862,0.953125,0.8220766186714172,1.0,0.8886088728904724,0.7412935495376587
134,,,0.8901209831237793,0.8805969953536987,0.7041330933570862,0.953125,0.8225806355476379,1.0,0.8881048560142517,0.7263681888580322
135,,,0.890625,0.8109452724456787,0.7041330933570862,0.953125,0.8220766186714172,1.0,0.8876007795333862,0.7313432693481445
136,,,0.890625,0.8656716346740723,0.7046371102333069,0.953125,0.8225806355476379,1.0,0.8876007795333862,0.6965174078941345
137,,,0.8896169066429138,0.8557214140892029,0.7041330933570862,0.953125,0.8225806355476379,1.0,0.8870967626571655,0.676616907119751
138,,,0.8896169066429138,0.8109452724456787,0.7041330933570862,0.953125,0.8230846524238586,1.0,0.8876007795333862,0.676616907119751
139,,,0.8896169066429138,0.8059701323509216,0.7041330933570862,0.953125,0.8230846524238586,1.0,0.8876007795333862,0.641791045665741
140,,,0.8901209831237793,0.8159204125404358,0.7041330933570862,0.953125,0.8230846524238586,1.0,0.8870967626571655,0.6368159055709839
141,,,0.8901209831237793,0.8656716346740723,0.7041330933570862,0.953125,0.8230846524238586,1.0,0.8876007795333862,0.6666666865348816
142,,,0.8901209831237793,0.8756219148635864,0.7046371102333069,0.953125,0.8230846524238586,1.0,0.8881048560142517,0.646766185760498
143,,,0.8901209831237793,0.8855721354484558,0.7046371102333069,0.953125,0.8230846524238586,1.0,0.8886088728904724,0.6616915464401245
144,,,0.8901209831237793,0.8208954930305481,0.7051411271095276,0.953125,0.8240927457809448,1.0,0.8886088728904724,0.6915422677993774
145,,,0.8896169066429138,0.8756219148635864,0.7046371102333069,0.953125,0.8245967626571655,1.0,0.8886088728904724,0.6616915464401245
146,,,0.8901209831237793,0.8258706331253052,0.7056451439857483,0.953125,0.8245967626571655,1.0,0.8891128897666931,0.6567164063453674
147,,,0.8901209831237793,0.8905472755432129,0.7061492204666138,0.953125,0.8245967626571655,1.0,0.8891128897666931,0.6666666865348816
148,,,0.890625,0.8208954930305481,0.7066532373428345,0.953125,0.8245967626571655,1.0,0.8891128897666931,0.6616915464401245
149,,,0.890625,0.8656716346740723,0.7066532373428345,0.953125,0.8245967626571655,1.0,0.8891128897666931,0.711442768573761
150,,,0.8911290168762207,0.8457711338996887,0.7066532373428345,0.953125,0.8245967626571655,1.0,0.8891128897666931,0.6169154047966003
151,,,0.8911290168762207,0.8756219148635864,0.7066532373428345,0.953125,0.8251007795333862,1.0,0.8891128897666931,0.6716417670249939
152,,,0.8911290168762207,0.8656716346740723,0.7066532373428345,0.953125,0.8251007795333862,1.0,0.8901209831237793,0.6666666865348816
153,,,0.8911290168762207,0.8457711338996887,0.7076612710952759,0.953125,0.8251007795333862,1.0,0.8901209831237793,0.6268656849861145
154,,,0.8916330933570862,0.8457711338996887,0.7076612710952759,0.953125,0.8256048560142517,1.0,0.890625,0.7064676880836487
155,,,0.8916330933570862,0.8358209133148193,0.7086693644523621,0.953125,0.8256048560142517,1.0,0.890625,0.641791045665741
156,,,0.8916330933570862,0.8457711338996887,0.7086693644523621,0.953125,0.8256048560142517,1.0,0.890625,0.6965174078941345
157,,,0.8916330933570862,0.8358209133148193,0.7086693644523621,0.953125,0.8251007795333862,1.0,0.8911290168762207,0.646766185760498
158,,,0.8916330933570862,0.8308457732200623,0.7086693644523621,0.953125,0.8251007795333862,1.0,0.8916330933570862,0.641791045665741
159,,,0.8916330933570862,0.8407959938049316,0.7086693644523621,0.953125,0.8251007795333862,1.0,0.8916330933570862,0.6318408250808716
160,,,0.8911290168762207,0.8557214140892029,0.7086693644523621,0.953125,0.8251007795333862,1.0,0.8916330933570862,0.6368159055709839
161,,,0.8911290168762207,0.8308457732200623,0.7086693644523621,0.953125,0.8251007795333862,1.0,0.8916330933570862,0.6666666865348816
162,,,0.8911290168762207,0.8159204125404358,0.7086693644523621,0.953125,0.8251007795333862,1.0,0.8921371102333069,0.6616915464401245
163,,,0.8911290168762207,0.8109452724456787,0.7096773982048035,0.953125,0.8251007795333862,1.0,0.8921371102333069,0.6268656849861145
164,,,0.8911290168762207,0.8557214140892029,0.7096773982048035,0.953125,0.8256048560142517,1.0,0.8921371102333069,0.6268656849861145
165,,,0.8911290168762207,0.8507462739944458,0.710181474685669,0.953125,0.8256048560142517,1.0,0.8916330933570862,0.6218905448913574
166,,,0.8911290168762207,0.8557214140892029,0.710181474685669,0.953125,0.8256048560142517,1.0,0.8926411271095276,0.6815920472145081
167,,,0.8911290168762207,0.8009950518608093,0.7106854915618896,0.953125,0.8256048560142517,1.0,0.8926411271095276,0.641791045665741
168,,,0.8911290168762207,0.8159204125404358,0.7106854915618896,0.953125,0.8256048560142517,1.0,0.8926411271095276,0.6318408250808716
169,,,0.8911290168762207,0.8109452724456787,0.7106854915618896,0.953125,0.8251007795333862,1.0,0.8926411271095276,0.6666666865348816
170,,,0.8911290168762207,0.8159204125404358,0.7106854915618896,0.953125,0.8256048560142517,1.0,0.8926411271095276,0.6567164063453674
171,,,0.8911290168762207,0.8059701323509216,0.7111895084381104,0.953125,0.8256048560142517,1.0,0.8921371102333069,0.6169154047966003
172,,,0.8911290168762207,0.7960199117660522,0.7121976017951965,0.953125,0.8256048560142517,1.0,0.8921371102333069,0.6517412662506104
173,,,0.8911290168762207,0.8457711338996887,0.7121976017951965,0.953125,0.8256048560142517,1.0,0.8921371102333069,0.6666666865348816
174,,,0.8911290168762207,0.8258706331253052,0.7127016186714172,0.953125,0.8251007795333862,1.0,0.8921371102333069,0.611940324306488
175,,,0.8911290168762207,0.8606964945793152,0.7132056355476379,0.953125,0.8251007795333862,1.0,0.8921371102333069,0.646766185760498
176,,,0.8911290168762207,0.8308457732200623,0.7132056355476379,0.953125,0.8251007795333862,1.0,0.8921371102333069,0.6318408250808716
177,,,0.8911290168762207,0.8855721354484558,0.7142137289047241,0.953125,0.8245967626571655,1.0,0.8921371102333069,0.6716417670249939
178,,,0.8916330933570862,0.8358209133148193,0.7147177457809448,0.953125,0.8245967626571655,1.0,0.8921371102333069,0.6169154047966003
179,,,0.8916330933570862,0.8507462739944458,0.7147177457809448,0.953125,0.8245967626571655,1.0,0.8926411271095276,0.5920398235321045
180,,,0.8916330933570862,0.8557214140892029,0.7152217626571655,0.953125,0.8245967626571655,1.0,0.8921371102333069,0.6218905448913574
181,,,0.8916330933570862,0.8358209133148193,0.7152217626571655,0.953125,0.8245967626571655,1.0,0.8921371102333069,0.6218905448913574
182,,,0.8916330933570862,0.8507462739944458,0.7152217626571655,0.953125,0.8240927457809448,1.0,0.8921371102333069,0.572139322757721
183,,,0.8916330933570862,0.8109452724456787,0.7157257795333862,0.953125,0.8245967626571655,1.0,0.8921371102333069,0.5870646834373474
184,,,0.8916330933570862,0.8009950518608093,0.7162298560142517,0.953125,0.8245967626571655,1.0,0.8916330933570862,0.6019900441169739
185,,,0.8916330933570862,0.8308457732200623,0.7162298560142517,0.953125,0.8240927457809448,1.0,0.8921371102333069,0.6318408250808716
186,,,0.8916330933570862,0.8606964945793152,0.7162298560142517,0.953125,0.8245967626571655,1.0,0.8921371102333069,0.5970149040222168
187,,,0.8916330933570862,0.8706467747688293,0.7172378897666931,0.953125,0.8251007795333862,1.0,0.8916330933570862,0.6169154047966003
188,,,0.8916330933570862,0.8606964945793152,0.7172378897666931,0.953125,0.8251007795333862,1.0,0.8916330933570862,0.5671641826629639
189,,,0.8911290168762207,0.8407959938049316,0.7172378897666931,0.953125,0.8251007795333862,1.0,0.8916330933570862,0.6218905448913574
190,,,0.8911290168762207,0.8457711338996887,0.7177419066429138,0.953125,0.8251007795333862,1.0,0.8916330933570862,0.6169154047966003
191,,,0.8911290168762207,0.8358209133148193,0.71875,0.953125,0.8261088728904724,1.0,0.8916330933570862,0.5870646834373474
