Round,quantization_det_higher_loss_evaluation/test_accuracy,quantization_lenet5_prob_4_3_evaluation/test_accuracy,quantization_prob_higher_loss_lessfrac_evaluation/test_accuracy,quantization_lenet5_baseline_evaluation/test_accuracy,quantization_baseline_evaluation/test_accuracy,quantization_det_higher_loss_lessfrac_2bits_evaluation/test_accuracy,quantization_deterministic_evaluation/test_accuracy,quantization_lenet5_8_7_evaluation/test_accuracy,quantization_prob_higher_loss_lessfrac_2bits_evaluation/test_accuracy,quantization_prob_evaluation/test_accuracy,quantization_prob_higher_loss_evaluation/test_accuracy,quantization_prob_higher_loss_lessfrac_32_evaluation/test_accuracy,quantization_lenet5_det_8_7_evaluation/test_accuracy,quantization_4_evaluation/test_accuracy
71,,0.3588709533214569,,0.3760080635547638,,,,0.3734878897666931,,,,,0.15625,0.9347058534622192
72,,0.3598790466785431,,0.3785282373428345,,,,0.3755040466785431,,,,,0.15625,0.9348284602165222
73,,0.36491936445236206,,0.3790322542190552,,,,0.375,,,,,0.15625,0.9357107877731323
74,,0.3729838728904724,,0.38155242800712585,,,,0.3785282373428345,,,,,0.15625,0.9358823299407959
75,,0.3613911271095276,,0.38306450843811035,,,,0.38104838132858276,,,,,0.15625,0.936691164970398
76,,0.36794355511665344,,0.38407257199287415,,,,0.38004031777381897,,,,,0.15625,0.9347549080848694
77,,0.3709677457809448,,0.38608869910240173,,,,0.38306450843811035,,,,,0.15625,0.9357597827911377
78,,0.3618951737880707,,0.38558468222618103,,,,0.38256049156188965,,,,,0.15625,0.93355393409729
79,,0.36844757199287415,,0.3865927457809448,,,,0.38306450843811035,,,,,0.15625,0.939264714717865
80,,0.3729838728904724,,0.3901209533214569,,,,0.38306450843811035,,,,,0.15625,0.9376225471496582
81,,0.37953630089759827,,0.3896169364452362,,,,0.38407257199287415,,,,,0.15625,0.9375735521316528
82,,0.375,,0.390625,,,,0.38558468222618103,,,,,0.15625,0.9403676390647888
83,,0.36995968222618103,,0.3941532373428345,,,,0.3870967626571655,,,,,0.15625,0.9388235211372375
84,,0.38558468222618103,,0.3936491906642914,,,,0.38508063554763794,,,,,0.15625,0.9379411935806274
85,,0.38457661867141724,,0.3931451737880707,,,,0.3891128897666931,,,,,0.15625,0.9388235211372375
86,,0.3724798262119293,,0.3936491906642914,,,,0.3911290466785431,,,,,0.15625,0.9376715421676636
87,,0.3770161271095276,,0.3936491906642914,,,,0.3931451737880707,,,,,0.15625,0.9397794008255005
88,,0.38205644488334656,,0.39616936445236206,,,,0.3921371102333069,,,,,0.15625,0.9363970756530762
89,,0.38306450843811035,,0.39818549156188965,,,,0.3931451737880707,,,,,0.15625,0.9415686130523682
90,,0.3734878897666931,,0.39868950843811035,,,,0.39516130089759827,,,,,0.15625,0.9388970732688904
91,,0.38356855511665344,,0.40020161867141724,,,,0.39818549156188965,,,,,0.15625,0.9408088326454163
92,,0.37953630089759827,,0.4032258093357086,,,,0.39516130089759827,,,,,0.15625,0.9439951181411743
93,,0.3936491906642914,,0.40171369910240173,,,,0.39818549156188965,,,,,0.15625,0.9419362545013428
94,,0.39919355511665344,,0.4037298262119293,,,,0.39818549156188965,,,,,0.15625,0.9397549033164978
95,,0.38558468222618103,,0.4037298262119293,,,,0.39868950843811035,,,,,0.15625,0.9398529529571533
96,,0.3734878897666931,,0.4047378897666931,,,,0.4022177457809448,,,,,0.15625,0.9431127309799194
97,,0.3921371102333069,,0.4057459533214569,,,,0.40120968222618103,,,,,0.15625,0.9428921341896057
98,,0.3876008093357086,,0.4057459533214569,,,,0.4052419364452362,,,,,0.15625,0.9438480138778687
99,,0.3941532373428345,,0.4052419364452362,,,,0.4077621102333069,,,,,0.15625,0.9436519742012024
100,,0.39768144488334656,,0.4047378897666931,,,,0.40625,,,,,0.15625,0.9430882334709167
101,,0.40020161867141724,,0.4067540466785431,,,,0.4097782373428345,,,,,0.15625,0.9459803700447083
102,,0.39919355511665344,,0.4057459533214569,,,,0.41078630089759827,,,,,0.15625,0.9420833587646484
103,,0.3755040466785431,,0.4082661271095276,,,,0.41129031777381897,,,,,0.15625,0.943406879901886
104,,0.38457661867141724,,0.40625,,,,0.4102822542190552,,,,,0.15625,0.9429656863212585
105,,0.3901209533214569,,0.4047378897666931,,,,0.41280242800712585,,,,,0.15625,0.943406879901886
106,,0.3921371102333069,,0.40625,,,,0.41179436445236206,,,,,0.15625,0.94585782289505
107,,0.38306450843811035,,0.4077621102333069,,,,0.41280242800712585,,,,,0.15625,0.9462254643440247
108,,0.39516130089759827,,0.4072580635547638,,,,0.41229838132858276,,,,,0.15625,0.9385048747062683
109,,0.3936491906642914,,0.41078630089759827,,,,0.41229838132858276,,,,,0.15625,0.9474509954452515
110,,0.39616936445236206,,0.41078630089759827,,,,0.41078630089759827,,,,,0.15625,0.944019615650177
111,,0.4032258093357086,,0.41129031777381897,,,,0.41078630089759827,,,,,0.15625,0.9456372261047363
112,,0.4052419364452362,,0.41330644488334656,,,,0.41229838132858276,,,,,0.15625,0.9452205896377563
113,,0.39868950843811035,,0.41229838132858276,,,,0.41330644488334656,,,,,0.15625,0.9466421604156494
114,,0.4032258093357086,,0.41330644488334656,,,,0.41330644488334656,,,,,0.15625,0.947352945804596
115,,0.39616936445236206,,0.4178427457809448,,,,0.41582661867141724,,,,,0.15625,0.9466666579246521
116,,0.39868950843811035,,0.41633063554763794,,,,0.4183467626571655,,,,,0.15625,0.9466176629066467
117,,0.4047378897666931,,0.41582661867141724,,,,0.4183467626571655,,,,,0.15625,0.948578417301178
118,,0.3936491906642914,,0.41532257199287415,,,,0.41733869910240173,,,,,0.15625,0.9485049247741699
119,,0.4102822542190552,,0.41633063554763794,,,,0.421875,,,,,0.15625,0.9461519718170166
120,,0.3921371102333069,,0.41582661867141724,,,,0.4213709533214569,,,,,0.15625,0.9464460611343384
121,,0.4057459533214569,,0.41683468222618103,,,,0.4188508093357086,,,,,0.15625,0.9469362497329712
122,,0.4027217626571655,,0.41582661867141724,,,,0.4193548262119293,,,,,0.15625,0.9471078515052795
123,,0.39818549156188965,,0.41481855511665344,,,,0.421875,,,,,0.15625,0.9486519694328308
124,,0.39868950843811035,,0.4188508093357086,,,,0.421875,,,,,0.15625,0.9484558701515198
125,,0.39667338132858276,,0.4188508093357086,,,,0.4254032373428345,,,,,0.15625,0.9480882287025452
126,,0.39818549156188965,,0.4188508093357086,,,,0.4208669364452362,,,,,0.15625,0.9484558701515198
127,,0.4022177457809448,,0.4188508093357086,,,,0.4213709533214569,,,,,0.15625,0.9495587944984436
128,,0.40171369910240173,,0.4208669364452362,,,,0.421875,,,,,0.15625,0.9449265003204346
129,,0.4067540466785431,,0.4203628897666931,,,,0.4208669364452362,,,,,0.15625,0.9482843279838562
130,,0.4037298262119293,,0.4238911271095276,,,,0.4228830635547638,,,,,0.15625,0.9464705586433411
131,,0.4082661271095276,,0.4228830635547638,,,,0.4243951737880707,,,,,0.15625,0.9496568441390991
132,,0.4052419364452362,,0.4233871102333069,,,,0.4233871102333069,,,,,0.15625,0.9492892026901245
133,,0.4082661271095276,,0.4228830635547638,,,,0.4243951737880707,,,,,0.15625,0.9506617784500122
134,,0.40070563554763794,,0.4248991906642914,,,,0.4243951737880707,,,,,0.15625,0.94938725233078
135,,0.4037298262119293,,0.4248991906642914,,,,0.4248991906642914,,,,,0.15625,0.9503676295280457
136,,0.4052419364452362,,0.4238911271095276,,,,0.4248991906642914,,,,,0.15625,0.9508333206176758
137,,0.40020161867141724,,0.4259072542190552,,,,0.42641130089759827,,,,,0.15625,0.9507843255996704
138,,0.40020161867141724,,0.4259072542190552,,,,0.4259072542190552,,,,,0.15625,0.94938725233078
139,,0.4097782373428345,,0.4254032373428345,,,,0.42691531777381897,,,,,0.15625,0.9490441083908081
140,,0.4037298262119293,,0.42641130089759827,,,,0.4248991906642914,,,,,0.15625,0.9498039484024048
141,,0.41129031777381897,,0.4259072542190552,,,,0.42893144488334656,,,,,0.15625,0.9500244855880737
142,,0.41229838132858276,,0.42691531777381897,,,,0.42842742800712585,,,,,0.15625,0.9509313702583313
143,,0.39566531777381897,,0.42741936445236206,,,,0.42993950843811035,,,,,0.15625,0.9498284459114075
144,,0.40625,,0.43044355511665344,,,,0.42792338132858276,,,,,0.15625,0.9510539174079895
145,,0.41129031777381897,,0.43094757199287415,,,,0.42842742800712585,,,,,0.15625,0.9508578181266785
146,,0.41532257199287415,,0.43094757199287415,,,,0.43094757199287415,,,,,0.15625,0.9510539174079895
147,,0.39868950843811035,,0.43044355511665344,,,,0.43145161867141724,,,,,0.15625,0.9513235092163086
148,,0.41582661867141724,,0.43044355511665344,,,,0.42842742800712585,,,,,0.15625,0.9530882239341736
149,,0.3946572542190552,,0.43044355511665344,,,,0.43094757199287415,,,,,0.15625,0.9519362449645996
150,,0.4097782373428345,,0.43044355511665344,,,,0.42893144488334656,,,,,0.15625,0.9529411792755127
151,,0.41330644488334656,,0.43245968222618103,,,,0.4334677457809448,,,,,0.15625,0.9542157053947449
152,,0.4102822542190552,,0.43195563554763794,,,,0.43145161867141724,,,,,0.15625,0.9529411792755127
153,,0.4087701737880707,,0.4334677457809448,,,,0.43245968222618103,,,,,0.15625,0.9541666507720947
154,,0.41078630089759827,,0.4344758093357086,,,,0.4339717626571655,,,,,0.15625,0.9524754881858826
155,,0.4097782373428345,,0.4344758093357086,,,,0.43245968222618103,,,,,0.15625,0.9534313678741455
156,,0.41431450843811035,,0.4354838728904724,,,,0.4339717626571655,,,,,0.15625,0.9527941346168518
157,,0.4198588728904724,,0.4349798262119293,,,,0.43245968222618103,,,,,0.15625,0.9541666507720947
158,,0.41381049156188965,,0.4349798262119293,,,,0.4354838728904724,,,,,0.15625,0.953529417514801
159,,0.41532257199287415,,0.4354838728904724,,,,0.4339717626571655,,,,,0.15625,0.9539215564727783
160,,0.4208669364452362,,0.4375,,,,0.43296369910240173,,,,,0.15625,0.9547793865203857
161,,0.4178427457809448,,0.4369959533214569,,,,0.4359878897666931,,,,,0.15625,0.9537990093231201
162,,0.41582661867141724,,0.4385080635547638,,,,0.4369959533214569,,,,,0.15625,0.9527941346168518
163,,0.41733869910240173,,0.4385080635547638,,,,0.4359878897666931,,,,,0.15625,0.9533578157424927
164,,0.4193548262119293,,0.4385080635547638,,,,0.4354838728904724,,,,,0.15625,0.9547058939933777
165,,0.41330644488334656,,0.4375,,,,0.4395161271095276,,,,,0.15625,0.9541666507720947
166,,0.4254032373428345,,0.4395161271095276,,,,0.4380040466785431,,,,,0.15625,0.9546568393707275
167,,0.4223790466785431,,0.4415322542190552,,,,0.4359878897666931,,,,,0.15625,0.9535049200057983
168,,0.4228830635547638,,0.4390121102333069,,,,0.4339717626571655,,,,,0.15625,0.9546323418617249
169,,0.4233871102333069,,0.44203630089759827,,,,0.4380040466785431,,,,,0.15625,0.95333331823349
170,,0.42893144488334656,,0.44203630089759827,,,,0.4400201737880707,,,,,0.15625,0.9552450776100159
171,,0.4198588728904724,,0.4415322542190552,,,,0.4359878897666931,,,,,0.15625,0.9550490379333496
172,,0.4254032373428345,,0.44304436445236206,,,,0.4405241906642914,,,,,0.15625,0.9560049176216125
173,,0.43044355511665344,,0.44304436445236206,,,,0.4385080635547638,,,,,0.15625,0.9564951062202454
174,,0.42741936445236206,,0.44405242800712585,,,,0.4380040466785431,,,,,0.15625,0.9568137526512146
175,,0.42993950843811035,,0.44455644488334656,,,,0.4415322542190552,,,,,0.15625,0.9567157030105591
176,,0.4243951737880707,,0.44506049156188965,,,,0.4415322542190552,,,,,0.15625,0.954901933670044
177,,0.4178427457809448,,0.44506049156188965,,,,0.44203630089759827,,,,,0.15625,0.9561029672622681
178,,0.4203628897666931,,0.44405242800712585,,,,0.4405241906642914,,,,,,0.9559558629989624
179,,0.42893144488334656,,0.44707661867141724,,,,0.44657257199287415,,,,,,0.9549264907836914
180,,0.4248991906642914,,0.44758063554763794,,,,0.44657257199287415,,,,,,0.9578431248664856
181,,0.4198588728904724,,0.44758063554763794,,,,0.4415322542190552,,,,,,0.9577941298484802
182,,0.4364919364452362,,0.44858869910240173,,,,0.44758063554763794,,,,,,0.9547058939933777
183,,0.4349798262119293,,0.4490927457809448,,,,0.44707661867141724,,,,,,0.9576225280761719
184,,0.43245968222618103,,0.44758063554763794,,,,0.44606855511665344,,,,,,0.9574019312858582
185,,0.43245968222618103,,0.44808468222618103,,,,0.44506049156188965,,,,,,0.9578431248664856
186,,0.42993950843811035,,0.4501008093357086,,,,0.44758063554763794,,,,,,0.9573529362678528
187,,0.42993950843811035,,0.4490927457809448,,,,0.44758063554763794,,,,,,0.9544117450714111
188,,0.4375,,0.4501008093357086,,,,0.44707661867141724,,,,,,0.9549509882926941
189,,0.4380040466785431,,0.44808468222618103,,,,0.4495967626571655,,,,,,0.956250011920929
190,,0.42842742800712585,,0.4506048262119293,,,,0.44354838132858276,,,,,,0.9559558629989624
191,,0.4359878897666931,,0.4501008093357086,,,,0.44707661867141724,,,,,,0.9568137526512146
192,,0.43195563554763794,,0.44858869910240173,,,,0.44808468222618103,,,,,,0.9578676223754883
193,,0.42641130089759827,,0.4506048262119293,,,,0.4495967626571655,,,,,,0.9571568369865417
194,,0.4405241906642914,,0.4516128897666931,,,,0.44556450843811035,,,,,,0.958014726638794
195,,0.4354838728904724,,0.4526209533214569,,,,0.4495967626571655,,,,,,0.9591666460037231
196,,0.4390121102333069,,0.4506048262119293,,,,0.4501008093357086,,,,,,0.9591421484947205
197,,0.43245968222618103,,0.453125,,,,0.4536290466785431,,,,,,0.9580637216567993
198,,0.42792338132858276,,0.4506048262119293,,,,0.4521169364452362,,,,,,0.9574509859085083
199,,0.43044355511665344,,0.4506048262119293,,,,0.4490927457809448,,,,,,0.9579166769981384
200,,0.44405242800712585,,0.4501008093357086,,,,0.4506048262119293,,,,,,0.9579901695251465
201,,0.4516128897666931,,0.4501008093357086,,,,0.4501008093357086,,,,,,0.9585539102554321
202,,0.4526209533214569,,0.4546371102333069,,,,0.4511088728904724,,,,,,0.9577205777168274
