Round,quantization_det_higher_loss_evaluation/test_accuracy,quantization_lenet5_prob_4_3_evaluation/test_accuracy,quantization_prob_higher_loss_lessfrac_evaluation/test_accuracy,quantization_lenet5_baseline_evaluation/test_accuracy,quantization_baseline_evaluation/test_accuracy,quantization_det_higher_loss_lessfrac_2bits_evaluation/test_accuracy,quantization_deterministic_evaluation/test_accuracy,quantization_lenet5_8_7_evaluation/test_accuracy,quantization_prob_higher_loss_lessfrac_2bits_evaluation/test_accuracy,quantization_prob_evaluation/test_accuracy,quantization_prob_higher_loss_evaluation/test_accuracy,quantization_prob_higher_loss_lessfrac_32_evaluation/test_accuracy,quantization_lenet5_det_8_7_evaluation/test_accuracy,quantization_4_evaluation/test_accuracy
475,,,,0.5075604915618896,,,,0.5065523982048035,,,,,,0.9689215421676636
476,,,,0.508568525314331,,,,0.5050403475761414,,,,,,0.9700490236282349
477,,,,0.5090726017951965,,,,0.5080645084381104,,,,,,0.9702451229095459
478,,,,0.5075604915618896,,,,0.5015121102333069,,,,,,0.9698774218559265
479,,,,0.5100806355476379,,,,0.5030242204666138,,,,,,0.9700000286102295
480,,,,0.5090726017951965,,,,0.5030242204666138,,,,,,0.9696078300476074
481,,,,0.5095766186714172,,,,0.5065523982048035,,,,,,0.970514714717865
482,,,,0.5100806355476379,,,,0.5035282373428345,,,,,,0.9709068536758423
483,,,,0.5100806355476379,,,,0.5025201439857483,,,,,,0.9702451229095459
484,,,,0.5060483813285828,,,,0.5050403475761414,,,,,,0.9712989926338196
485,,,,0.5095766186714172,,,,0.5080645084381104,,,,,,0.9714705944061279
486,,,,0.5090726017951965,,,,0.5050403475761414,,,,,,0.9702451229095459
487,,,,0.5090726017951965,,,,0.5060483813285828,,,,,,0.9712744951248169
488,,,,0.5095766186714172,,,,0.5080645084381104,,,,,,0.971127450466156
489,,,,0.5095766186714172,,,,0.5055443644523621,,,,,,0.9709559082984924
490,,,,0.5080645084381104,,,,0.5040322542190552,,,,,,0.9704166650772095
491,,,,0.508568525314331,,,,0.507056474685669,,,,,,0.9697058796882629
492,,,,0.5095766186714172,,,,0.5065523982048035,,,,,,0.9706127643585205
493,,,,0.508568525314331,,,,0.5080645084381104,,,,,,0.9701960682868958
494,,,,0.5090726017951965,,,,0.507056474685669,,,,,,0.9706862568855286
495,,,,0.5095766186714172,,,,0.5055443644523621,,,,,,0.9704411625862122
496,,,,0.5100806355476379,,,,0.507056474685669,,,,,,0.970588207244873
497,,,,0.5110887289047241,,,,0.508568525314331,,,,,,0.9691666960716248
498,,,,0.5115927457809448,,,,0.5045362710952759,,,,,,0.966985285282135
499,,,,0.5110887289047241,,,,0.507056474685669,,,,,,0.9707843065261841
500,,,,0.5095766186714172,,,,0.5065523982048035,,,,,,0.9712989926338196
501,,,,0.508568525314331,,,,0.5065523982048035,,,,,,0.9710049033164978
502,,,,0.5110887289047241,,,,0.5075604915618896,,,,,,0.971740186214447
503,,,,0.5115927457809448,,,,0.507056474685669,,,,,,0.9710294008255005
504,,,,0.5115927457809448,,,,0.507056474685669,,,,,,0.9710294008255005
505,,,,0.5100806355476379,,,,0.5075604915618896,,,,,,0.9712010025978088
506,,,,0.5110887289047241,,,,0.5050403475761414,,,,,,0.9710049033164978
507,,,,0.5105846524238586,,,,0.5095766186714172,,,,,,0.9700980186462402
508,,,,0.5126007795333862,,,,0.5095766186714172,,,,,,0.9704656600952148
509,,,,0.5115927457809448,,,,0.5065523982048035,,,,,,0.970710813999176
510,,,,0.5115927457809448,,,,0.5105846524238586,,,,,,0.9708823561668396
511,,,,0.5100806355476379,,,,0.508568525314331,,,,,,0.9711764454841614
512,,,,0.5120967626571655,,,,0.5095766186714172,,,,,,0.9718627333641052
513,,,,0.5095766186714172,,,,0.5090726017951965,,,,,,0.9717646837234497
514,,,,0.5090726017951965,,,,0.5115927457809448,,,,,,0.9714215397834778
515,,,,0.5110887289047241,,,,0.5115927457809448,,,,,,0.9715931415557861
516,,,,0.5120967626571655,,,,0.5090726017951965,,,,,,0.9711029529571533
517,,,,0.5105846524238586,,,,0.5090726017951965,,,,,,0.9716176390647888
518,,,,0.5136088728904724,,,,0.5105846524238586,,,,,,0.9714950919151306
519,,,,0.5110887289047241,,,,0.5105846524238586,,,,,,0.9709559082984924
520,,,,0.5110887289047241,,,,0.508568525314331,,,,,,0.9709068536758423
521,,,,0.5131048560142517,,,,0.5110887289047241,,,,,,0.9717156887054443
522,,,,0.5105846524238586,,,,0.5100806355476379,,,,,,0.9719117879867554
523,,,,0.5126007795333862,,,,0.5110887289047241,,,,,,0.9708088040351868
524,,,,0.5131048560142517,,,,0.5065523982048035,,,,,,0.9712989926338196
525,,,,0.5100806355476379,,,,0.5105846524238586,,,,,,0.9710294008255005
526,,,,0.5126007795333862,,,,0.5131048560142517,,,,,,0.9712744951248169
527,,,,0.5095766186714172,,,,0.5126007795333862,,,,,,0.970588207244873
528,,,,0.5136088728904724,,,,0.5095766186714172,,,,,,0.9719852805137634
529,,,,0.5141128897666931,,,,0.5126007795333862,,,,,,0.9715931415557861
530,,,,0.5141128897666931,,,,0.5120967626571655,,,,,,0.9716911911964417
531,,,,0.5136088728904724,,,,0.5110887289047241,,,,,,0.9714705944061279
532,,,,0.5136088728904724,,,,0.5120967626571655,,,,,,0.9713725447654724
533,,,,0.5126007795333862,,,,0.5115927457809448,,,,,,0.9712255001068115
534,,,,0.5126007795333862,,,,0.5080645084381104,,,,,,0.9721568822860718
535,,,,0.5141128897666931,,,,0.5115927457809448,,,,,,0.9718872308731079
536,,,,0.5126007795333862,,,,0.5120967626571655,,,,,,0.9717156887054443
537,,,,0.5120967626571655,,,,0.5131048560142517,,,,,,0.9709804058074951
538,,,,0.5131048560142517,,,,0.5115927457809448,,,,,,0.9716911911964417
539,,,,0.5146169066429138,,,,0.5105846524238586,,,,,,0.9723774790763855
540,,,,0.5126007795333862,,,,0.5115927457809448,,,,,,0.9716421365737915
541,,,,0.5120967626571655,,,,0.5126007795333862,,,,,,0.9716421365737915
542,,,,0.5131048560142517,,,,0.5095766186714172,,,,,,0.971666693687439
543,,,,0.5126007795333862,,,,0.5136088728904724,,,,,,0.9719117879867554
544,,,,0.5146169066429138,,,,0.5126007795333862,,,,,,0.9716176390647888
545,,,,0.5136088728904724,,,,0.5120967626571655,,,,,,0.9715441465377808
546,,,,0.5131048560142517,,,,0.5120967626571655,,,,,,0.9716421365737915
547,,,,0.5136088728904724,,,,0.5136088728904724,,,,,,0.9721323251724243
548,,,,0.5146169066429138,,,,0.5080645084381104,,,,,,0.9714705944061279
549,,,,0.515625,,,,0.5126007795333862,,,,,,0.9720343351364136
550,,,,0.5151209831237793,,,,0.5120967626571655,,,,,,0.9715195894241333
551,,,,0.5171371102333069,,,,0.5141128897666931,,,,,,0.9704902172088623
552,,,,0.5161290168762207,,,,0.5105846524238586,,,,,,0.9720343351364136
553,,,,0.515625,,,,0.5105846524238586,,,,,,0.9716421365737915
554,,,,0.5171371102333069,,,,0.5115927457809448,,,,,,0.9718137383460999
555,,,,0.5161290168762207,,,,0.5146169066429138,,,,,,0.9713970422744751
556,,,,0.5171371102333069,,,,0.5146169066429138,,,,,,0.9709559082984924
557,,,,0.5186492204666138,,,,0.5136088728904724,,,,,,0.9714950919151306
558,,,,0.5176411271095276,,,,0.5136088728904724,,,,,,0.9721323251724243
559,,,,0.5186492204666138,,,,0.515625,,,,,,0.9709804058074951
560,,,,0.5176411271095276,,,,0.5161290168762207,,,,,,0.9712989926338196
561,,,,0.5176411271095276,,,,0.5161290168762207,,,,,,0.9712255001068115
562,,,,0.5181451439857483,,,,0.5146169066429138,,,,,,0.9715686440467834
563,,,,0.5166330933570862,,,,0.5171371102333069,,,,,,0.9715195894241333
564,,,,0.5171371102333069,,,,0.5171371102333069,,,,,,0.9719607830047607
565,,,,0.5181451439857483,,,,0.5161290168762207,,,,,,0.9721323251724243
566,,,,0.5206653475761414,,,,0.5181451439857483,,,,,,0.9724509716033936
567,,,,0.5166330933570862,,,,0.5151209831237793,,,,,,0.971127450466156
568,,,,0.5161290168762207,,,,0.5166330933570862,,,,,,0.9714215397834778
569,,,,0.5191532373428345,,,,0.515625,,,,,,0.9710538983345032
570,,,,0.5186492204666138,,,,0.5141128897666931,,,,,,0.9716176390647888
571,,,,0.5191532373428345,,,,0.5141128897666931,,,,,,0.9720343351364136
572,,,,0.5206653475761414,,,,0.5161290168762207,,,,,,0.9714460968971252
573,,,,0.5206653475761414,,,,0.5141128897666931,,,,,,0.9718382358551025
574,,,,0.5186492204666138,,,,0.5166330933570862,,,,,,0.9718627333641052
575,,,,0.5196572542190552,,,,0.5206653475761414,,,,,,0.9725000262260437
576,,,,0.5206653475761414,,,,0.515625,,,,,,0.9724509716033936
577,,,,0.5201612710952759,,,,0.5201612710952759,,,,,,0.9734313488006592
578,,,,0.5221773982048035,,,,0.5146169066429138,,,,,,0.9724019765853882
579,,,,0.5221773982048035,,,,0.5176411271095276,,,,,,0.9728676676750183
580,,,,0.5211693644523621,,,,0.5201612710952759,,,,,,0.9721078276634216
581,,,,0.5206653475761414,,,,0.5196572542190552,,,,,,0.9722058773040771
582,,,,0.5221773982048035,,,,0.5201612710952759,,,,,,0.9728186130523682
583,,,,0.5211693644523621,,,,0.5176411271095276,,,,,,0.9714215397834778
584,,,,0.5221773982048035,,,,0.5211693644523621,,,,,,0.9728431105613708
585,,,,0.5206653475761414,,,,0.5191532373428345,,,,,,0.9723774790763855
586,,,,0.5236895084381104,,,,0.5146169066429138,,,,,,0.9726225733757019
587,,,,0.5216733813285828,,,,0.5161290168762207,,,,,,0.9729166626930237
588,,,,0.522681474685669,,,,0.5181451439857483,,,,,,0.9724019765853882
589,,,,0.522681474685669,,,,0.5181451439857483,,,,,,0.9729411602020264
590,,,,0.5221773982048035,,,,0.5196572542190552,,,,,,0.9729166626930237
591,,,,0.5221773982048035,,,,0.5166330933570862,,,,,,0.9725245237350464
592,,,,0.5231854915618896,,,,0.515625,,,,,,0.9724019765853882
593,,,,0.5216733813285828,,,,0.5201612710952759,,,,,,0.9724264740943909
594,,,,0.5246976017951965,,,,0.5161290168762207,,,,,,0.9731372594833374
595,,,,0.522681474685669,,,,0.5206653475761414,,,,,,0.9727941155433655
596,,,,0.5231854915618896,,,,0.5201612710952759,,,,,,0.9725735187530518
597,,,,0.5231854915618896,,,,0.5181451439857483,,,,,,0.9728431105613708
598,,,,0.5231854915618896,,,,0.5211693644523621,,,,,,0.9724019765853882
599,,,,0.5252016186714172,,,,0.5211693644523621,,,,,,0.9727941155433655
600,,,,0.5236895084381104,,,,0.5191532373428345,,,,,,0.9730637073516846
601,,,,0.5236895084381104,,,,0.5196572542190552,,,,,,0.9725735187530518
602,,,,0.5231854915618896,,,,0.5181451439857483,,,,,,0.9725245237350464
603,,,,0.524193525314331,,,,0.5206653475761414,,,,,,0.9736029505729675
604,,,,0.5236895084381104,,,,0.5201612710952759,,,,,,0.9726470708847046
605,,,,0.524193525314331,,,,0.5216733813285828,,,,,,0.9732353091239929
606,,,,0.522681474685669,,,,0.5211693644523621,,,,,,0.9730147123336792
607,,,,0.524193525314331,,,,0.5191532373428345,,,,,,0.9727451205253601
608,,,,0.524193525314331,,,,0.5191532373428345,,,,,,0.972083330154419
609,,,,0.524193525314331,,,,0.5216733813285828,,,,,,0.9729166626930237
610,,,,0.5231854915618896,,,,0.5201612710952759,,,,,,0.9727941155433655
611,,,,0.5236895084381104,,,,0.5181451439857483,,,,,,0.9728676676750183
612,,,,0.5246976017951965,,,,0.5196572542190552,,,,,,0.972965657711029
613,,,,0.5231854915618896,,,,0.5201612710952759,,,,,,0.9732598066329956
614,,,,0.5236895084381104,,,,0.5221773982048035,,,,,,0.9726470708847046
615,,,,0.5236895084381104,,,,0.5221773982048035,,,,,,0.9734804034233093
616,,,,0.5246976017951965,,,,0.5211693644523621,,,,,,0.9737989902496338
617,,,,0.5252016186714172,,,,0.522681474685669,,,,,,0.9736764430999756
618,,,,0.5246976017951965,,,,0.5211693644523621,,,,,,0.9736764430999756
619,,,,0.5257056355476379,,,,0.5221773982048035,,,,,,0.9731862545013428
620,,,,0.522681474685669,,,,0.5236895084381104,,,,,,0.9727696180343628
621,,,,0.524193525314331,,,,0.5231854915618896,,,,,,0.9730637073516846
622,,,,0.5257056355476379,,,,0.522681474685669,,,,,,0.9731372594833374
623,,,,0.524193525314331,,,,0.5211693644523621,,,,,,0.9732843041419983
624,,,,0.524193525314331,,,,0.5211693644523621,,,,,,0.9728676676750183
625,,,,0.524193525314331,,,,0.5196572542190552,,,,,,0.97269606590271
626,,,,0.5246976017951965,,,,0.522681474685669,,,,,,0.973308801651001
627,,,,0.5246976017951965,,,,0.5221773982048035,,,,,,0.971740186214447
628,,,,0.5252016186714172,,,,0.5221773982048035,,,,,,0.9724264740943909
629,,,,0.5236895084381104,,,,0.5231854915618896,,,,,,0.9724019765853882
630,,,,0.5246976017951965,,,,0.5257056355476379,,,,,,0.97269606590271
631,,,,0.5236895084381104,,,,0.5206653475761414,,,,,,0.972892165184021
632,,,,0.5252016186714172,,,,0.5211693644523621,,,,,,0.9731372594833374
633,,,,0.5257056355476379,,,,0.5231854915618896,,,,,,0.9718382358551025
634,,,,0.5246976017951965,,,,0.5221773982048035,,,,,,0.9724264740943909
635,,,,0.5257056355476379,,,,0.5236895084381104,,,,,,0.9722548723220825
636,,,,0.5257056355476379,,,,0.5257056355476379,,,,,,0.9732843041419983
637,,,,0.5257056355476379,,,,0.5252016186714172,,,,,,0.9731127619743347
638,,,,0.5252016186714172,,,,0.5257056355476379,,,,,,0.9735538959503174
639,,,,0.5272177457809448,,,,0.5252016186714172,,,,,,0.9732598066329956
640,,,,0.524193525314331,,,,0.5267137289047241,,,,,,0.9733333587646484
641,,,,0.5252016186714172,,,,0.524193525314331,,,,,,0.9733333587646484
642,,,,0.5252016186714172,,,,0.5252016186714172,,,,,,0.9734804034233093
643,,,,0.5257056355476379,,,,0.524193525314331,,,,,,0.9732843041419983
644,,,,0.524193525314331,,,,0.5221773982048035,,,,,,0.9731127619743347
645,,,,0.5262096524238586,,,,0.5257056355476379,,,,,,0.9731127619743347
646,,,,0.5272177457809448,,,,0.522681474685669,,,,,,0.9729411602020264
647,,,,0.5267137289047241,,,,0.5236895084381104,,,,,,0.9737744927406311
648,,,,0.5267137289047241,,,,0.5272177457809448,,,,,,0.9735784530639648
649,,,,0.5262096524238586,,,,0.5277217626571655,,,,,,0.973701000213623
650,,,,0.5262096524238586,,,,0.5272177457809448,,,,,,0.9733823537826538
651,,,,0.5262096524238586,,,,0.5257056355476379,,,,,,0.9737744927406311
652,,,,0.5257056355476379,,,,0.5262096524238586,,,,,,0.9739460945129395
653,,,,0.5267137289047241,,,,0.5267137289047241,,,,,,0.9738970398902893
654,,,,0.5272177457809448,,,,0.524193525314331,,,,,,0.973504900932312
655,,,,0.5262096524238586,,,,0.5267137289047241,,,,,,0.9725245237350464
656,,,,0.5267137289047241,,,,0.5267137289047241,,,,,,0.9742646813392639
657,,,,0.5257056355476379,,,,0.5246976017951965,,,,,,0.9742401838302612
658,,,,0.5267137289047241,,,,0.5267137289047241,,,,,,0.9737744927406311
659,,,,0.5252016186714172,,,,0.5262096524238586,,,,,,0.9734068512916565
660,,,,0.5257056355476379,,,,0.5236895084381104,,,,,,0.9735293984413147
661,,,,0.5272177457809448,,,,0.5282257795333862,,,,,,0.972965657711029
662,,,,0.5292338728904724,,,,0.5267137289047241,,,,,,0.9739950895309448
663,,,,0.5277217626571655,,,,0.5282257795333862,,,,,,0.9736274480819702
664,,,,0.5277217626571655,,,,0.5302419066429138,,,,,,0.9737254977226257
665,,,,0.5287298560142517,,,,0.5277217626571655,,,,,,0.9740931391716003
666,,,,0.5282257795333862,,,,0.5282257795333862,,,,,,0.9740931391716003
667,,,,0.5267137289047241,,,,0.5262096524238586,,,,,,0.9742156863212585
668,,,,0.5277217626571655,,,,0.5272177457809448,,,,,,0.974044144153595
669,,,,0.5277217626571655,,,,0.5267137289047241,,,,,,0.9727205634117126
670,,,,0.5287298560142517,,,,0.5267137289047241,,,,,,0.9732108116149902
671,,,,0.5282257795333862,,,,0.5292338728904724,,,,,,0.9739460945129395
672,,,,0.5287298560142517,,,,0.5307459831237793,,,,,,0.9735784530639648
673,,,,0.5277217626571655,,,,0.5282257795333862,,,,,,0.9734804034233093
674,,,,0.5292338728904724,,,,0.5292338728904724,,,,,,0.9740686416625977
675,,,,0.5292338728904724,,,,0.5267137289047241,,,,,,0.9735784530639648
676,,,,0.5292338728904724,,,,0.5292338728904724,,,,,,0.9736764430999756
677,,,,0.5302419066429138,,,,0.5246976017951965,,,,,,0.9732843041419983
678,,,,0.5297378897666931,,,,0.5277217626571655,,,,,,0.9736274480819702
679,,,,0.5292338728904724,,,,0.5292338728904724,,,,,,0.974460780620575
680,,,,0.5292338728904724,,,,0.5307459831237793,,,,,,0.973701000213623
681,,,,0.5302419066429138,,,,0.5282257795333862,,,,,,0.9739950895309448
682,,,,0.5302419066429138,,,,0.5262096524238586,,,,,,0.9739950895309448
683,,,,0.5292338728904724,,,,0.5302419066429138,,,,,,0.9731372594833374
684,,,,0.5302419066429138,,,,0.5272177457809448,,,,,,0.9735293984413147
685,,,,0.5317540168762207,,,,0.5322580933570862,,,,,,0.9739215970039368
686,,,,0.5292338728904724,,,,0.5262096524238586,,,,,,0.9747058749198914
687,,,,0.5302419066429138,,,,0.5327621102333069,,,,,,0.9740931391716003
688,,,,0.5292338728904724,,,,0.5307459831237793,,,,,,0.9737744927406311
689,,,,0.5287298560142517,,,,0.5327621102333069,,,,,,0.9746323823928833
690,,,,0.5302419066429138,,,,0.5307459831237793,,,,,,0.9743627309799194
691,,,,0.5292338728904724,,,,0.5332661271095276,,,,,,0.974117636680603
692,,,,0.5287298560142517,,,,0.5282257795333862,,,,,,0.9739215970039368
693,,,,0.5302419066429138,,,,0.5302419066429138,,,,,,0.9728431105613708
694,,,,0.5302419066429138,,,,0.5327621102333069,,,,,,0.9742892384529114
695,,,,0.5292338728904724,,,,0.5252016186714172,,,,,,0.9739705920219421
696,,,,0.5317540168762207,,,,0.53125,,,,,,0.9743627309799194
697,,,,0.5302419066429138,,,,0.5252016186714172,,,,,,0.9739950895309448
698,,,,0.5307459831237793,,,,0.5322580933570862,,,,,,0.9746813774108887
699,,,,0.5302419066429138,,,,0.5292338728904724,,,,,,0.9738970398902893
700,,,,0.5292338728904724,,,,0.5342742204666138,,,,,,0.9741911888122559
701,,,,0.5302419066429138,,,,0.5307459831237793,,,,,,0.9745833277702332
702,,,,0.5317540168762207,,,,0.53125,,,,,,0.973701000213623
703,,,,0.5302419066429138,,,,0.5327621102333069,,,,,,0.9748529195785522
704,,,,0.5317540168762207,,,,0.5322580933570862,,,,,,0.9751715660095215
705,,,,0.5317540168762207,,,,0.5297378897666931,,,,,,0.9743627309799194
706,,,,0.5297378897666931,,,,0.53125,,,,,,0.9738480448722839
707,,,,0.5302419066429138,,,,0.5307459831237793,,,,,,0.9745588302612305
708,,,,0.5322580933570862,,,,0.5317540168762207,,,,,,0.974117636680603
709,,,,0.5327621102333069,,,,0.5317540168762207,,,,,,0.9733333587646484
710,,,,0.5337701439857483,,,,0.5327621102333069,,,,,,0.9737744927406311
711,,,,0.5337701439857483,,,,0.5347782373428345,,,,,,0.9745343327522278
712,,,,0.5332661271095276,,,,0.5297378897666931,,,,,,0.9746813774108887
713,,,,0.5302419066429138,,,,0.5322580933570862,,,,,,0.9747794270515442
714,,,,0.5317540168762207,,,,0.5332661271095276,,,,,,0.975269615650177
715,,,,0.5337701439857483,,,,0.5292338728904724,,,,,,0.973504900932312
716,,,,0.5322580933570862,,,,0.5337701439857483,,,,,,0.974044144153595
717,,,,0.5337701439857483,,,,0.5342742204666138,,,,,,0.9742892384529114
718,,,,0.5317540168762207,,,,0.5317540168762207,,,,,,0.9738235473632812
719,,,,0.5362903475761414,,,,0.5332661271095276,,,,,,0.9747549295425415
720,,,,0.5342742204666138,,,,0.53125,,,,,,0.9745343327522278
721,,,,0.5367943644523621,,,,0.5322580933570862,,,,,,0.9749754667282104
722,,,,0.5327621102333069,,,,0.5337701439857483,,,,,,0.975269615650177
723,,,,0.5327621102333069,,,,0.5357862710952759,,,,,,0.9748774766921997
724,,,,0.5357862710952759,,,,0.5347782373428345,,,,,,0.9755882620811462
725,,,,0.5352822542190552,,,,0.5327621102333069,,,,,,0.9748284220695496
726,,,,0.5362903475761414,,,,0.5327621102333069,,,,,,0.9749019742012024
727,,,,0.5347782373428345,,,,0.5322580933570862,,,,,,0.9739460945129395
728,,,,0.5378023982048035,,,,0.5337701439857483,,,,,,0.9745833277702332
729,,,,0.5347782373428345,,,,0.5347782373428345,,,,,,0.9748529195785522
730,,,,0.5378023982048035,,,,0.5322580933570862,,,,,,0.9743137359619141
731,,,,0.5378023982048035,,,,0.5332661271095276,,,,,,0.975073516368866
732,,,,0.5367943644523621,,,,0.5362903475761414,,,,,,0.974730372428894
733,,,,0.5367943644523621,,,,0.5322580933570862,,,,,,0.9745097756385803
734,,,,0.5362903475761414,,,,0.5332661271095276,,,,,,0.9748039245605469
735,,,,0.538306474685669,,,,0.5342742204666138,,,,,,0.9742156863212585
736,,,,0.5367943644523621,,,,0.5362903475761414,,,,,,0.9747549295425415
737,,,,0.5372983813285828,,,,0.5362903475761414,,,,,,0.9752941131591797
738,,,,0.5372983813285828,,,,0.5352822542190552,,,,,,0.9747058749198914
739,,,,0.5378023982048035,,,,0.5352822542190552,,,,,,0.9754166603088379
740,,,,0.5367943644523621,,,,0.5327621102333069,,,,,,0.9748529195785522
741,,,,0.5362903475761414,,,,0.5342742204666138,,,,,,0.9748039245605469
742,,,,0.5367943644523621,,,,0.5357862710952759,,,,,,0.9749019742012024
743,,,,0.5362903475761414,,,,0.5362903475761414,,,,,,0.9752941131591797
744,,,,0.5378023982048035,,,,0.5378023982048035,,,,,,0.9743627309799194
745,,,,0.5357862710952759,,,,0.5372983813285828,,,,,,0.9745097756385803
746,,,,0.5367943644523621,,,,0.5337701439857483,,,,,,0.9751960635185242
747,,,,0.5362903475761414,,,,0.5367943644523621,,,,,,0.9756617546081543
748,,,,0.5378023982048035,,,,0.5378023982048035,,,,,,0.9747058749198914
749,,,,0.5367943644523621,,,,0.5357862710952759,,,,,,0.9750490188598633
750,,,,0.5357862710952759,,,,0.5357862710952759,,,,,,0.9752205610275269
751,,,,0.5362903475761414,,,,0.5347782373428345,,,,,,0.9739705920219421
752,,,,0.5362903475761414,,,,0.538306474685669,,,,,,0.9740686416625977
753,,,,0.5357862710952759,,,,0.5372983813285828,,,,,,0.975073516368866
754,,,,0.5347782373428345,,,,0.5342742204666138,,,,,,0.975269615650177
755,,,,0.5372983813285828,,,,0.5378023982048035,,,,,,0.9754166603088379
756,,,,0.5367943644523621,,,,0.5367943644523621,,,,,,0.9748284220695496
757,,,,0.5372983813285828,,,,0.5337701439857483,,,,,,0.9748774766921997
758,,,,0.5367943644523621,,,,0.538306474685669,,,,,,0.975465714931488
759,,,,0.5357862710952759,,,,0.5393145084381104,,,,,,0.9757843017578125
760,,,,0.5352822542190552,,,,0.5352822542190552,,,,,,0.9756127595901489
761,,,,0.5367943644523621,,,,0.5367943644523621,,,,,,0.9753431081771851
762,,,,0.5362903475761414,,,,0.538306474685669,,,,,,0.9753921627998352
763,,,,0.5362903475761414,,,,0.5367943644523621,,,,,,0.9756372570991516
764,,,,0.5362903475761414,,,,0.5337701439857483,,,,,,0.9754166603088379
765,,,,0.5372983813285828,,,,0.5347782373428345,,,,,,0.975686252117157
766,,,,0.539818525314331,,,,0.5367943644523621,,,,,,0.9758333563804626
767,,,,0.5372983813285828,,,,0.5357862710952759,,,,,,0.974460780620575
768,,,,0.5393145084381104,,,,0.5372983813285828,,,,,,0.9756372570991516
769,,,,0.5372983813285828,,,,0.5322580933570862,,,,,,0.9751715660095215
770,,,,0.5388104915618896,,,,0.5367943644523621,,,,,,0.9750000238418579
771,,,,0.5378023982048035,,,,0.5337701439857483,,,,,,0.9744852781295776
772,,,,0.5372983813285828,,,,0.5388104915618896,,,,,,0.975269615650177
773,,,,0.538306474685669,,,,0.5342742204666138,,,,,,0.9761765003204346
774,,,,0.5378023982048035,,,,0.5352822542190552,,,,,,0.9739215970039368
775,,,,0.5372983813285828,,,,0.5347782373428345,,,,,,0.9751715660095215
776,,,,0.5393145084381104,,,,0.5357862710952759,,,,,,0.9750980138778687
777,,,,0.539818525314331,,,,0.53125,,,,,,0.9748529195785522
778,,,,0.5393145084381104,,,,0.5337701439857483,,,,,,0.9751470685005188
779,,,,0.539818525314331,,,,0.5347782373428345,,,,,,0.975465714931488
780,,,,0.539818525314331,,,,0.5342742204666138,,,,,,0.9762744903564453
781,,,,0.5393145084381104,,,,0.5372983813285828,,,,,,0.975686252117157
782,,,,0.539818525314331,,,,0.5378023982048035,,,,,,0.975073516368866
783,,,,0.539818525314331,,,,0.5362903475761414,,,,,,0.9755392074584961
784,,,,0.5413306355476379,,,,0.5342742204666138,,,,,,0.9761274456977844
785,,,,0.5393145084381104,,,,0.5352822542190552,,,,,,0.9750000238418579
786,,,,0.5403226017951965,,,,0.5393145084381104,,,,,,0.9759068489074707
787,,,,0.5393145084381104,,,,0.5362903475761414,,,,,,0.9758333563804626
788,,,,0.5418346524238586,,,,0.5352822542190552,,,,,,0.9757598042488098
789,,,,0.5403226017951965,,,,0.5378023982048035,,,,,,0.9757353067398071
790,,,,0.5408266186714172,,,,0.538306474685669,,,,,,0.9753676652908325
791,,,,0.5413306355476379,,,,0.5357862710952759,,,,,,0.9758333563804626
792,,,,0.5413306355476379,,,,0.5352822542190552,,,,,,0.9753431081771851
793,,,,0.5403226017951965,,,,0.538306474685669,,,,,,0.9760293960571289
794,,,,0.5413306355476379,,,,0.5372983813285828,,,,,,0.9767156839370728
795,,,,0.5408266186714172,,,,0.5372983813285828,,,,,,0.975686252117157
796,,,,0.5408266186714172,,,,0.538306474685669,,,,,,0.975686252117157
797,,,,0.5413306355476379,,,,0.539818525314331,,,,,,0.976078450679779
798,,,,0.5403226017951965,,,,0.5388104915618896,,,,,,0.9761765003204346
799,,,,0.5408266186714172,,,,0.539818525314331,,,,,,0.9761519432067871
800,,,,0.5408266186714172,,,,0.5367943644523621,,,,,,0.9762254953384399
801,,,,0.5403226017951965,,,,0.5372983813285828,,,,,,0.9763235449790955
802,,,,0.5438507795333862,,,,0.538306474685669,,,,,,0.976078450679779
803,,,,0.5418346524238586,,,,0.5372983813285828,,,,,,0.9758578538894653
804,,,,0.5413306355476379,,,,0.5372983813285828,,,,,,0.9756617546081543
805,,,,0.5428427457809448,,,,0.5388104915618896,,,,,,0.976838231086731
806,,,,0.5423387289047241,,,,0.5378023982048035,,,,,,0.976421594619751
807,,,,0.5413306355476379,,,,0.538306474685669,,,,,,0.9762499928474426
808,,,,0.5423387289047241,,,,0.5388104915618896,,,,,,0.9768872261047363
809,,,,0.5443548560142517,,,,0.539818525314331,,,,,,0.9770098328590393
810,,,,0.5428427457809448,,,,0.538306474685669,,,,,,0.9763970375061035
811,,,,0.5433467626571655,,,,0.5408266186714172,,,,,,0.9766666889190674
812,,,,0.5433467626571655,,,,0.538306474685669,,,,,,0.976421594619751
813,,,,0.5438507795333862,,,,0.539818525314331,,,,,,0.9756127595901489
814,,,,0.5433467626571655,,,,0.539818525314331,,,,,,0.9759804010391235
815,,,,0.5413306355476379,,,,0.5408266186714172,,,,,,0.9770098328590393
816,,,,0.5418346524238586,,,,0.5403226017951965,,,,,,0.9769852757453918
817,,,,0.5423387289047241,,,,0.5413306355476379,,,,,,0.9764705896377563
818,,,,0.5428427457809448,,,,0.5393145084381104,,,,,,0.9769852757453918
