Round,femnist_norm_inspect_l2_total/benign,femnist_norm_inspect_l2_total/mal,femnist_norm_inspect_l1_total/benign,femnist_norm_inspect_l1_total/mal,femnist_norm_inspect_data_poison_l2_total/mal,femnist_norm_inspect_data_poison_l1_total/mal,femnist_norm_inspect_scaled_l2_total/mal,femnist_norm_inspect_scaled_l1_total/mal
304,1.863176465,11.00575924,2114.296387,15587.22363,6.643145084,9408.438477,332.159668,468954.4688
305,1.60077107,10.3354187,1672.65332,13997.3916,6.270010948,8405.103516,312.5079346,420074.7188
306,2.394720316,10.41914654,2741.053223,14080.52734,6.358106613,8676.561523,309.7525635,420290.875
307,2.097622871,9.989219666,2212.050537,13173.65723,5.048748016,6564.984375,303.5800171,405305.4063
308,1.915557384,9.88770771,2038.258911,12967.93262,5.071424007,6630.183105,295.9093323,388285.4688
309,1.873119712,10.07858086,1969.468994,13335.52734,5.111810207,6673.169922,303.268219,401234
310,1.667385817,9.740386009,1675.143799,12415.39746,5.782037258,7287.203125,295.7357178,383936.3125
311,1.552199364,9.934230804,1579.264038,13015.02441,3.349794626,4135.631348,298.8861389,394972.0313
312,1.963404298,10.31586647,2187.273682,13876.49609,6.006248951,7979.647461,312.865509,423693.2813
313,1.567055941,10.16593361,1528.956665,13708.97461,4.804693222,6155.268555,308.1336975,416910.4688
314,1.767009974,9.983086586,1875.832275,13506.99219,5.989706516,7901.846191,300.5979919,400274.5938
315,1.81766963,9.835103035,1844.140259,12902.0625,1.917806387,2151.151855,295.7991333,388964.7188
316,1.804405689,10.64478493,1952.32605,14807.33203,6.433664799,9022.037109,312.6569519,429604.0938
317,1.614305377,10.21652031,1664.117554,13772.63867,3.776217461,4982.458496,309.3108215,419433.3438
318,1.905485868,9.877485275,2125.262451,13102.58887,6.145691395,8188.446289,297.497406,394203.125
319,1.53742826,10.02421951,1641.389282,13534.52734,3.648547173,4803.356934,308.5049133,422368
320,1.900973797,10.00587845,2165.032959,13399.52051,5.295768738,7230.27832,317.8257446,439929
321,1.56308496,10.06978512,1675.744995,13420.00586,4.816504478,6247.214355,307.2528687,417012.5313
322,2.016189575,10.55008698,2295.132568,14485.34668,6.234161377,8539.364258,329.792511,461849.5625
323,2.069565296,10.3724165,2290.437012,13982.89355,5.087922096,6638.599121,310.9087524,415721.75
324,1.955161095,10.42908382,2062.884277,14706.41016,5.404393673,7547.992188,315.5885315,439105.3125
325,1.545136809,10.26302433,1527.518433,14330.82617,4.054037571,5490.532227,309.5397034,434175
326,1.731035948,10.22438431,1761.923462,13764.68555,6.176181316,8302.15332,306.6009216,412180.7188
327,1.422827363,9.788929939,1373.87207,12786.57129,4.859421253,6159.714844,291.217804,379269.4375
328,1.697839499,9.807710648,1694.200684,12869.92285,5.864435196,7489.351074,292.3726196,379823.9688
329,1.841144562,10.17192268,1835.831177,13527.53418,5.993915081,7914.939941,301.8506165,400281.7813
330,1.658203483,9.688372612,1611.51062,12328.3916,5.610364437,6939.709473,291.0963135,371620.375
331,1.754121542,9.807621002,1732.876709,12632.70215,5.719075203,7201.616211,292.472168,373221.0313
332,1.663140416,9.964684486,1642.774292,13195.77344,4.838689804,6135.756348,298.6867981,393092.8125
333,1.648667216,10.20794296,1768.176147,13789.39648,6.325752258,8605.780273,315.0153809,429942.9688
334,1.907544494,10.86337852,2169.393066,15186.88477,6.608995438,9291.091797,330.5995178,469948.625
335,2.042464018,10.89103413,2246.461914,15329.08496,6.616590977,9465.573242,317.2825623,438053.1875
336,1.758992791,10.45504665,1799.197144,14446.28613,6.157566071,8291.969727,330.0098572,465556.7188
337,1.512063146,10.82755852,1563.258179,15271.38965,6.263976574,8435.449219,314.7390137,431049.4375
338,2.128182888,10.40945053,2354.16748,14437.15527,5.230057716,7090.489746,311.5617065,428889.5938
339,1.739832997,11.00563908,1835.255249,15597.27539,6.439892292,8892.515625,322.0323181,447589.6875
340,1.804360271,9.872493744,1888.313965,12996.26172,4.781897068,6029.038574,295.6887817,388663.375
341,1.543040037,9.952912331,1576.32019,13239.2334,5.921347618,7713.298828,298.8282471,396846.9375
342,1.389108777,9.861642838,1322.740723,12977.65918,5.872709274,7561.022949,297.5688477,392451.9375
343,1.790792346,9.970115662,1824.578003,13365.69922,4.817177296,6056.737793,300.0519409,399716.0313
344,1.414229989,10.49923992,1442.876343,14422.66797,5.192658901,6953.618164,311.9401855,423854.8125
345,1.774104357,10.49473,1917.296997,14326.34082,6.05556345,8061.962402,314.8263245,433096.0313
346,1.65470922,10.44771099,1711.985474,14230.83105,5.117295265,6810.994141,311.3397522,424011.9063
347,1.546226859,10.58948803,1653.899902,14500.63086,5.356705189,7355.56543,307.9119263,416363.125
348,1.749922752,10.75709343,1816.519165,14917.78613,6.463251591,8946.140625,319.405365,440901.7188
349,1.945328474,10.27481174,2070.11792,13895.94141,5.008380413,6567.754883,310.3001099,424290.5313
350,1.399039388,10.06682396,1340.523926,13537.64453,6.001366138,7979.480469,301.1742249,403722.5625
351,1.489768744,10.14127445,1480.87146,13680.05566,5.835585117,7532.858398,304.0669556,410079.5
352,2.234720707,10.75405216,2599.392822,15227.62793,5.240324974,7186.229492,324.5171204,455468.9063
353,1.29907012,10.08375835,1161.708496,13540.65137,3.517899752,4386.836914,300.7983704,400524.5313
354,1.924567819,10.60160732,2189.49292,14644.34375,6.237276077,8420.959961,323.9778748,448989.8125
355,1.890328646,10.20063114,1961.547119,13698.05957,6.18974638,8318.273438,301.1975708,399150.625
356,1.853878021,10.35895061,2004.955444,14547.75684,6.375432491,8933.647461,307.1879883,427428.6875
357,1.438107729,10.33106041,1468.631226,14114.62598,6.287950516,8606.3125,317.5052795,442561.875
358,1.861203909,10.27927494,1991.440674,13901.08984,6.327811241,8716.088867,321.9289246,448870.2813
359,1.61379993,10.861516,1653.451538,15437.66113,5.361437321,7429.076172,316.9338684,437125.2188
360,1.593890071,10.14358425,1613.877197,13682.9668,6.108030796,8122.879395,302.1253052,407347.875
361,1.893463612,9.92620182,1968.418823,13375.02637,6.100614548,8088.044922,298.9547119,400665.7813
362,1.844846606,10.09885979,1838.450439,13694.23438,5.89702177,7713.376953,302.2388916,409388.125
363,2.118976355,10.60489464,2331.002441,14581.33984,5.137896538,6932.32666,331.1708984,468807.2188
364,1.696505547,10.02304649,1747.484375,13493.28906,5.708338737,7298.28125,309.1699219,421405.5
365,1.605059862,11.37381172,1810.040039,16718.69531,3.973638535,5632.176758,340.5836182,496735
366,2.046895266,10.16062164,2264.693359,13824.04492,5.813428402,7554.9375,305.3243408,412871.0938
367,2.204292059,10.19228745,2420.977295,13768.97949,3.517141104,4506.825684,301.1912231,404254.8438
368,1.866865635,10.16975403,1873.111694,13505.98047,5.948897362,7706.039063,302.110199,404473.9375
369,1.6055125,10.22144604,1645.408691,13593.42773,5.916177273,7792.060059,298.6636047,398474.0938
370,1.42705369,9.891835213,1360.109863,13036.74121,5.850960732,7556.895996,294.2167053,389626
371,1.601405859,9.857168198,1636.213623,13045.26465,5.818668365,7533.518555,297.0547485,392540.4688
372,1.790172219,10.86739159,2003.486572,15182.02539,6.347519398,8744.469727,323.1846619,456500.9688
373,1.905971289,10.17772579,2098.819824,13569.35059,6.069527149,7962.624023,307.0417786,414880.9688
374,1.454250574,11.32655334,1446.504639,16358.85352,6.338494778,8780.776367,337.1935425,483530.0313
375,1.275414348,10.15419865,1282.192993,13457.53516,4.798226357,6153.869141,306.9562988,414313.3125
376,1.438925505,10.78386116,1541.711914,14848.42578,6.121882439,8260.509766,335.4577942,477877.4688
377,1.685113072,10.79226494,1774.38562,15203.35449,5.153849602,7022.313965,323.4763794,452301.25
378,1.695738554,10.56493187,1836.968872,14707.06152,5.023506641,6750.958496,327.2131653,462104.7813
379,1.930061221,10.10473633,2038.403809,13643.96875,5.927751541,7838.038574,301.6843262,408704.4688
380,1.482479334,9.949803352,1460.632446,13335.36133,4.889604568,6437.931641,302.6931458,412500.3125
381,1.27642715,9.84778595,1230.66272,12893.12598,5.706540108,7186.110352,295.3850708,386964.625
382,1.493197918,10.25914001,1458.742554,13846.4375,5.962590694,7816.09082,302.0805054,405307.5938
383,1.831945181,10.62492752,2005.777222,14398.43359,6.141431332,8206.972656,312.2513123,417509.875
384,1.638762116,11.06774807,1746.525024,15705.36426,6.69994545,9642.513672,326.9841003,460683.4063
385,1.706492186,11.0973177,1866.159424,16007.12402,6.666316509,9493.542969,330.909668,470025.2188
386,1.970116973,10.15239906,2124.322754,13671.68262,6.086224079,8093.486328,302.1836853,407486.7188
387,2.096590757,10.59744072,2245.598633,14571.91406,4.918749809,6505.318359,309.552124,416936.75
388,1.743946195,9.996608734,1795.92334,13297.67871,6.036763191,8088.10498,304.2459717,407282.0938
389,1.813314557,10.35581112,1899.169067,14059.75879,6.100090981,8306.777344,310.262146,425583.8125
390,1.497298837,10.00397587,1511.323486,13318.96875,5.641785622,7119.429688,295.8815918,391258.1875
391,1.353447795,9.855081558,1301.287964,12984.02344,5.650672913,7184.481445,292.3735352,385411.8438
392,1.439172506,10.1233263,1497.729004,13588.4541,1.940773368,2176.585205,301.5337219,406706.4063
393,1.848897576,10.96123505,2027.619751,15555.48047,6.284729958,8669.109375,330.3833618,466561
394,1.798615932,10.8404398,1888.095459,15217.00977,5.126894951,6837.112305,317.3018494,443329.8125
395,1.848371983,10.17150688,1967.612549,13775.68262,6.224321842,8518.073242,309.5702209,421297.4375
396,1.7826612,10.18446922,1915.874878,13862.67188,6.112196445,8352.973633,311.7148132,422283.5625
397,2.133266449,10.62185955,2302.256348,14865.18066,6.235807419,8573.608398,318.8987427,443249.8438
398,1.705894947,9.884633064,1704.869263,13160.71875,3.491441011,4404.70166,299.5246277,401751.7188
399,1.488457441,10.15081596,1441.703491,13673.41016,5.144406319,6981.039063,315.2228699,433435.0313
400,1.958450794,9.775078773,2064.366943,12800.08008,4.561779022,5623.904297,295.4669189,389237.5938
401,1.378897786,10.02435207,1405.087036,13431.93945,5.813529491,7487.057129,301.421814,407300.125
402,1.52161622,10.37783527,1513.893799,14392.68848,5.407132149,7591.324707,305.8664551,419603.2188
403,1.508357882,9.762158394,1540.165283,12705.45508,5.732984066,7340.163086,294.6424866,386019.7813
404,1.944190502,9.617816925,2004.184937,12525.68359,5.641235828,7347.361328,289.8003235,377149.0313
405,2.011349678,10.65210438,2044.557617,14949.04102,6.266080379,8604.760742,308.3486023,427917.2188
406,1.84465754,10.19554901,1933.189941,13927.2959,5.102815151,6874.27832,311.7452393,424527.0938
407,0.952129185,9.853907585,732.5213623,13080.67773,4.875101566,6331.230469,301.1630249,406101.75
408,1.605046749,9.845575333,1675.104004,13132.89648,5.922533512,7812.085449,299.7412109,405090.5
409,1.647442102,9.663066864,1732.924438,12767.33789,5.551263809,7235.625,286.691864,375260.375
410,1.947818637,10.41178226,2048.627686,14354.42773,3.730561733,5004.514648,313.1964417,432372.7813
411,1.335802794,9.788061142,1232.119629,12844.40137,5.841152191,7660.745605,295.3808899,390599.25
412,1.352998257,9.740717888,1334.018677,12716.0752,5.776292324,7514.912598,295.943512,393519.5
413,1.731367946,9.875447273,1762.126831,13267.29883,4.973762989,6657.094727,304.069458,410490.4375
414,1.691621065,10.10690784,1782.15271,13649.88672,5.925496101,7937.079102,301.3774109,405260.5313
415,1.641858578,9.889584541,1660.366089,13170.69922,4.912877083,6472.868164,293.4898071,386266.7188
416,1.59545207,9.977768898,1838.795654,13465.08887,5.953440189,8191.838379,303.9407959,410230.25
417,1.798623204,9.778386116,1987.63208,12972.20801,3.219379663,4123.374512,293.7600708,390901.0625
418,1.705559134,9.516764641,1715.71875,12383.54785,5.611624241,7279.340332,287.2437744,374925.6875
419,1.473986864,9.675049782,1437.014771,12872.05273,5.668834209,7458.859375,290.7633057,385657.4063
420,1.270410895,9.968361855,1242.065552,13224.26563,5.948769093,7889.108398,303.8530273,405262.0938
421,1.851574779,10.31442165,2026.465332,14138.89063,5.987986088,8255.724609,304.5530396,410642.3125
422,1.358769655,10.57135582,1433.474487,14780.2959,6.178488255,8357.393555,305.5185242,415966.9688
423,1.699225307,10.48676872,1815.468628,14551.16211,5.14316082,6985.753418,314.3860168,437925
424,1.49902606,10.17810059,1529.761963,13719.56348,6.061422825,8067.094727,308.1521912,418693.9688
425,1.220443249,9.809762955,1183.533936,13025.19238,5.868886948,7582.48584,298.085968,393095.2813
426,1.639019012,10.13696384,1722.239746,13625.21484,6.049320221,8011.192871,306.6841125,415918.7188
427,1.557327509,10.22868156,1534.566162,13794.98535,6.114492893,8368.78418,308.3020935,417683.2813
428,1.507428765,9.745922089,1349.549683,12707.8457,5.635916233,7244.626953,292.671875,384153.5938
429,1.533846855,9.730586052,1502.213989,12891.7666,4.748517513,6161.925781,299.7080994,402944.625
430,1.322328925,9.892305374,1384.457397,12845.60352,5.976584911,7801.619629,298.5100708,389832.1875
431,1.977846622,10.34088898,2204.304688,14027.13965,6.381946564,8756.456055,317.7255249,434070.3438
432,1.800707102,10.95014381,1915.210693,15673.77246,6.233413219,8816.266602,332.0808411,477067.4063
433,1.329644203,10.4006958,1297.659058,14215.23926,5.32120657,7423.487305,314.4170837,433142.6563
434,2.07320714,10.32398891,2276.259521,14057.60059,6.190693378,8549.25293,315.8790283,432471.9688
435,1.834083319,11.15469646,2005.066772,15934.67773,6.489114761,9292.466797,333.2814026,480732.125
436,1.573079109,10.67411423,1618.422974,15566.10254,6.457821846,9000.344727,322.2863159,455040.1563
437,1.653545499,9.843982697,1614.141479,13010.13477,5.033100605,6684.30957,296.9739075,395782.125
438,1.363666415,10.2186451,1362.097168,13781.80566,6.427143574,8936.396484,314.4693298,433243.1563
439,1.892773032,10.16775131,2076.451416,13804.31934,6.504201889,9245.207031,327.8885803,465269.875
440,1.470111012,10.46841526,1554.407471,14348.70801,4.593948841,5980.258789,311.5561523,427038.0625
441,1.323388577,10.34000397,1392.150024,14027.31836,5.651385307,7531.306152,301.3334961,406264.75
442,1.578431249,10.2341013,1729.356689,13980.21582,5.675405979,7518.276367,299.7791443,402552.1563
443,1.544128656,10.48163223,1577.244751,14284.77246,4.925799847,6538.128906,306.8135681,414313.4375
444,1.251605153,10.55394077,1284.495239,14636.28613,6.138356686,8312.726563,316.4733276,436185.4375
445,1.408072591,10.19453716,1390.960815,13871.24023,5.704190254,7565.75293,304.1966248,412687.125
446,1.612264872,10.1778841,1730.835083,13996.60547,4.730833054,6308.130371,308.1458435,426469.2188
447,1.859710455,10.0763092,1906.755005,13515.2041,5.863911152,7793.052734,303.9674072,410183.2188
448,1.581665158,10.18113041,1669.445679,13842.93164,5.708516121,7599.716797,303.1370239,411989.3125
449,1.627993584,9.669219017,1636.969116,12890.71777,5.456254959,6994.715332,295.9795227,397903.8125
450,1.742174506,10.84427643,1934.663086,15370.38965,5.338487625,7629.384766,328.8095703,469988.1875
451,1.305323601,9.824666023,1342.911499,13196.74902,5.750016212,7692.367676,297.0559387,401787.2813
452,1.524755001,10.26357841,1658.418457,13916.89063,6.244788647,8474.681641,304.1925964,408677.1563
453,1.677657843,10.65582943,1741.903931,14876.89648,5.149395466,7075.649414,323.9634094,465236.5313
454,1.301957488,9.7218256,1364.721313,12855.37695,5.689838409,7551.59375,294.6612549,392164.375
455,1.500882983,10.06307507,1511.079834,13757.1416,5.867359638,8032.171875,311.7286377,431684.375
456,1.692465663,9.458411217,1589.96228,12312.49512,5.486299515,7095.062012,282.5775757,368521.375
457,1.253206372,9.32950592,1136.391479,12070.58984,5.440382481,7024.783691,279.4045715,362135.625
458,1.56362319,9.336533546,1572.331299,11938.10254,5.362867355,6832.660156,281.5549316,360589.3438
459,1.149268866,9.428315163,1095.36731,12034.30957,4.175785542,5077.840332,285.585144,369293.3438
460,1.500398159,9.615198135,1462.839355,12434.73535,5.427617073,6874.419922,287.0278015,369623.4375
461,1.299029589,10.28065205,1166.141968,13990.38672,4.796858311,6377.830078,317.1964111,437079.0313
462,1.887007475,9.770651817,1915.610107,12823.61914,5.565310955,7224.196289,291.5614624,383528.3438
463,1.200191855,9.245455742,1115.520386,11767.98926,5.154133797,6252.831543,280.0914612,361744.7813
464,1.448965788,9.220959663,1415.770996,11718.17871,5.364121914,6817.568359,282.0808411,360856.2813
465,1.38496685,10.0532217,1466.761841,13628.06738,5.578786373,7319.617188,287.6272278,379575.875
466,2.150209665,9.637327194,2295.17749,12628.44824,2.945233583,3493.782227,283.2261963,367890.2813
467,1.65939641,9.678630829,1813.667114,12777.10254,4.579971313,5958.286133,290.4328003,383413.4063
468,1.820404768,10.16171455,1939.893188,13863.72949,5.895656109,8003.474121,309.1192627,425635.625
469,1.428374767,9.977960587,1475.287354,13385.78613,5.823721409,7836.53125,305.1529846,417704
470,1.449493289,9.770811081,1505.231689,12997.74023,5.763691902,7723.592285,297.245575,398343.5938
471,1.856984973,9.955192566,1827.453613,13360.375,4.578096867,5956.761719,299.6069336,400194.6563
472,1.327838063,9.597380638,1274.583862,12497.00586,5.326372623,6664.119141,286.3471375,372686.9375
473,1.105962276,10.22488308,1156.359253,13996.45508,4.8629179,6584.147461,301.3227539,412409.5
474,1.892511964,10.85682487,2201.959961,15643.48047,1.853751063,2184.892822,308.2104492,427692.8438
475,1.335306406,10.94001579,1339.545898,15800.56055,3.558562994,4873.857422,325.7037659,467484.8125
476,1.603888273,10.81430244,1745.869751,15186.89844,3.32096386,4296.421875,295.5916748,388579.125
477,1.342840314,9.864192009,1385.790771,13200.69629,5.679247379,7502.244629,290.4124756,380036.375
478,1.080777884,10.09076023,1044.009277,13732.29395,1.69003737,1831.994141,289.4224243,383207.9063
479,1.809787869,9.477721214,1910.646118,12365.37891,5.31085825,6645.097656,282.8877258,369028.3438
480,1.161965489,9.806868553,1219.051514,12923.11621,5.620738029,7327.161133,287.9631348,376019.2188
481,1.713157415,9.950757027,1818.216309,13309.22363,4.679656506,6066.598145,297.5276794,399839.5938
482,1.767482042,10.28058434,1805.806885,13990.02832,5.891956806,7982.984375,303.2188721,413120.4063
483,1.89655757,10.16072083,2075.372803,13762.6084,4.842733383,6414.901367,312.2420959,429580.5625
484,1.4791044,9.388931274,1436.251099,11982.72363,2.99631381,3628.348145,285.7913513,369377.8438
485,1.429709673,9.692745209,1463.507568,12647.93555,4.33027792,5528.857422,293.1168823,389629.8125
486,1.201233268,10.24050236,1218.546143,13998.00781,5.802185535,7841.611328,313.8677063,446353.8125
487,1.358391881,10.11326885,1478.274658,13897.77344,6.022763729,8390.676758,305.4824829,421404.0313
488,1.644409657,9.454154968,1740.277466,12318.14063,5.262486458,6532.484375,292.1292114,385525.6875
489,1.567245007,9.818817139,1564.5,12934.97461,4.184567928,5206.710449,289.5961609,380121.5
490,1.889122963,9.413301468,1963.916748,12094.93555,5.163880825,6360.807617,283.7092896,366025.375
491,1.557955503,9.951687813,1555.953857,13106.71973,5.75658083,7633.269531,295.7025452,387648.7813
492,1.316835761,9.673161507,1279.744873,12587.64844,4.256727219,5292.415039,294.2843018,389416.75
493,1.408590794,10.66980648,1456.06958,15227.56934,4.522093773,5914.78418,306.4196167,420484.0625
494,1.079067111,10.21539211,1016.0578,13802.53613,4.767392159,6224.086914,302.021698,405022.3125
495,1.337146401,10.06227398,1375.601563,13399.26758,5.713683605,7459.773926,304.2206421,411233.5938
496,1.234808087,10.47502804,1099.572998,14460.74512,6.082046509,8314.380859,313.7714539,431903.4063
497,1.162071586,9.772620201,1158.06665,12979.91797,5.760124207,7805.203613,298.3240051,400149.6875
498,1.44821012,9.757253647,1456.553101,12863.16895,6.065715313,8310.594727,304.991394,413612.3125
499,1.782954335,10.21783447,1915.101563,13903.42578,5.797323227,7776.390137,297.2615051,392651.3125
500,1.020076632,9.773443222,979.1908569,12851.21289,5.669251442,7536.304688,289.3188171,376872.0625
501,1.681016684,9.463914871,1797.976074,12289.70117,5.711946011,7612.855957,299.2108154,397761.375
502,1.387747884,10.03074074,1330.096802,13453.52148,5.603435993,7380.000977,296.6954346,391223.125
503,1.883926868,9.764214516,1910.571899,13107.68164,5.441665649,7004.350098,292.7310486,385241.2188
504,1.837680101,9.365465164,1813.578613,12054.55664,4.378724575,5485.668457,279.9960022,361193.8125
505,1.282541156,9.087530136,1158.513062,11431.81934,5.128410339,6219.390137,276.9687195,352188.3125
506,1.567918062,9.277975082,1630.385376,11778.84375,5.283545494,6544.566895,280.2810364,359006.25
507,1.663747907,9.417702675,1737.208252,12118.60645,5.218845844,6415.138672,287.4663696,373932.8438
508,1.584789515,9.482962608,1512.97644,11929.89551,5.155160427,6278.104492,288.5781555,370461.9688
509,1.50752151,9.871827126,1467.429932,12826.58301,5.569602489,7164.840332,305.8413696,412712.9063
510,1.356411815,9.402510643,1285.850098,11938.16504,5.150785446,6291.437012,292.2471619,381659.125
511,1.669668674,9.451247215,1756.209839,12208.59961,5.214527607,6452.827637,285.6408691,373437.9688
512,1.801722407,9.526124001,1861.581909,12398.76953,5.524381161,7235.488281,300.9171448,404847.0625
513,1.96749723,10.29684925,2123.892334,13989.62109,6.001554489,8167.310059,307.3234863,417532.9375
514,1.478203535,10.84835434,1663.073486,15433.07031,6.536179066,9368.673828,326.0988159,462995.9688
515,1.794120789,11.07823086,1953.508789,16017.03711,5.121620655,7036.81543,329.0933228,473617.3438
516,1.496755838,10.64395142,1554.253174,14862.30762,6.212728977,8657.525391,317.4208984,439506.6875
517,1.821861386,10.26885319,2068.659912,13855.58789,6.146799088,8335.214844,311.3146057,423401.7188
518,1.455296516,10.36161423,1445.486816,14183.49805,5.94879961,8003.504395,314.3352356,430511.875
519,1.250887871,10.91117573,1233.959839,15698.29199,3.544598579,4826.161133,318.5154419,446872.1563
520,1.752423286,10.88132,2008.615601,15419.79199,1.993984699,2483.331055,329.1285095,471445.9063
521,1.285338163,11.01601219,1388.067627,15959.48145,6.255023003,8910.859375,333.1888428,481913.625
522,1.28693819,9.397656441,1263.400024,12112.47559,5.262284756,6588.680176,281.4541016,361183.9688
523,1.71196115,9.462947845,1632.961426,12233.80762,5.413921356,6866.786133,282.7443848,365696.3438
524,1.432729244,9.372160912,1461.82019,11986.99414,5.369971275,6732.877441,279.1993408,356150.9375
525,1.726784587,9.559589386,1853.805542,12407.11621,4.175325871,5089.242676,286.2730103,372908.4063
526,1.320291877,9.395633698,1295.467163,11996.3916,5.183371544,6287.498535,280.3892517,353933.3438
527,1.490456462,9.47115612,1370.206543,12239.24219,5.419046879,6791.914063,284.6866455,368574.6563
528,1.444359064,9.75053215,1446.32312,12824.45215,4.287870884,5367.778809,297.3234863,399964.4375
529,1.554308414,10.00790882,1492.107056,13263.9834,5.691585541,7488.348633,294.7315369,387777.5625
530,1.672565222,9.996899605,1743.229736,13218.85449,5.64906311,7402.980957,302.4691162,408557.5625
531,1.310172081,9.814845085,1228.846436,12902.63672,4.636271477,6130.856934,297.5865784,393553.5313
532,1.327108979,10.01634026,1396.701782,13479.1748,5.858753681,7957.907715,302.6972961,408127.9375
533,1.636163592,10.0977602,1541.875244,13590.75293,5.641904354,7346.360352,306.6473694,417160.5313
534,1.531025052,9.908333778,1490.61499,13054.37012,4.645481586,5962.104492,299.0180664,395317.25
535,1.57016778,9.652535439,1621.921875,12486.51465,5.501260757,7018.121094,297.200592,393973.9063
536,1.716333628,10.03541088,1707.442261,13504.62012,4.252295494,5278.722656,289.4711914,378972.75
537,1.990128398,9.953152657,2156.75415,13226.58887,5.476803303,6966.576172,288.0663147,373814.4375
538,1.514002681,9.788394928,1463.469849,12707.21191,5.493021965,7004.849121,291.255249,378384.3125
539,1.173550367,10.07525444,1119.131714,13486.97559,5.54945612,7169.345215,291.081543,382859.125
540,1.646140337,10.1137886,1789.520264,13661.91992,5.990386486,8238.994141,309.0742798,425793.8438
541,1.674259901,10.40787792,1805.058594,14349.41113,6.067833424,8441.542969,317.9908447,444978.5625
542,1.888727784,10.32609177,1961.705444,13993.61426,6.187410831,8503.447266,320.3561707,447402.9063
543,1.615462422,10.15597248,1718.664307,13638.5957,4.779348373,6398.231445,312.8692322,433066.5938
544,1.576062918,10.11397648,1596.596313,13591.37012,5.878589153,7894.804199,306.8390808,414842.5938
545,1.657945871,10.38616753,1810.4552,15000.82227,6.41636467,9145.419922,309.6036682,452911.5938
546,1.248464346,10.44085503,1196.467651,14431.38867,4.920527935,6775.03125,315.039032,438943.1875
547,1.402207613,10.085989,1387.784912,13572.16992,6.00750494,8135.731445,301.3612061,402358
548,1.287438869,9.853786469,1270.382324,12985.64063,5.348618984,6726.016113,280.727478,358265.625
549,1.571076632,10.22468948,1547.834961,14034.29492,4.790259361,6341.547852,298.2957764,399973.0625
550,1.79447329,10.14567852,1930.154785,13858.78516,3.411989689,4414.513184,298.8969727,405048.4375
551,1.306485295,10.45898438,1382.941528,14466,6.092146397,8543.147461,309.056427,432517.0313
552,1.597621441,10.37563896,1710.897583,14126.4248,3.612067699,4726.201172,309.4622498,423228.7188
553,1.13165009,9.955859184,1064.922241,13189.48047,4.923849583,6624.174805,302.1318665,409269.8125
554,1.275838375,9.384102821,1145.747559,12037.58496,5.526996613,7205.648438,284.3424683,367435.1875
555,1.493973017,9.912075043,1509.836914,13422.19824,4.296770573,5539.1875,291.4992981,393358.5938
556,1.298297882,9.8804636,1207.213501,13386.36914,5.738629818,7784.655273,298.8929749,409188.9375
557,1.439116597,9.855426788,1450.043213,13388.13965,5.770561695,7844.148438,297.223877,405770.5
558,1.524924517,9.751024246,1577.690063,13032.40234,5.394442081,6951.145508,294.8319702,399152.3438
559,1.615958452,9.579213142,1761.510864,12619.65723,5.296843529,6726.40918,293.8572388,396847.75
560,0.96104759,10.48638153,962.2189941,14726.54297,6.113842964,8498.856445,299.9662476,409820.6875
561,1.285829186,9.921530724,1404.583862,13549.3877,5.818968773,7984.4375,300.5710754,413879.375
562,1.382957578,10.07128334,1325.366333,13752.79688,5.994627953,8295.537109,303.4713745,413035.1875
563,1.373569965,10.57863331,1437.790771,15064.10156,5.232108116,7421.076172,322.0694275,465154.0938
564,1.504118204,9.207279205,1407.829712,11928.5293,5.241853714,6743.067871,279.1325989,364129.5938
565,1.334185362,9.898173332,1273.025024,13170.2998,5.861849308,7884.529297,290.2784424,382991.9375
566,1.508743763,10.22625542,1567.743652,14346.96875,4.589051247,6154.57666,305.5548096,427510.6875
567,1.748781562,9.828780174,1889.374268,13247.85742,4.285306931,5445.398926,297.1686096,405851.625
568,1.533532143,10.12004471,1601.66272,13925.02148,5.847182274,7967.614746,300.6166992,411743.5938
569,1.274461269,9.844362259,1285.665283,13229.58594,4.38390398,5562.40918,292.0742188,387907.0313
570,1.461429119,10.08566856,1539.562134,13543.1543,5.942009449,8046.580566,302.1294556,403745.25
571,1.531851768,9.484207153,1497.446533,12321.97949,5.38193655,6883.657227,284.821106,370826.0313
572,1.349287868,10.0617609,1371.594482,13575.24512,5.903354168,7966.307129,299.9785156,402036.5
573,1.341333032,9.871718407,1300.116211,13204.9502,5.665082932,7516.145996,294.5556641,392042.2188
574,1.285990477,9.857932091,1169.65332,13150.37012,5.647709846,7456.471191,292.2476196,385077.5313
575,1.598733187,9.845835686,1567.556519,13005.57227,5.637435913,7366.896973,292.8934326,383816.8438
576,1.277511597,9.777554512,1295.866699,12906.37988,4.71653986,6109.870605,291.3034363,382484
577,1.269690752,9.914881706,1339.230347,13394.02441,5.85623455,8071.938965,294.6713867,397816.5
578,1.471549869,9.861252785,1492.203247,13321.94336,5.702271938,7763.105957,294.678833,392829.2188
579,1.206960559,9.702238083,1136.259033,13039.08398,4.540097237,6049.971191,285.7176514,378780.0625
580,1.661361217,9.531243324,1778.019653,12624.0127,4.263306141,5445.444824,273.1337585,345374.0313
581,1.605256915,10.18709564,1550.06897,14039.71484,1.751749277,1989.423096,292.9758301,391986.1875
582,1.419401288,10.22968578,1473.14978,14169.35449,5.143705845,7308.09668,302.4100952,412839.5
