Round,femnist_norm_inspect_l2_total/benign,femnist_norm_inspect_l2_total/mal,femnist_norm_inspect_l1_total/benign,femnist_norm_inspect_l1_total/mal,femnist_norm_inspect_data_poison_l2_total/mal,femnist_norm_inspect_data_poison_l1_total/mal,femnist_norm_inspect_scaled_l2_total/mal,femnist_norm_inspect_scaled_l1_total/mal
583,1.570691228,9.496500969,1648.141846,12276.28027,5.6992836,7650.44043,282.5639648,362226.5313
584,1.817997217,10.34723663,2041.348145,14490.51758,5.900372028,8034.196289,303.3627319,420979.2188
585,1.441271424,10.40136242,1542.957031,14507.99805,5.894002914,7918.049316,310.685791,432074.125
586,1.605026245,9.580151558,1735.166382,12351.98145,5.49230957,6978.320801,290.7020264,378682.7813
587,1.375727534,9.749738693,1354.218262,12913.08984,5.565168858,7150.103516,293.5440674,389583.3125
588,1.76752317,9.764927864,1727.657227,12877.39355,5.476424217,7056.243164,287.2064514,374775.8125
589,1.341307878,9.797136307,1349.831299,13050.1543,5.633410931,7459.773926,291.9246216,387187.1563
590,1.158141971,9.529258728,1139.626709,12422.0459,4.17571497,5170.399902,285.0376587,368468.4688
591,1.279561162,9.543878555,1233.998657,12442.00391,5.578260899,7429.952148,287.6156616,375810.25
592,1.500647783,9.749351501,1540.281006,13040.375,5.528576374,7257.864746,295.9041443,398810.0938
593,1.124308825,9.445115089,1133.313721,12201.90527,5.33163023,6699.047852,288.5854797,378579.4375
594,1.426359057,10.02035427,1490.189819,13705.74414,4.447354317,5706.659668,293.1265869,390748.5625
595,1.507891178,10.26720715,1582.194336,14065.86914,5.866995335,7885.688477,301.3601685,408617.5313
596,1.43977046,9.986714363,1480.088623,13518.39258,5.858192444,8004.338379,296.5689392,400979.5625
597,1.198848367,10.42786217,1227.703125,14549.68457,4.572958946,6030.185059,311.0281677,435235.125
598,1.753996968,9.843132973,1987.722412,13182.09863,4.173327923,5195.722168,291.3188171,385946.8438
599,1.265610933,10.22580338,1296.214966,14148.17188,5.979026318,8199.373047,310.5180969,431510.0313
600,1.106128931,10.10464191,1114.76123,13686.1709,3.322921038,4230.945313,294.9945374,389410.9063
601,1.291460752,10.05783844,1281.400879,13753.64648,5.88779974,8033.922852,296.9130249,398800.9375
602,1.335907459,10.21722412,1307.924927,13913.80957,4.838177204,6466.8125,294.8169861,389120.0938
603,1.337476373,9.714597702,1352.87207,12751.125,5.818092823,7764.608887,291.8901062,379748.6875
604,1.466400146,9.532449722,1445.930664,12406.33105,5.277161598,6609.470215,278.1035767,354850.4688
605,1.301172495,9.502809525,1313.821533,12386.75293,5.302237988,6698.501465,280.0072021,357945.0313
606,1.265847683,10.08134556,1346.636475,13734.15039,5.766119003,7685.156738,294.89328,397680.5313
607,1.5389148,10.62876892,1553.714966,14931.86719,6.105242252,8480.993164,312.1558838,430260.6563
608,1.537019491,10.22650909,1651.614014,13966.20703,4.9505229,6603.941406,300.3403931,404855.0625
609,1.304863334,10.04057312,1321.912598,13351.01758,4.986129284,6707.288086,299.0224609,398873.0938
610,1.536839843,9.980194092,1583.812988,13318.44531,6.014905453,8145.319336,300.7017822,406270.5313
611,1.559494853,10.3015337,1628.90918,14165.36523,6.111566544,8355.830078,311.9674988,430894.875
612,1.4223212,10.11855793,1357.532104,13669.2832,5.877912998,7902.703125,300.7991943,405847.625
613,1.554013729,10.37430954,1657.685913,14399.43066,3.404190302,4410.195313,306.2406311,420051.2813
614,1.73565948,10.74212933,1790.425049,15355.14648,6.170934677,8605.561523,315.7539368,450742.625
615,1.204523563,10.29127216,1265.829468,14201.31836,5.97063303,8221.62207,299.9665222,406722.2813
616,1.580339789,9.751987457,1656.280884,13036.3125,5.528206825,7271.53418,284.1465149,370393.5625
617,1.478093028,10.24100494,1518.206055,13945.00098,4.792770386,6395.300293,312.5054321,436246.9063
618,1.37424159,10.13101101,1392.593506,13823.61621,4.845451832,6428.615723,305.0052795,416579.8438
619,1.502499104,10.11936474,1514.571167,13815.69043,,,307.2528381,422745.3125
620,1.542253137,10.03563023,1504.175781,13519.21777,,,304.7369385,414111.75
621,1.210192919,10.1725111,1162.971313,13821.47266,,,304.6003723,412507.8125
622,1.427041292,9.970178604,1412.115479,13385.39063,,,295.9637756,392499.75
623,1.374798656,10.01528263,1441.536743,13290.63281,,,300.4906311,400724.5938
,,,,,,,305.0748291,417028.6875
,,,,,,,300.3164673,416494.6563
,,,,,,,305.3931885,418995.4688
,,,,,,,293.3682861,387285.2188
,,,,,,,300.6383057,401612.4688
,,,,,,,294.0099792,388736.8125
,,,,,,,295.5517273,393309.5313
,,,,,,,280.171051,365044.0625
,,,,,,,284.3305664,370230.25
,,,,,,,288.9229736,378179.5
,,,,,,,293.2996216,393404.2188
,,,,,,,296.0976868,397832.8438
,,,,,,,303.1010437,417777.4688
,,,,,,,305.9064636,421874.25
,,,,,,,306.5068054,422673.5938
,,,,,,,307.3225708,423256.6563
,,,,,,,297.8504944,408760.0625
,,,,,,,297.2766113,399930.0938
,,,,,,,293.6948853,393318.125
,,,,,,,301.8442383,410846.5938
,,,,,,,284.3167419,371557.375
,,,,,,,285.0166016,374935.5313
,,,,,,,301.5190125,408593.3125
,,,,,,,308.6347046,427706.9375
,,,,,,,302.0749207,419463.5313
,,,,,,,297.62323,410039.375
,,,,,,,298.5888977,402609.1875
,,,,,,,318.777771,455481.5938
,,,,,,,310.421051,433028.375
,,,,,,,304.8443909,417521.75
,,,,,,,310.589447,452268.3125
,,,,,,,309.8382874,440405.25
,,,,,,,305.2460022,418006.125
,,,,,,,313.7946167,439635
,,,,,,,297.8527832,403611.0938
,,,,,,,299.0826721,404702
,,,,,,,297.6791382,404962.6875
,,,,,,,308.6535645,446870.5938
,,,,,,,311.0296936,430933.6875
,,,,,,,309.5198364,427434.1875
,,,,,,,311.9421692,439959.5938
,,,,,,,305.9875183,422933.875
,,,,,,,304.0054016,412881.9063
,,,,,,,307.5385437,427366.9375
,,,,,,,310.0987854,434908.5625
,,,,,,,319.3924561,456119.625
,,,,,,,312.4877319,442879.7813
,,,,,,,298.8243713,408095.875
,,,,,,,298.0022278,399818.75
,,,,,,,298.1588745,396925.2813
,,,,,,,304.1973572,420157.2813
,,,,,,,315.4458923,445051.5938
,,,,,,,310.988739,432587.0313
,,,,,,,305.067688,422305.75
,,,,,,,312.0014343,440805.0938
,,,,,,,300.6009827,411641.6563
,,,,,,,297.7430115,394046.1875
,,,,,,,289.3816528,382077.5938
,,,,,,,300.9086609,412110.9375
,,,,,,,298.1000366,401018.5
,,,,,,,297.4465637,398271.75
,,,,,,,301.5865479,415896.4063
,,,,,,,304.574585,421547.4063
,,,,,,,302.0335388,421006.5
,,,,,,,301.2321777,423271.0938
,,,,,,,308.5634766,428938.5
,,,,,,,297.2103882,401094.8438
,,,,,,,294.1853638,394409.7813
,,,,,,,313.2188721,439038.9375
,,,,,,,307.3912659,423977.8125
,,,,,,,304.5508728,419308.75
,,,,,,,304.9120789,418076.5313
,,,,,,,299.7206726,408288.9375
,,,,,,,299.1298828,406149.2188
,,,,,,,306.8354492,433401.5625
,,,,,,,308.7428894,444254.875
,,,,,,,302.3625488,422654.0313
,,,,,,,297.3376465,427186.2813
,,,,,,,305.7814636,424267.125
,,,,,,,306.1133728,445735.2188
,,,,,,,308.8562927,430021.2813
,,,,,,,305.8395996,429702.6563
,,,,,,,290.0189209,388122.7188
,,,,,,,292.256897,391350.0625
,,,,,,,316.2383728,453565.7813
,,,,,,,306.1646118,439499.0625
,,,,,,,312.0907593,446240.875
,,,,,,,300.0830994,412026.5625
,,,,,,,293.2115173,398564.1875
,,,,,,,290.8851624,391995.75
,,,,,,,305.1164856,426175.4063
,,,,,,,300.6863403,417133.75
,,,,,,,303.5776062,421954.3125
,,,,,,,284.9517822,375462.1563
,,,,,,,298.0102539,410091.1875
,,,,,,,278.8382568,361668.625
,,,,,,,279.9536743,363798.9375
,,,,,,,281.8980103,373519.7813
,,,,,,,281.530304,374795.375
,,,,,,,285.005188,383728.5625
,,,,,,,282.1058655,368824.2188
,,,,,,,285.2810974,377601.8125
,,,,,,,289.6908875,389660.25
,,,,,,,290.0993042,384641.2188
,,,,,,,295.5649414,395433.4688
,,,,,,,292.5627747,393549.4375
,,,,,,,290.7090759,383485.8125
,,,,,,,297.6878662,402921.8438
,,,,,,,288.3238525,382184.6563
,,,,,,,282.836853,368449.6875
,,,,,,,293.9096985,398168
,,,,,,,291.2378235,393689.375
,,,,,,,291.4276428,394593.5938
,,,,,,,287.7352295,379676.3438
,,,,,,,299.0105591,408413.5313
,,,,,,,287.0299683,383292.9063
,,,,,,,290.1004028,391522.8438
,,,,,,,295.6112366,404252.9375
,,,,,,,313.320282,444300.8125
,,,,,,,300.9887695,418774.75
,,,,,,,312.0327759,441190.0938
,,,,,,,310.73172,439315.3438
,,,,,,,315.9552612,454142.625
,,,,,,,303.1019287,423577.9063
,,,,,,,294.9644775,404810.1875
,,,,,,,300.4140625,411687.5625
,,,,,,,290.3556213,389121.8125
,,,,,,,291.4634705,388340.7188
,,,,,,,290.4673767,390152.7813
,,,,,,,296.8535767,403394.4375
,,,,,,,320.6056519,451713.3125
,,,,,,,314.1080017,436867.875
,,,,,,,312.0099487,433426.25
,,,,,,,289.5861206,378770.9688
,,,,,,,282.3557434,364873.7813
,,,,,,,288.4362793,380240.6875
,,,,,,,314.4490051,443546.875
,,,,,,,289.8565674,388962.5938
,,,,,,,284.9664307,378401.6875
,,,,,,,298.4518738,404666.9375
,,,,,,,295.2759094,400741.0625
,,,,,,,305.4408569,418922.5625
,,,,,,,307.5168457,429189.0313
,,,,,,,301.4268188,409195.5313
,,,,,,,294.3388062,393162.625
,,,,,,,305.9054565,425732.75
,,,,,,,305.9450378,418955.625
,,,,,,,297.3748474,401371.6563
,,,,,,,289.4986877,388296.4688
,,,,,,,311.4060669,442485.9375
,,,,,,,300.1369629,410815.5625
,,,,,,,290.7024841,389447.7813
,,,,,,,291.9798279,388038.6563
,,,,,,,297.6760559,401901.5625
,,,,,,,303.5569458,422261.4063
,,,,,,,293.8104553,389990.5313
,,,,,,,303.1452637,417614.3438
,,,,,,,313.9133911,446049.75
,,,,,,,321.20401,469921.0313
,,,,,,,305.6495361,431197.6563
,,,,,,,308.8168945,436600.5625
,,,,,,,297.0674133,404114.75
,,,,,,,295.8046265,404854
,,,,,,,292.1650085,394420.0938
,,,,,,,312.2419434,443915.75
,,,,,,,287.9226074,386043.375
