,round,clients
780,781,"[381, 209, 1319, 1393, 1490, 2202, 3, 560, 363, 644, 422, 540, 1716, 231, 1204, 2822, 427, 960, 686, 459, 565, 2158, 1878, 111, 420, 788, 214, 1073, 769, 20163]"
781,782,"[735, 644, 277, 243, 548, 938, 1135, 211, 2547, 725, 713, 671, 1311, 138, 339, 1374, 2804, 243, 1096, 1979, 800, 1043, 1905, 1916, 1472, 541, 812, 614, 736, 15370]"
782,783,"[386, 829, 1747, 1396, 44, 369, 1506, 918, 1052, 401, 281, 418, 938, 234, 478, 355, 635, 40, 193, 565, 1311, 89, 23, 668, 635, 492, 554, 1684, 9, 18065]"
783,784,"[1160, 2464, 1388, 407, 1060, 1253, 632, 263, 183, 852, 771, 861, 472, 944, 797, 667, 474, 1014, 2037, 368, 623, 84, 1509, 858, 979, 439, 315, 237, 804, 21913]"
784,785,"[1000, 432, 306, 341, 682, 979, 452, 1265, 1013, 401, 733, 184, 236, 710, 379, 307, 898, 421, 776, 731, 759, 826, 471, 241, 774, 616, 414, 433, 479, 16876]"
785,786,"[370, 493, 841, 810, 1175, 48, 467, 447, 1319, 556, 776, 634, 317, 2559, 1127, 901, 445, 128, 957, 563, 545, 619, 445, 631, 485, 280, 362, 1479, 1046, 20334]"
786,787,"[997, 755, 739, 899, 1090, 929, 961, 560, 745, 471, 924, 2111, 499, 290, 1223, 752, 987, 1323, 1100, 770, 111, 722, 389, 478, 861, 304, 614, 415, 718, 24714]"
787,788,"[1972, 540, 575, 180, 546, 202, 566, 38, 291, 614, 622, 1003, 789, 446, 458, 287, 653, 885, 768, 2, 302, 288, 2628, 306, 342, 1090, 1168, 646, 300, 18641]"
788,789,"[759, 351, 199, 589, 889, 3526, 667, 332, 689, 343, 13, 949, 410, 494, 996, 445, 1007, 1, 1134, 410, 1269, 603, 681, 529, 694, 816, 90, 461, 143, 17696]"
789,790,"[301, 32, 666, 1366, 873, 619, 964, 2068, 308, 942, 180, 969, 1006, 853, 918, 898, 581, 610, 869, 474, 320, 954, 613, 79, 797, 289, 493, 864, 1, 18255]"
790,791,"[194, 455, 1128, 601, 885, 917, 550, 252, 251, 510, 156, 253, 683, 181, 163, 947, 293, 424, 162, 94, 381, 515, 2311, 359, 314, 532, 597, 365, 294, 17126]"
791,792,"[1105, 73, 150, 2176, 440, 916, 720, 804, 406, 143, 0, 503, 1726, 652, 415, 1582, 542, 111, 772, 694, 519, 267, 1088, 832, 797, 170, 448, 60, 419, 12606]"
792,793,"[721, 275, 1114, 23, 1548, 252, 883, 1194, 1440, 726, 771, 907, 162, 505, 85, 203, 551, 892, 1131, 1245, 2226, 291, 658, 961, 574, 569, 2338, 735, 498, 9082]"
793,794,"[359, 1070, 474, 1079, 34, 807, 666, 929, 212, 1554, 256, 767, 568, 966, 1021, 745, 270, 1867, 318, 960, 334, 472, 286, 217, 920, 496, 780, 390, 965, 16590]"
794,795,"[700, 1706, 526, 503, 51, 698, 718, 634, 758, 772, 270, 3102, 1182, 246, 518, 647, 1566, 333, 775, 482, 438, 2085, 1452, 1159, 483, 413, 130, 1839, 196, 16261]"
795,796,"[919, 1009, 264, 729, 418, 2428, 150, 385, 874, 69, 1499, 693, 32, 555, 811, 1037, 538, 0, 391, 855, 790, 276, 602, 553, 847, 442, 174, 554, 169, 15781]"
796,797,"[457, 666, 1790, 718, 1270, 1163, 1211, 437, 615, 359, 477, 677, 398, 824, 1007, 327, 910, 111, 308, 648, 806, 395, 1233, 1343, 704, 546, 1389, 956, 472, 23665]"
797,798,"[88, 336, 1318, 1314, 1004, 340, 87, 480, 94, 32, 109, 1496, 1264, 1015, 3250, 1793, 856, 19, 417, 479, 320, 217, 201, 1324, 467, 1170, 1192, 274, 2247, 21547]"
798,799,"[1392, 1187, 592, 406, 107, 936, 572, 415, 679, 365, 748, 479, 1367, 734, 641, 1206, 183, 42, 379, 555, 2395, 447, 755, 528, 867, 458, 614, 845, 874, 25265]"
799,800,"[2062, 646, 1, 70, 163, 338, 363, 226, 1895, 864, 51, 312, 156, 289, 329, 306, 278, 173, 1879, 1138, 422, 2169, 273, 979, 740, 258, 1756, 590, 552, 21954]"
800,801,"[614, 331, 446, 668, 746, 797, 546, 793, 632, 20, 2036, 1128, 409, 741, 954, 693, 589, 1508, 1537, 1002, 1676, 454, 633, 385, 1984, 1052, 839, 2681, 610, 14652]"
801,802,"[147, 54, 34, 797, 691, 1005, 1635, 836, 826, 549, 1210, 76, 1714, 341, 1961, 419, 1141, 440, 817, 213, 1328, 1453, 1363, 1010, 287, 1267, 32, 264, 2321, 15680]"
802,803,"[274, 201, 797, 573, 692, 700, 556, 424, 24, 450, 552, 945, 729, 782, 92, 357, 1655, 1671, 863, 217, 246, 1081, 656, 294, 1338, 691, 422, 735, 421, 9949]"
803,804,"[444, 1516, 715, 272, 945, 336, 796, 571, 1673, 69, 610, 365, 182, 1472, 194, 115, 747, 1447, 143, 467, 526, 1184, 250, 274, 758, 503, 457, 231, 220, 22561]"
804,805,"[672, 1356, 655, 114, 1781, 805, 527, 843, 560, 217, 620, 525, 506, 1394, 460, 727, 600, 1182, 3044, 707, 217, 529, 741, 1031, 1017, 1017, 620, 1036, 591, 20895]"
805,806,"[493, 271, 921, 46, 266, 78, 573, 567, 386, 854, 2063, 177, 612, 627, 536, 354, 667, 439, 481, 1208, 385, 180, 181, 69, 69, 601, 279, 670, 291, 18575]"
806,807,"[839, 478, 274, 247, 480, 1109, 1073, 635, 611, 1520, 1024, 415, 163, 260, 3419, 284, 923, 327, 365, 1303, 94, 489, 402, 412, 816, 76, 692, 638, 807, 19265]"
807,808,"[550, 788, 438, 401, 239, 211, 1554, 647, 699, 43, 432, 248, 542, 499, 324, 839, 962, 37, 474, 324, 2461, 345, 916, 102, 507, 531, 1014, 505, 800, 18316]"
808,809,"[71, 23, 1117, 2138, 210, 1042, 864, 178, 736, 647, 407, 119, 426, 1042, 680, 353, 1433, 480, 465, 489, 1154, 511, 248, 313, 931, 245, 1090, 256, 323, 21846]"
809,810,"[567, 816, 328, 1369, 634, 1545, 1983, 484, 1168, 282, 1401, 1607, 630, 831, 314, 612, 768, 272, 820, 827, 391, 553, 619, 470, 276, 1293, 1410, 1026, 1782, 19758]"
810,811,"[321, 400, 699, 113, 483, 168, 372, 589, 389, 312, 1, 408, 239, 1284, 658, 348, 205, 128, 491, 639, 1402, 130, 868, 310, 117, 84, 476, 269, 831, 18311]"
811,812,"[285, 917, 116, 257, 468, 364, 882, 140, 542, 1129, 544, 67, 675, 1054, 269, 378, 986, 1225, 1086, 704, 471, 792, 702, 1431, 878, 947, 391, 824, 898, 11551]"
812,813,"[155, 486, 1184, 792, 1046, 417, 783, 407, 158, 295, 791, 883, 453, 78, 69, 216, 189, 339, 17, 430, 543, 386, 766, 470, 513, 615, 399, 1534, 425, 23512]"
813,814,"[403, 440, 883, 700, 1419, 1712, 611, 621, 1572, 525, 707, 724, 813, 685, 2546, 541, 483, 582, 788, 1137, 2041, 1245, 785, 455, 415, 1284, 1495, 756, 1795, 19792]"
814,815,"[766, 845, 99, 62, 237, 317, 814, 463, 519, 30, 294, 1115, 626, 520, 266, 412, 282, 2371, 506, 417, 317, 121, 1098, 3200, 2536, 486, 137, 489, 646, 14654]"
815,816,"[204, 753, 579, 831, 599, 776, 1151, 643, 601, 544, 1052, 833, 764, 894, 1157, 1265, 855, 2019, 324, 767, 305, 508, 1151, 279, 156, 828, 951, 542, 2026, 14601]"
816,817,"[81, 1027, 1308, 263, 228, 605, 1519, 1477, 609, 1219, 707, 2157, 433, 1069, 2176, 190, 155, 293, 106, 61, 1242, 635, 66, 491, 225, 80, 98, 569, 295, 28844]"
817,818,"[983, 893, 1153, 336, 579, 1087, 691, 308, 224, 467, 415, 426, 599, 489, 1362, 474, 648, 928, 1002, 454, 1914, 70, 382, 747, 1746, 852, 606, 452, 815, 18991]"
818,819,"[1281, 300, 189, 458, 1861, 190, 534, 708, 861, 536, 406, 534, 693, 238, 298, 339, 678, 2282, 822, 168, 198, 305, 973, 134, 788, 616, 997, 434, 87, 15625]"
819,820,"[713, 792, 2278, 735, 715, 400, 555, 1335, 417, 362, 569, 214, 861, 336, 1715, 1180, 818, 1170, 100, 887, 817, 277, 416, 894, 747, 1070, 486, 907, 990, 22587]"
820,821,"[142, 945, 248, 590, 198, 620, 540, 70, 1387, 1004, 634, 1771, 437, 177, 73, 199, 563, 939, 233, 708, 773, 652, 190, 497, 73, 445, 1289, 1629, 272, 19938]"
821,822,"[2048, 1335, 235, 205, 1152, 572, 361, 800, 546, 998, 542, 686, 487, 1230, 1260, 1227, 1707, 120, 612, 365, 412, 962, 580, 0, 188, 508, 425, 627, 625, 22666]"
822,823,"[823, 1130, 1013, 859, 774, 960, 684, 462, 1181, 1232, 1467, 490, 983, 1265, 1296, 1498, 1192, 601, 1126, 621, 484, 1260, 694, 855, 657, 1570, 3144, 1209, 975, 15688]"
823,824,"[731, 48, 334, 684, 848, 706, 1618, 1478, 991, 784, 633, 769, 212, 13, 198, 0, 485, 86, 1067, 379, 982, 574, 473, 1230, 16, 1319, 976, 36, 609, 20951]"
824,825,"[1195, 973, 1036, 885, 806, 703, 992, 1379, 282, 613, 803, 519, 816, 699, 558, 252, 3052, 549, 437, 2089, 1431, 762, 1453, 915, 1184, 594, 231, 994, 984, 20198]"
825,826,"[20, 180, 529, 579, 1229, 244, 986, 2087, 820, 413, 292, 410, 152, 321, 546, 305, 314, 452, 991, 718, 726, 1170, 30, 141, 520, 414, 1540, 456, 1026, 16473]"
826,827,"[98, 707, 21, 790, 1226, 705, 786, 147, 639, 1234, 215, 324, 198, 418, 391, 436, 228, 342, 1509, 476, 524, 527, 1051, 587, 100, 96, 122, 719, 738, 11975]"
827,828,"[342, 827, 1364, 1077, 289, 522, 555, 197, 193, 477, 1203, 293, 558, 478, 1157, 415, 486, 788, 639, 964, 394, 369, 722, 343, 1271, 1307, 1547, 207, 772, 13109]"
828,829,"[194, 354, 199, 1180, 402, 431, 151, 135, 451, 116, 346, 1097, 1684, 3335, 1227, 47, 107, 324, 3204, 154, 634, 3, 290, 24, 288, 2455, 192, 470, 1799, 19570]"
829,830,"[881, 797, 1256, 1090, 503, 31, 339, 632, 183, 854, 530, 721, 677, 1442, 358, 693, 327, 595, 756, 1650, 370, 575, 1228, 1038, 298, 2537, 373, 1100, 751, 19967]"
830,831,"[182, 139, 874, 785, 179, 158, 698, 40, 642, 762, 205, 1, 348, 487, 1255, 373, 85, 164, 408, 867, 249, 541, 583, 1182, 329, 359, 726, 242, 311, 12134]"
831,832,"[606, 544, 1566, 375, 872, 356, 1234, 482, 1280, 714, 1371, 854, 666, 670, 718, 468, 482, 1073, 985, 990, 1236, 377, 588, 1414, 403, 486, 1667, 846, 801, 9291]"
832,833,"[196, 701, 2767, 81, 669, 1567, 581, 523, 1222, 664, 142, 318, 476, 168, 327, 158, 692, 467, 766, 1554, 671, 704, 415, 1288, 242, 290, 349, 1493, 297, 13436]"
833,834,"[916, 849, 634, 439, 838, 470, 687, 947, 510, 2364, 843, 722, 599, 565, 1598, 21, 476, 747, 1487, 611, 818, 627, 364, 1171, 996, 385, 374, 399, 842, 8917]"
834,835,"[1736, 2061, 1252, 176, 684, 267, 703, 349, 676, 1116, 244, 1503, 406, 2, 620, 829, 20, 229, 351, 750, 391, 433, 1080, 604, 436, 1437, 439, 448, 325, 15741]"
835,836,"[131, 657, 368, 460, 212, 602, 1083, 1117, 406, 1119, 801, 12, 397, 271, 924, 581, 586, 1038, 978, 741, 689, 253, 881, 442, 783, 363, 102, 513, 936, 28065]"
836,837,"[331, 780, 518, 55, 858, 894, 496, 481, 72, 14, 5, 1832, 448, 693, 517, 649, 693, 219, 413, 535, 212, 904, 385, 508, 356, 425, 279, 296, 327, 18034]"
837,838,"[65, 570, 19, 1286, 754, 881, 120, 366, 423, 831, 1259, 1040, 1262, 507, 206, 2680, 565, 402, 719, 667, 849, 373, 333, 2260, 1187, 814, 1442, 1435, 14, 16974]"
838,839,"[654, 673, 2101, 823, 767, 1490, 417, 608, 561, 452, 16, 734, 860, 554, 484, 562, 410, 42, 292, 1800, 187, 909, 1168, 2528, 419, 5, 385, 935, 493, 15539]"
839,840,"[1775, 568, 802, 640, 8, 1211, 681, 889, 426, 1259, 767, 209, 450, 652, 910, 1105, 500, 1225, 595, 1169, 597, 880, 2721, 601, 276, 1026, 183, 696, 578, 18099]"
840,841,"[354, 1, 63, 140, 413, 486, 569, 243, 74, 160, 212, 227, 896, 1538, 676, 502, 560, 292, 123, 536, 714, 274, 803, 797, 713, 138, 373, 37, 1152, 15188]"
841,842,"[367, 880, 591, 1372, 1219, 250, 911, 202, 89, 153, 2340, 507, 561, 805, 0, 730, 1085, 330, 1225, 959, 722, 723, 2, 57, 564, 324, 326, 328, 974, 13550]"
842,843,"[719, 694, 7, 1544, 451, 532, 259, 681, 764, 853, 90, 849, 568, 1450, 681, 1773, 448, 478, 570, 1280, 327, 826, 723, 864, 438, 653, 333, 952, 542, 17395]"
843,844,"[400, 1221, 415, 575, 31, 710, 1326, 361, 755, 929, 368, 456, 1288, 999, 823, 896, 990, 621, 358, 335, 283, 372, 31, 477, 282, 490, 5, 805, 385, 13882]"
844,845,"[868, 723, 1026, 1700, 841, 1704, 152, 70, 1116, 272, 399, 191, 1077, 937, 294, 1256, 523, 1123, 674, 918, 1164, 541, 0, 850, 1458, 1973, 796, 657, 1434, 20710]"
845,846,"[1061, 889, 914, 421, 732, 344, 595, 480, 168, 550, 0, 105, 61, 151, 259, 282, 1272, 187, 478, 231, 81, 358, 374, 168, 380, 234, 535, 236, 132, 20017]"
846,847,"[595, 102, 1251, 167, 896, 1183, 817, 492, 494, 972, 245, 320, 295, 328, 1252, 502, 315, 1191, 2570, 1310, 0, 9, 746, 639, 176, 1098, 351, 1351, 364, 13555]"
847,848,"[633, 469, 900, 742, 355, 352, 1053, 844, 1448, 827, 319, 346, 730, 800, 1393, 155, 294, 629, 353, 918, 213, 1585, 745, 1958, 276, 1104, 267, 404, 917, 16402]"
848,849,"[215, 208, 283, 517, 223, 1375, 606, 677, 297, 286, 537, 612, 302, 783, 1019, 211, 372, 1994, 561, 1108, 750, 301, 588, 314, 900, 545, 576, 544, 381, 17466]"
849,850,"[449, 462, 155, 395, 442, 440, 2325, 522, 676, 854, 17, 946, 855, 896, 604, 794, 1247, 986, 298, 751, 659, 1377, 208, 600, 28, 849, 303, 2452, 30, 11973]"
850,851,"[812, 1237, 1795, 217, 396, 375, 1028, 1238, 865, 263, 1180, 464, 638, 1882, 503, 336, 682, 1683, 751, 914, 249, 866, 673, 577, 761, 733, 0, 852, 1331, 15647]"
851,852,"[1129, 203, 244, 611, 261, 119, 1334, 1704, 1022, 422, 886, 720, 2016, 870, 568, 235, 148, 201, 329, 400, 431, 480, 497, 217, 626, 262, 2, 1142, 423, 18117]"
852,853,"[491, 462, 881, 471, 311, 359, 69, 649, 435, 1349, 701, 1338, 1030, 223, 362, 456, 1006, 456, 250, 121, 251, 613, 389, 379, 336, 237, 346, 266, 948, 13589]"
853,854,"[744, 1922, 396, 2450, 173, 591, 964, 795, 808, 521, 202, 1543, 148, 840, 406, 399, 1364, 756, 1317, 465, 1172, 684, 1860, 552, 718, 900, 807, 871, 584, 16290]"
854,855,"[221, 272, 1883, 156, 615, 180, 22, 554, 106, 20, 546, 918, 331, 326, 1413, 6, 379, 331, 240, 367, 212, 778, 246, 0, 652, 629, 154, 54, 1900, 13195]"
855,856,"[237, 64, 761, 642, 918, 1288, 2389, 268, 1346, 1398, 729, 1146, 892, 1701, 420, 1666, 800, 413, 482, 598, 971, 702, 606, 915, 850, 674, 92, 505, 364, 15932]"
856,857,"[953, 350, 379, 296, 355, 331, 697, 449, 80, 24, 536, 1115, 141, 531, 78, 150, 4, 51, 158, 205, 721, 488, 954, 258, 960, 759, 76, 581, 295, 20689]"
857,858,"[1061, 395, 883, 133, 631, 268, 1062, 295, 1464, 586, 856, 519, 509, 360, 808, 325, 735, 706, 39, 143, 1702, 514, 183, 422, 599, 140, 102, 752, 576, 11980]"
858,859,"[569, 443, 1202, 2328, 984, 497, 623, 585, 0, 425, 335, 297, 619, 503, 1017, 663, 569, 2271, 839, 546, 304, 202, 2575, 783, 1054, 846, 1237, 1147, 898, 13958]"
859,860,"[1374, 553, 397, 1210, 0, 843, 775, 566, 969, 749, 1158, 702, 446, 7, 1925, 585, 177, 1327, 13, 374, 183, 103, 706, 2555, 441, 63, 279, 651, 143, 15203]"
860,861,"[620, 366, 875, 171, 1707, 15, 749, 807, 160, 214, 609, 297, 220, 1596, 179, 132, 962, 163, 728, 475, 2255, 561, 635, 26, 727, 632, 454, 302, 423, 25750]"
861,862,"[895, 543, 714, 1408, 2009, 311, 633, 814, 1721, 611, 1018, 140, 1099, 839, 652, 981, 2211, 626, 2010, 507, 439, 1910, 1008, 684, 674, 661, 625, 989, 1364, 16455]"
862,863,"[237, 619, 826, 244, 335, 556, 582, 407, 951, 542, 455, 47, 322, 101, 32, 1506, 477, 325, 490, 492, 454, 209, 497, 1701, 1143, 803, 391, 219, 265, 14917]"
863,864,"[273, 644, 181, 223, 1410, 1154, 581, 1756, 619, 398, 762, 302, 1177, 810, 136, 907, 1163, 1894, 982, 462, 854, 533, 696, 510, 1121, 481, 697, 584, 840, 22628]"
864,865,"[987, 606, 0, 210, 440, 33, 479, 271, 167, 741, 1313, 386, 1308, 830, 596, 1159, 487, 741, 281, 1890, 794, 125, 589, 851, 298, 1114, 709, 1187, 996, 20600]"
865,866,"[914, 1064, 362, 325, 906, 623, 406, 1077, 499, 1375, 275, 1101, 430, 1086, 986, 381, 831, 438, 772, 1920, 1775, 830, 311, 950, 512, 793, 140, 611, 192, 14880]"
866,867,"[1100, 539, 727, 505, 1190, 679, 930, 1202, 498, 396, 570, 856, 497, 530, 1135, 1096, 54, 436, 351, 1621, 564, 2763, 337, 469, 419, 1572, 919, 555, 1789, 17062]"
867,868,"[650, 2242, 52, 1504, 479, 157, 2284, 316, 248, 519, 614, 4, 424, 716, 764, 381, 1463, 1160, 206, 899, 129, 780, 1036, 302, 2116, 933, 1365, 59, 493, 13086]"
868,869,"[583, 447, 657, 1051, 951, 351, 137, 1006, 268, 227, 1477, 732, 520, 734, 92, 1802, 613, 1192, 274, 178, 661, 516, 407, 583, 839, 1334, 666, 962, 1198, 11753]"
869,870,"[715, 316, 501, 256, 393, 390, 291, 310, 383, 591, 759, 688, 211, 152, 491, 1795, 398, 1127, 1690, 255, 874, 672, 819, 51, 197, 610, 168, 891, 444, 13355]"
870,871,"[845, 866, 96, 504, 669, 332, 375, 1224, 881, 579, 428, 1600, 829, 1045, 1385, 1912, 157, 996, 1016, 115, 917, 1201, 686, 353, 47, 752, 220, 3695, 750, 13255]"
871,872,"[364, 386, 54, 189, 280, 23, 123, 484, 1348, 1318, 66, 1142, 675, 126, 3, 527, 427, 1381, 456, 258, 228, 285, 1074, 479, 681, 193, 495, 232, 534, 12177]"
872,873,"[368, 1021, 2584, 561, 1662, 608, 1725, 578, 92, 1138, 268, 525, 1303, 1751, 453, 249, 235, 328, 200, 0, 615, 249, 1586, 581, 504, 725, 318, 121, 1739, 13993]"
873,874,"[1009, 396, 2, 261, 184, 1806, 124, 723, 1284, 165, 604, 834, 617, 32, 1131, 1535, 237, 438, 142, 110, 173, 2899, 560, 511, 300, 1064, 286, 143, 702, 19075]"
874,875,"[190, 648, 543, 1124, 2115, 70, 1058, 1125, 982, 538, 297, 653, 988, 2176, 918, 659, 1024, 793, 423, 110, 602, 518, 520, 348, 967, 709, 379, 2039, 881, 20964]"
875,876,"[768, 372, 334, 303, 1495, 70, 478, 576, 485, 553, 719, 241, 131, 509, 514, 3325, 1081, 972, 623, 1084, 264, 671, 712, 1250, 502, 268, 495, 834, 453, 16123]"
876,877,"[63, 194, 1209, 1189, 147, 1486, 1638, 654, 143, 8, 170, 894, 352, 1335, 72, 965, 368, 899, 132, 173, 311, 129, 374, 690, 440, 1093, 821, 141, 356, 21784]"
877,878,"[865, 881, 1531, 924, 468, 595, 659, 771, 319, 681, 855, 950, 604, 627, 338, 369, 826, 1104, 640, 763, 870, 308, 427, 1100, 629, 1434, 1146, 700, 22, 13909]"
878,879,"[319, 1111, 636, 1122, 458, 10, 140, 827, 270, 6, 167, 125, 178, 122, 263, 119, 708, 238, 1139, 803, 455, 2189, 679, 260, 637, 465, 287, 149, 610, 16233]"
879,880,"[620, 478, 573, 1541, 494, 447, 355, 8, 2271, 306, 839, 13, 431, 1790, 390, 598, 546, 387, 387, 709, 325, 973, 499, 500, 69, 436, 284, 535, 1553, 12214]"
880,881,"[311, 330, 1349, 31, 822, 358, 3, 880, 27, 832, 920, 51, 260, 432, 514, 647, 348, 146, 206, 231, 1423, 284, 105, 408, 302, 1438, 368, 543, 435, 23742]"
881,882,"[0, 713, 678, 661, 666, 548, 1910, 509, 526, 1295, 679, 352, 344, 1600, 1242, 690, 734, 337, 27, 1225, 260, 574, 464, 223, 1430, 485, 621, 410, 633, 18837]"
882,883,"[532, 1221, 173, 444, 542, 500, 781, 1524, 460, 223, 498, 540, 393, 494, 674, 135, 212, 314, 504, 630, 417, 313, 523, 392, 435, 569, 221, 100, 428, 13092]"
883,884,"[619, 680, 1552, 573, 233, 339, 36, 759, 575, 1356, 1212, 414, 684, 593, 719, 220, 658, 297, 351, 170, 84, 2671, 269, 560, 210, 509, 721, 491, 619, 14953]"
884,885,"[2793, 663, 365, 1427, 291, 386, 601, 755, 209, 791, 80, 141, 362, 120, 47, 275, 241, 291, 775, 1524, 465, 13, 906, 0, 433, 790, 94, 209, 652, 18717]"
885,886,"[1234, 513, 167, 149, 260, 1081, 640, 844, 1565, 155, 452, 758, 744, 1373, 176, 443, 1975, 398, 780, 497, 173, 404, 633, 894, 243, 508, 175, 869, 1510, 11709]"
886,887,"[115, 1717, 714, 1083, 530, 706, 718, 792, 1817, 394, 747, 925, 458, 258, 333, 47, 249, 205, 564, 1628, 488, 906, 834, 741, 91, 403, 408, 214, 15, 18592]"
887,888,"[175, 1839, 2727, 584, 548, 1026, 281, 353, 2751, 684, 63, 1616, 935, 197, 270, 522, 556, 1763, 373, 707, 407, 775, 363, 1503, 30, 748, 744, 274, 74, 17903]"
888,889,"[258, 995, 4, 730, 706, 424, 692, 103, 1661, 125, 832, 512, 209, 59, 838, 743, 619, 930, 216, 921, 434, 189, 384, 412, 185, 241, 345, 1417, 670, 23756]"
889,890,"[577, 531, 128, 1277, 883, 374, 1064, 1196, 856, 608, 76, 324, 412, 101, 817, 320, 396, 749, 372, 449, 512, 522, 932, 276, 1149, 4, 404, 788, 656, 13832]"
890,891,"[1441, 75, 937, 296, 1085, 164, 1146, 644, 802, 272, 367, 411, 1265, 2318, 652, 295, 876, 76, 1255, 751, 105, 210, 245, 144, 28, 229, 300, 82, 608, 19675]"
891,892,"[785, 167, 153, 637, 125, 144, 554, 255, 94, 210, 283, 204, 242, 1023, 64, 528, 487, 2008, 14, 859, 491, 1731, 204, 323, 563, 647, 12, 778, 325, 17672]"
892,893,"[109, 307, 1147, 962, 441, 751, 803, 778, 1982, 1548, 383, 1089, 1617, 592, 629, 795, 544, 744, 2013, 1230, 585, 693, 639, 584, 589, 744, 561, 890, 503, 16357]"
893,894,"[335, 0, 377, 393, 134, 30, 1095, 123, 359, 470, 1330, 548, 229, 1095, 299, 131, 120, 338, 219, 687, 496, 622, 890, 332, 487, 743, 181, 19, 694, 18015]"
894,895,"[244, 813, 361, 560, 963, 1821, 162, 1261, 1078, 523, 1260, 756, 609, 467, 571, 306, 600, 506, 523, 801, 270, 263, 509, 669, 1412, 250, 551, 283, 1023, 9567]"
895,896,"[337, 826, 391, 633, 1518, 1605, 62, 1650, 390, 713, 616, 1571, 3483, 343, 411, 925, 724, 2377, 703, 347, 685, 626, 269, 9, 206, 540, 389, 432, 498, 16771]"
896,897,"[2235, 487, 230, 114, 1097, 690, 29, 173, 294, 1146, 133, 292, 414, 960, 1297, 1513, 586, 446, 445, 959, 329, 772, 903, 2485, 999, 793, 537, 72, 1016, 14558]"
897,898,"[61, 198, 1080, 102, 666, 200, 1487, 313, 497, 130, 333, 578, 1029, 245, 342, 80, 585, 996, 312, 1331, 106, 1191, 359, 33, 207, 549, 428, 118, 512, 19137]"
898,899,"[885, 667, 466, 856, 795, 482, 502, 87, 613, 935, 393, 709, 1193, 715, 1446, 336, 215, 628, 556, 1252, 187, 790, 450, 757, 887, 134, 949, 329, 389, 17713]"
899,900,"[1021, 115, 0, 788, 475, 630, 1254, 694, 1181, 1628, 305, 238, 536, 162, 962, 707, 2641, 901, 260, 1749, 1066, 1589, 891, 1079, 430, 689, 61, 6, 496, 13452]"
900,901,"[411, 896, 77, 557, 888, 538, 609, 562, 1223, 31, 1005, 557, 270, 978, 380, 4, 593, 522, 320, 1201, 406, 962, 1840, 621, 1605, 664, 613, 231, 515, 17964]"
901,902,"[16, 76, 437, 243, 1368, 45, 807, 511, 612, 510, 117, 296, 2203, 819, 707, 221, 2, 602, 871, 2681, 186, 259, 585, 449, 671, 245, 303, 341, 284, 17403]"
902,903,"[551, 2084, 583, 1133, 3, 508, 218, 891, 651, 430, 998, 400, 215, 850, 595, 525, 899, 816, 183, 260, 905, 237, 257, 327, 1362, 1125, 225, 673, 478, 12790]"
903,904,"[858, 518, 677, 2029, 623, 590, 111, 383, 851, 869, 276, 221, 1048, 681, 630, 0, 86, 1008, 347, 201, 106, 274, 988, 624, 565, 193, 515, 136, 1592, 11431]"
904,905,"[453, 177, 217, 906, 925, 420, 591, 2181, 489, 115, 266, 862, 573, 1359, 466, 384, 522, 272, 715, 274, 47, 2449, 2322, 300, 813, 2076, 575, 556, 941, 15102]"
905,906,"[335, 421, 1038, 189, 73, 422, 57, 40, 2124, 435, 539, 0, 333, 908, 0, 888, 23, 107, 55, 226, 940, 363, 1400, 2817, 421, 254, 632, 203, 1269, 28189]"
906,907,"[2081, 423, 526, 902, 840, 415, 436, 667, 756, 491, 1235, 412, 3069, 329, 1298, 1040, 302, 709, 950, 2850, 1100, 552, 353, 822, 709, 1194, 298, 586, 847, 20657]"
907,908,"[708, 2561, 88, 1880, 182, 1518, 1010, 140, 101, 1595, 892, 847, 767, 493, 148, 380, 314, 920, 624, 2360, 590, 535, 97, 234, 445, 594, 978, 648, 832, 23962]"
908,909,"[664, 1251, 1199, 774, 77, 541, 157, 488, 1719, 113, 360, 253, 725, 751, 510, 1460, 10, 682, 340, 93, 229, 271, 779, 814, 1179, 589, 595, 949, 211, 16827]"
909,910,"[1161, 218, 168, 1501, 236, 561, 1176, 30, 662, 528, 393, 701, 654, 1842, 1219, 436, 635, 1331, 1166, 939, 1021, 758, 739, 1137, 2089, 632, 941, 782, 604, 15014]"
910,911,"[479, 107, 186, 227, 1831, 962, 550, 930, 193, 351, 1346, 162, 439, 360, 649, 298, 243, 944, 780, 0, 710, 0, 296, 591, 1210, 113, 1338, 296, 128, 15545]"
911,912,"[352, 801, 341, 449, 401, 347, 828, 1124, 703, 1166, 757, 585, 622, 889, 639, 581, 344, 393, 639, 624, 430, 988, 117, 1878, 388, 472, 667, 146, 4, 12683]"
912,913,"[406, 335, 2780, 722, 402, 1015, 733, 306, 462, 1558, 2059, 1501, 2276, 64, 994, 867, 1622, 113, 935, 1934, 18, 1308, 193, 214, 269, 1005, 430, 446, 441, 19949]"
913,914,"[240, 202, 799, 791, 879, 417, 559, 620, 620, 1198, 230, 183, 1071, 163, 740, 307, 806, 213, 397, 466, 239, 369, 636, 220, 472, 475, 403, 540, 307, 17837]"
