;cifar_attack_regression_clip_evaluation/test_accuracy;cifar_attack_regression_clip_evaluation/adv_success;cifar_attack_regression_clip_evaluation/honest_train_accuracy;cifar_attack_regression_clip_adversary/count;cifar_attack_regression_evaluation/test_accuracy;cifar_attack_regression_evaluation/adv_success;cifar_attack_regression_evaluation/honest_train_accuracy;cifar_attack_regression_adversary/count
1;0.7792338728904724;0.0;0.5445951223373413;1.0;0.7797378897666931;0.0;0.5433443188667297;1.0
2;0.7807459831237793;0.0;0.5346006155014038;1.0;0.78125;0.0;0.5332685708999634;1.0
3;0.7817540168762207;0.0;0.44497188925743103;1.0;0.7802419066429138;0.0;0.44666269421577454;1.0
4;0.7802419066429138;0.0;0.4824173152446747;1.0;0.7807459831237793;0.0;0.4856552481651306;1.0
5;0.7857862710952759;0.0;0.5251054763793945;1.0;0.6653226017951965;0.9166666865348816;0.5230132937431335;1.0
6;0.7867943644523621;0.0;0.44162335991859436;1.0;0.6809476017951965;0.9166666865348816;0.8477331399917603;1.0
7;0.7857862710952759;0.0;0.48299872875213623;1.0;0.6935483813285828;0.9166666865348816;0.8246632814407349;1.0
8;0.7847782373428345;0.0;0.4359647035598755;1.0;0.7046371102333069;0.9166666865348816;0.7632165551185608;1.0
9;0.7908266186714172;0.0;0.4591720402240753;1.0;0.7157257795333862;0.9166666865348816;0.7216018438339233;1.0
10;0.7908266186714172;0.0;0.48445960879325867;1.0;0.7227822542190552;0.9166666865348816;0.6863420009613037;1.0
11;0.7938507795333862;0.0;0.5175928473472595;1.0;0.7263104915618896;0.9166666865348816;0.7514340877532959;1.0
12;0.7948588728904724;0.0;0.4986775815486908;1.0;0.7323588728904724;0.9166666865348816;0.7135112285614014;1.0
13;0.7963709831237793;0.0;0.4764740765094757;1.0;0.7358871102333069;0.9166666865348816;0.6521657109260559;1.0
14;0.7963709831237793;0.0;0.49689149856567383;1.0;0.7379032373428345;0.9166666865348816;0.669141948223114;1.0
15;0.7963709831237793;0.0;0.4915975034236908;1.0;0.7434476017951965;0.9166666865348816;0.7023417949676514;1.0
16;0.796875;0.0;0.4321547746658325;1.0;0.7459677457809448;0.9166666865348816;0.6360846757888794;1.0
17;0.7958669066429138;0.0;0.46627411246299744;1.0;0.7474798560142517;0.9166666865348816;0.6409785747528076;1.0
18;0.7943548560142517;0.0;0.43147099018096924;1.0;0.7494959831237793;0.9166666865348816;0.6065508723258972;1.0
19;0.7933467626571655;0.0;0.5027782917022705;1.0;0.7515121102333069;0.9166666865348816;0.6732277274131775;1.0
20;0.7953628897666931;0.0;0.47384941577911377;1.0;0.7560483813285828;0.9166666865348816;0.648080587387085;1.0
21;0.7978830933570862;0.0;0.49979549646377563;1.0;0.757056474685669;0.9166666865348816;0.6523165106773376;1.0
22;0.7978830933570862;0.0;0.5006845593452454;1.0;0.7565523982048035;0.9166666865348816;0.6251605153083801;1.0
23;0.7993951439857483;0.0;0.5148351788520813;1.0;0.7565523982048035;0.9166666865348816;0.6574743390083313;1.0
24;0.8019153475761414;0.0;0.4844735562801361;1.0;0.7595766186714172;0.9166666865348816;0.6150068640708923;1.0
25;0.8024193644523621;0.0;0.4866114854812622;1.0;0.7605846524238586;0.9166666865348816;0.6364643573760986;1.0
26;0.8019153475761414;0.0;0.4877243638038635;1.0;0.7615927457809448;0.8333333134651184;0.6104984879493713;1.0
27;0.8019153475761414;0.0;0.45716509222984314;1.0;0.7631048560142517;0.8333333134651184;0.6182171106338501;1.0
28;0.8009072542190552;0.0;0.5114901661872864;1.0;0.7661290168762207;0.8333333134651184;0.6504045128822327;1.0
29;0.7993951439857483;0.0;0.45673078298568726;1.0;0.7671371102333069;0.8333333134651184;0.578475832939148;1.0
30;0.7983871102333069;0.0;0.4705694615840912;1.0;0.7686492204666138;0.8333333134651184;0.6004655957221985;1.0
31;0.8009072542190552;0.0;0.4359467923641205;1.0;0.7666330933570862;0.8333333134651184;0.550937831401825;1.0
32;0.7998992204666138;0.0;0.46259254217147827;1.0;0.7671371102333069;0.8333333134651184;0.5610430240631104;1.0
33;0.8004032373428345;0.0;0.49766984581947327;1.0;0.7711693644523621;0.75;0.6036720275878906;1.0
34;0.7983871102333069;0.0;0.44560760259628296;1.0;0.7706653475761414;0.75;0.5566745400428772;1.0
35;0.7983871102333069;0.0;0.511576235294342;1.0;0.7721773982048035;0.75;0.6183480620384216;1.0
36;0.7963709831237793;0.0;0.46220842003822327;1.0;0.7691532373428345;0.6666666865348816;0.5827165842056274;1.0
37;0.7943548560142517;0.0;0.44709083437919617;1.0;0.7676411271095276;0.6666666865348816;0.5347215533256531;1.0
38;0.7933467626571655;0.0;0.44729703664779663;1.0;0.7691532373428345;0.5833333134651184;0.5386179685592651;1.0
39;0.7948588728904724;0.0;0.4608871042728424;1.0;0.7681451439857483;0.5833333134651184;0.5586060285568237;1.0
40;0.7943548560142517;0.0;0.5134541988372803;1.0;0.7701612710952759;0.5833333134651184;0.603339433670044;1.0
41;0.7948588728904724;0.0;0.4635690450668335;1.0;0.7696572542190552;0.5833333134651184;0.5462671518325806;1.0
42;0.7963709831237793;0.0;0.4953552782535553;1.0;0.7681451439857483;0.5833333134651184;0.5863974094390869;1.0
43;0.7948588728904724;0.0;0.4489278793334961;1.0;0.7701612710952759;0.5833333134651184;0.5479624271392822;1.0
44;0.7988911271095276;0.0;0.4874432384967804;1.0;0.7706653475761414;0.5833333134651184;0.580535352230072;1.0
45;0.7963709831237793;0.0;0.5162878632545471;1.0;0.7706653475761414;0.5833333134651184;0.6113521456718445;1.0
46;0.7993951439857483;0.0;0.4695480763912201;1.0;0.7721773982048035;0.5;0.5452828407287598;1.0
47;0.7958669066429138;0.0;0.4161175489425659;1.0;0.7721773982048035;0.4166666567325592;0.5007607340812683;1.0
48;0.7973790168762207;0.0;0.4956432580947876;1.0;0.772681474685669;0.4166666567325592;0.5867384076118469;1.0
49;0.7963709831237793;0.0;0.46595776081085205;1.0;0.7701612710952759;0.4166666567325592;0.5682080388069153;1.0
50;0.7988911271095276;0.0;0.4966200292110443;1.0;0.7696572542190552;0.4166666567325592;0.5911980271339417;1.0
51;0.7973790168762207;0.0;0.49417102336883545;1.0;0.7706653475761414;0.4166666567325592;0.5688031315803528;1.0
52;0.796875;0.0;0.4897194504737854;1.0;0.7716733813285828;0.4166666567325592;0.5646717548370361;1.0
53;0.7958669066429138;0.0;0.494476318359375;1.0;0.7686492204666138;0.4166666567325592;0.5759459137916565;1.0
54;0.7973790168762207;0.0;0.46499741077423096;1.0;0.7686492204666138;0.4166666567325592;0.5622938275337219;1.0
55;0.7963709831237793;0.0;0.47622743248939514;1.0;0.7711693644523621;0.4166666567325592;0.5815941095352173;1.0
56;0.7928427457809448;0.0;0.45646560192108154;1.0;0.7706653475761414;0.4166666567325592;0.5492393970489502;1.0
57;0.7933467626571655;0.0;0.4614492952823639;1.0;0.7686492204666138;0.4166666567325592;0.5306398272514343;1.0
58;0.7953628897666931;0.0;0.5068982243537903;1.0;0.7671371102333069;0.4166666567325592;0.5685274004936218;1.0
59;0.7978830933570862;0.0;0.4694175720214844;1.0;0.7696572542190552;0.4166666567325592;0.5275487899780273;1.0
60;0.796875;0.0;0.5071554780006409;1.0;0.7721773982048035;0.4166666567325592;0.5901047587394714;1.0
61;0.7993951439857483;0.0;0.49116066098213196;1.0;0.7731854915618896;0.4166666567325592;0.5637457370758057;1.0
62;0.7973790168762207;0.0;0.46433109045028687;1.0;0.7716733813285828;0.4166666567325592;0.5197994709014893;1.0
63;0.7948588728904724;0.0;0.46678414940834045;1.0;0.772681474685669;0.4166666567325592;0.5475606918334961;1.0
64;0.7973790168762207;0.0;0.4177519977092743;1.0;0.7731854915618896;0.4166666567325592;0.5035435557365417;1.0
65;0.7943548560142517;0.0;0.46465471386909485;1.0;0.7736895084381104;0.4166666567325592;0.5528557300567627;1.0
66;0.7958669066429138;0.0;0.5230324864387512;1.0;0.7767137289047241;0.4166666567325592;0.5850899815559387;1.0
67;0.796875;0.0;0.48289754986763;1.0;0.7767137289047241;0.4166666567325592;0.5611746907234192;1.0
68;0.796875;0.0;0.4751937687397003;1.0;0.7787298560142517;0.4166666567325592;0.5679181814193726;1.0
69;0.7973790168762207;0.0;0.4763011336326599;1.0;0.7782257795333862;0.4166666567325592;0.5470263957977295;1.0
70;0.7993951439857483;0.0;0.4769020676612854;1.0;0.7787298560142517;0.4166666567325592;0.5490929484367371;1.0
71;0.7983871102333069;0.0;0.46001285314559937;1.0;0.7787298560142517;0.4166666567325592;0.5377411246299744;1.0
72;0.7973790168762207;0.0;0.4282250702381134;1.0;0.7767137289047241;0.4166666567325592;0.5011183023452759;1.0
73;0.7963709831237793;0.0;0.48817750811576843;1.0;0.7767137289047241;0.3333333432674408;0.5660513639450073;1.0
74;0.7973790168762207;0.0;0.47672224044799805;1.0;0.7752016186714172;0.3333333432674408;0.5350661873817444;1.0
75;0.7978830933570862;0.0;0.4452863335609436;1.0;0.7782257795333862;0.3333333432674408;0.5237780213356018;1.0
76;0.7958669066429138;0.0;0.5155003070831299;1.0;0.7762096524238586;0.3333333432674408;0.591834306716919;1.0
77;0.7963709831237793;0.0;0.5242779850959778;1.0;0.7767137289047241;0.3333333432674408;0.5913450121879578;1.0
78;0.7973790168762207;0.0;0.4740082323551178;1.0;0.7807459831237793;0.3333333432674408;0.5302518606185913;1.0
79;0.7993951439857483;0.0;0.47269174456596375;1.0;0.7817540168762207;0.25;0.5515853762626648;1.0
80;0.7963709831237793;0.0;0.4339721202850342;1.0;0.7817540168762207;0.25;0.5014199018478394;1.0
81;0.796875;0.0;0.4782089591026306;1.0;0.7802419066429138;0.25;0.5393247604370117;1.0
82;0.7973790168762207;0.0;0.4627210795879364;1.0;0.7822580933570862;0.25;0.5394551753997803;1.0
83;0.7958669066429138;0.0;0.4906866252422333;1.0;0.78125;0.25;0.5391442775726318;1.0
84;0.7983871102333069;0.0;0.4812071621417999;1.0;0.7807459831237793;0.25;0.5434411764144897;1.0
85;0.796875;0.0;0.47366634011268616;1.0;0.7822580933570862;0.25;0.528059184551239;1.0
86;0.7958669066429138;0.0;0.5125374794006348;1.0;0.7837701439857483;0.25;0.5745704174041748;1.0
87;0.7988911271095276;0.0;0.4371410608291626;1.0;0.7802419066429138;0.25;0.4819313585758209;1.0
88;0.7978830933570862;0.0;0.5034620761871338;1.0;0.7807459831237793;0.25;0.5845469832420349;1.0
89;0.8004032373428345;0.0;0.4502269923686981;1.0;0.7782257795333862;0.25;0.515430212020874;1.0
90;0.796875;0.0;0.4696948826313019;1.0;0.78125;0.25;0.5280190706253052;1.0
91;0.7983871102333069;0.0;0.5091636180877686;1.0;0.7807459831237793;0.25;0.5712084174156189;1.0
92;0.7998992204666138;0.0;0.47952979803085327;1.0;0.7822580933570862;0.25;0.5555638074874878;1.0
93;0.7983871102333069;0.0;0.484730988740921;1.0;0.7802419066429138;0.25;0.5417621731758118;1.0
94;0.7978830933570862;0.0;0.4787195026874542;1.0;0.78125;0.25;0.5267711281776428;1.0
95;0.7988911271095276;0.0;0.4770784378051758;1.0;0.7827621102333069;0.25;0.5218679904937744;1.0
96;0.7978830933570862;0.0;0.4124607741832733;1.0;0.7802419066429138;0.25;0.4739095866680145;1.0
97;0.7988911271095276;0.0;0.4533233642578125;1.0;0.7827621102333069;0.25;0.5081115961074829;1.0
98;0.7978830933570862;0.0;0.4881444573402405;1.0;0.7807459831237793;0.25;0.5557000041007996;1.0
99;0.7973790168762207;0.0;0.5104460716247559;1.0;0.7847782373428345;0.25;0.5791535973548889;1.0
100;0.796875;0.0;0.49435722827911377;1.0;0.7842742204666138;0.25;0.5623824596405029;1.0
101;0.796875;0.0;0.49740070104599;1.0;0.7847782373428345;0.25;0.5463613271713257;1.0
102;0.7963709831237793;0.0;0.5145267844200134;1.0;0.7827621102333069;0.25;0.5747087597846985;1.0
