;cifar_attack_regression_clip_evaluation/test_accuracy;cifar_attack_regression_clip_evaluation/adv_success;cifar_attack_regression_clip_evaluation/honest_train_accuracy;cifar_attack_regression_clip_adversary/count;cifar_attack_regression_evaluation/test_accuracy;cifar_attack_regression_evaluation/adv_success;cifar_attack_regression_evaluation/honest_train_accuracy;cifar_attack_regression_adversary/count
103;0.7978830933570862;0.0;0.4773305654525757;1.0;0.7802419066429138;0.25;0.525249719619751;1.0
104;0.7993951439857483;0.0;0.4492790997028351;1.0;0.7822580933570862;0.25;0.4925590753555298;1.0
105;0.7998992204666138;0.0;0.4514561891555786;1.0;0.7817540168762207;0.25;0.4994248151779175;1.0
106;0.7963709831237793;0.0;0.46812576055526733;1.0;0.7822580933570862;0.25;0.5277255773544312;1.0
107;0.7973790168762207;0.0;0.46649491786956787;1.0;0.7842742204666138;0.1666666716337204;0.5155048370361328;1.0
108;0.7963709831237793;0.0;0.4548864960670471;1.0;0.7842742204666138;0.1666666716337204;0.5074260234832764;1.0
109;0.7938507795333862;0.0;0.4761967062950134;1.0;0.7832661271095276;0.25;0.5307654142379761;1.0
110;0.7943548560142517;0.0;0.4978221654891968;1.0;0.78125;0.25;0.5535790920257568;1.0
111;0.7958669066429138;0.0;0.4783358573913574;1.0;0.7807459831237793;0.1666666716337204;0.5136585235595703;1.0
112;0.7943548560142517;0.0;0.42807239294052124;1.0;0.7852822542190552;0.1666666716337204;0.4884358048439026;1.0
113;0.7953628897666931;0.0;0.5137881636619568;1.0;0.7842742204666138;0.1666666716337204;0.5907683372497559;1.0
114;0.7973790168762207;0.0;0.4559328258037567;1.0;0.7842742204666138;0.1666666716337204;0.5016032457351685;1.0
115;0.7983871102333069;0.0;0.4660041630268097;1.0;0.7847782373428345;0.1666666716337204;0.514048159122467;1.0
116;0.7988911271095276;0.0;0.48176443576812744;1.0;0.7837701439857483;0.1666666716337204;0.535249650478363;1.0
117;0.7998992204666138;0.0;0.4927223026752472;1.0;0.7847782373428345;0.1666666716337204;0.5575178265571594;1.0
118;0.7978830933570862;0.0;0.4982105791568756;1.0;0.7842742204666138;0.1666666716337204;0.5369899272918701;1.0
119;0.7958669066429138;0.0;0.47175753116607666;1.0;0.7842742204666138;0.1666666716337204;0.5028369426727295;1.0
120;0.796875;0.0;0.4855301082134247;1.0;0.7832661271095276;0.1666666716337204;0.5425479412078857;1.0
121;0.7948588728904724;0.0;0.5206053256988525;1.0;0.7847782373428345;0.1666666716337204;0.5717357397079468;1.0
122;0.7973790168762207;0.0;0.47083520889282227;1.0;0.7857862710952759;0.1666666716337204;0.5135353207588196;1.0
123;0.7958669066429138;0.0;0.48321977257728577;1.0;0.7847782373428345;0.1666666716337204;0.5316198468208313;1.0
124;0.7993951439857483;0.0;0.4451836049556732;1.0;0.7852822542190552;0.1666666716337204;0.4950891137123108;1.0
125;0.7978830933570862;0.0;0.4412037134170532;1.0;0.7837701439857483;0.1666666716337204;0.4798656105995178;1.0
126;0.8004032373428345;0.0;0.5487508773803711;1.0;0.7837701439857483;0.1666666716337204;0.5836760401725769;1.0
127;0.8009072542190552;0.0;0.4535265564918518;1.0;0.7827621102333069;0.1666666716337204;0.4879681169986725;1.0
128;0.7998992204666138;0.0;0.4682294428348541;1.0;0.7842742204666138;0.1666666716337204;0.5138900279998779;1.0
129;0.7978830933570862;0.0;0.47677624225616455;1.0;0.7847782373428345;0.1666666716337204;0.5033126473426819;1.0
130;0.7988911271095276;0.0;0.4569447934627533;1.0;0.7822580933570862;0.1666666716337204;0.5069233179092407;1.0
131;0.7988911271095276;0.0;0.5182135105133057;1.0;0.7847782373428345;0.1666666716337204;0.5560701489448547;1.0
132;0.7973790168762207;0.0;0.46026933193206787;1.0;0.7842742204666138;0.1666666716337204;0.49836620688438416;1.0
133;0.7988911271095276;0.0;0.45153671503067017;1.0;0.7857862710952759;0.1666666716337204;0.4838384985923767;1.0
134;0.7983871102333069;0.0;0.506395161151886;1.0;0.7862903475761414;0.1666666716337204;0.5469300746917725;1.0
135;0.7958669066429138;0.0;0.48987066745758057;1.0;0.7862903475761414;0.1666666716337204;0.5274094343185425;1.0
136;0.7978830933570862;0.0;0.5049393773078918;1.0;0.7852822542190552;0.1666666716337204;0.531650722026825;1.0
137;0.7983871102333069;0.0;0.4539511501789093;1.0;0.7847782373428345;0.1666666716337204;0.5061578154563904;1.0
138;0.7983871102333069;0.0;0.45327678322792053;1.0;0.7837701439857483;0.1666666716337204;0.4840851426124573;1.0
139;0.8004032373428345;0.0;0.4615839421749115;1.0;0.7847782373428345;0.1666666716337204;0.5143638849258423;1.0
140;0.8004032373428345;0.0;0.43821561336517334;1.0;0.7827621102333069;0.1666666716337204;0.47212526202201843;1.0
141;0.8009072542190552;0.0;0.5006203055381775;1.0;0.7872983813285828;0.1666666716337204;0.550255537033081;1.0
142;0.8019153475761414;0.0;0.49372509121894836;1.0;0.7867943644523621;0.1666666716337204;0.5242500305175781;1.0
143;0.8029233813285828;0.0;0.5213453769683838;1.0;0.7872983813285828;0.1666666716337204;0.5754052996635437;1.0
144;0.8029233813285828;0.0;0.4751880466938019;1.0;0.7857862710952759;0.1666666716337204;0.5159465074539185;1.0
145;0.8024193644523621;0.0;0.49874168634414673;1.0;0.7872983813285828;0.1666666716337204;0.5446330308914185;1.0
146;0.8014112710952759;0.0;0.48739850521087646;1.0;0.7862903475761414;0.1666666716337204;0.5660841464996338;1.0
147;0.8004032373428345;0.0;0.507793128490448;1.0;0.7893145084381104;0.1666666716337204;0.5515502691268921;1.0
148;0.803931474685669;0.0;0.4523446261882782;1.0;0.7893145084381104;0.1666666716337204;0.485209584236145;1.0
149;0.8044354915618896;0.0;0.45925065875053406;1.0;0.789818525314331;0.1666666716337204;0.5072134733200073;1.0
150;0.8044354915618896;0.0;0.5023408532142639;1.0;0.7867943644523621;0.1666666716337204;0.5446074604988098;1.0
151;0.805443525314331;0.0;0.5179976224899292;1.0;0.7867943644523621;0.1666666716337204;0.5535712838172913;1.0
152;0.8034273982048035;0.0;0.5209224224090576;1.0;0.7878023982048035;0.1666666716337204;0.5348781943321228;1.0
153;0.8029233813285828;0.0;0.4781509041786194;1.0;0.7878023982048035;0.1666666716337204;0.5208703875541687;1.0
154;0.7998992204666138;0.0;0.46834564208984375;1.0;0.7872983813285828;0.1666666716337204;0.5089041590690613;1.0
155;0.7993951439857483;0.0;0.4511372148990631;1.0;0.7878023982048035;0.1666666716337204;0.48685747385025024;1.0
156;0.8009072542190552;0.0;0.4283301532268524;1.0;0.7893145084381104;0.1666666716337204;0.46715837717056274;1.0
157;0.8004032373428345;0.0;0.4920584261417389;1.0;0.789818525314331;0.1666666716337204;0.5367611050605774;1.0
158;0.8004032373428345;0.0;0.46226707100868225;1.0;0.7872983813285828;0.1666666716337204;0.5037768483161926;1.0
159;0.8004032373428345;0.0;0.46440866589546204;1.0;0.7872983813285828;0.1666666716337204;0.5066906809806824;1.0
160;0.8009072542190552;0.0;0.0;0.0;0.788306474685669;0.1666666716337204;0.0;0.0
